|provider    |sport_code|external_league_id|season|missing_provider_team_id|team_name          |usage_count|
|api_football|football  |88                |2023  |416                     |FC Volendam        |1          |
|api_football|football  |88                |2023  |426                     |Sparta Rotterdam   |1          |
|api_football|football  |88                |2024  |197                     |PSV Eindhoven      |1          |
|api_football|football  |88                |2024  |201                     |AZ Alkmaar         |1          |
|api_football|football  |88                |2024  |202                     |Groningen          |1          |
|api_football|football  |88                |2024  |205                     |Fortuna Sittard    |1          |
|api_football|football  |88                |2024  |210                     |Heerenveen         |1          |
|api_football|football  |88                |2024  |413                     |NEC Nijmegen       |1          |
|api_football|football  |88                |2024  |426                     |Sparta Rotterdam   |1          |
|api_football|football  |88                |2024  |427                     |Telstar            |1          |
|api_football|football  |89                |2022  |427                     |Telstar            |1          |
|api_football|football  |89                |2023  |202                     |Groningen          |1          |
|api_football|football  |89                |2023  |427                     |Telstar            |1          |
|api_football|football  |89                |2024  |196                     |Excelsior          |1          |
|api_football|football  |89                |2024  |416                     |FC Volendam        |1          |
|api_football|football  |89                |2024  |427                     |Telstar            |1          |
|api_football|football  |94                |2022  |211                     |Benfica            |1          |
|api_football|football  |94                |2022  |230                     |Estoril            |1          |
|api_football|football  |94                |2022  |240                     |Arouca             |1          |
|api_football|football  |94                |2022  |242                     |Famalicao          |1          |
|api_football|football  |94                |2022  |4716                    |Casa Pia           |1          |
|api_football|football  |94                |2022  |762                     |GIL Vicente        |1          |
|api_football|football  |94                |2023  |211                     |Benfica            |1          |
|api_football|football  |94                |2023  |230                     |Estoril            |1          |
|api_football|football  |94                |2023  |240                     |Arouca             |1          |
|api_football|football  |94                |2023  |242                     |Famalicao          |1          |
|api_football|football  |94                |2023  |4716                    |Casa Pia           |1          |
|api_football|football  |94                |2023  |762                     |GIL Vicente        |1          |
|api_football|football  |94                |2024  |211                     |Benfica            |1          |
|api_football|football  |94                |2024  |225                     |Nacional           |1          |
|api_football|football  |94                |2024  |230                     |Estoril            |1          |
|api_football|football  |94                |2024  |240                     |Arouca             |1          |
|api_football|football  |94                |2024  |242                     |Famalicao          |1          |
|api_football|football  |94                |2024  |4716                    |Casa Pia           |1          |
|api_football|football  |94                |2024  |762                     |GIL Vicente        |1          |
|api_football|football  |95                |2022  |225                     |Nacional           |1          |
|api_hockey  |hockey    |142               |2024  |1414                    |                   |1          |
|api_hockey  |hockey    |142               |2024  |1453                    |                   |1          |
|api_hockey  |hockey    |142               |2024  |1527                    |                   |1          |
|api_hockey  |hockey    |142               |2024  |1532                    |                   |1          |
|api_hockey  |hockey    |142               |2024  |154                     |                   |1          |
|api_hockey  |hockey    |142               |2024  |165                     |                   |1          |
|api_hockey  |hockey    |142               |2024  |2349                    |                   |1          |
|api_hockey  |hockey    |142               |2024  |239                     |                   |1          |
|api_hockey  |hockey    |142               |2024  |271                     |                   |1          |
|api_hockey  |hockey    |142               |2024  |276                     |                   |1          |
|api_hockey  |hockey    |142               |2024  |295                     |                   |1          |
|api_hockey  |hockey    |142               |2024  |306                     |                   |1          |
|api_hockey  |hockey    |142               |2024  |315                     |                   |1          |
|api_hockey  |hockey    |142               |2024  |319                     |                   |1          |
|api_hockey  |hockey    |142               |2024  |354                     |                   |1          |
|api_hockey  |hockey    |142               |2024  |477                     |                   |1          |
|api_hockey  |hockey    |142               |2024  |491                     |                   |1          |
|api_hockey  |hockey    |142               |2024  |504                     |                   |1          |
|api_hockey  |hockey    |142               |2024  |513                     |                   |1          |
|api_hockey  |hockey    |142               |2024  |593                     |                   |1          |
|api_hockey  |hockey    |173               |2024  |1757                    |                   |1          |
|api_hockey  |hockey    |173               |2024  |1760                    |                   |1          |
|api_hockey  |hockey    |173               |2024  |1763                    |                   |1          |
|api_hockey  |hockey    |173               |2024  |1764                    |                   |1          |
|api_hockey  |hockey    |173               |2024  |1765                    |                   |1          |
|api_hockey  |hockey    |173               |2024  |1767                    |                   |1          |
|api_hockey  |hockey    |230               |2024  |1674                    |                   |1          |
|api_hockey  |hockey    |230               |2024  |1676                    |                   |1          |
|api_hockey  |hockey    |230               |2024  |1691                    |                   |1          |
|api_hockey  |hockey    |230               |2024  |1692                    |                   |1          |
|api_hockey  |hockey    |37                |2024  |1437                    |                   |1          |
|api_hockey  |hockey    |37                |2024  |1438                    |                   |1          |
|api_hockey  |hockey    |37                |2024  |1462                    |                   |1          |
|api_hockey  |hockey    |37                |2024  |1821                    |                   |1          |
|api_hockey  |hockey    |37                |2024  |2213                    |                   |1          |
|api_hockey  |hockey    |37                |2024  |2350                    |                   |1          |
|api_hockey  |hockey    |37                |2024  |2411                    |                   |1          |
|api_hockey  |hockey    |37                |2024  |374                     |                   |1          |
|api_hockey  |hockey    |37                |2024  |389                     |                   |1          |
|api_hockey  |hockey    |37                |2024  |390                     |                   |1          |
|api_hockey  |hockey    |37                |2024  |391                     |                   |1          |
|api_hockey  |hockey    |37                |2024  |392                     |                   |1          |
|api_hockey  |hockey    |37                |2024  |393                     |                   |1          |
|api_hockey  |hockey    |37                |2024  |394                     |                   |1          |
|api_hockey  |hockey    |37                |2024  |395                     |                   |1          |
|api_hockey  |hockey    |37                |2024  |397                     |                   |1          |
|api_hockey  |hockey    |37                |2024  |398                     |                   |1          |
|api_hockey  |hockey    |37                |2024  |399                     |                   |1          |
|api_hockey  |hockey    |37                |2024  |400                     |                   |1          |
|api_hockey  |hockey    |37                |2024  |401                     |                   |1          |
|api_hockey  |hockey    |37                |2024  |402                     |                   |1          |
|api_hockey  |hockey    |37                |2024  |403                     |                   |1          |
|api_hockey  |hockey    |37                |2024  |404                     |                   |1          |
|api_hockey  |hockey    |37                |2024  |405                     |                   |1          |
|api_hockey  |hockey    |37                |2024  |406                     |                   |1          |
|api_hockey  |hockey    |37                |2024  |407                     |                   |1          |
|api_hockey  |hockey    |37                |2024  |408                     |                   |1          |
|api_hockey  |hockey    |37                |2024  |409                     |                   |1          |
|api_hockey  |hockey    |37                |2024  |410                     |                   |1          |
|api_hockey  |hockey    |37                |2024  |412                     |                   |1          |
|api_hockey  |hockey    |37                |2024  |414                     |                   |1          |
|api_hockey  |hockey    |37                |2024  |415                     |                   |1          |
|api_hockey  |hockey    |37                |2024  |416                     |                   |1          |
|api_hockey  |hockey    |37                |2024  |417                     |                   |1          |
|api_hockey  |hockey    |37                |2024  |418                     |                   |1          |
|api_hockey  |hockey    |37                |2024  |419                     |                   |1          |
|api_hockey  |hockey    |37                |2024  |468                     |                   |1          |
|api_hockey  |hockey    |37                |2024  |836                     |                   |1          |
