|sort_order|table_schema|table_name              |ordinal_position|column_name                |data_type               |udt_name   |is_nullable|column_default                                          |
|18        |ops         |fb_entity_audit                   |10              |staging_table              |text                    |text       |YES        |                                                                  |
|18        |ops         |fb_entity_audit                   |11              |public_dependency          |text                    |text       |YES        |                                                                  |
|18        |ops         |fb_entity_audit                   |12              |post_process               |text                    |text       |YES        |                                                                  |
|18        |ops         |fb_entity_audit                   |13              |known_issues               |text                    |text       |YES        |                                                                  |
|18        |ops         |fb_entity_audit                   |14              |notes                      |text                    |text       |YES        |                                                                  |
|18        |ops         |fb_entity_audit                   |15              |updated_at                 |timestamp with time zone|timestamptz|YES        |now()                                                             |
|19        |ops         |provider_coaches_runtime_checklist|1               |id                         |bigint                  |int8       |NO         |nextval('ops.provider_coaches_runtime_checklist_id_seq'::regclass)|
|19        |ops         |provider_coaches_runtime_checklist|2               |provider                   |text                    |text       |NO         |                                                                  |
|19        |ops         |provider_coaches_runtime_checklist|3               |sport_code                 |text                    |text       |NO         |                                                                  |
|19        |ops         |provider_coaches_runtime_checklist|4               |endpoint_name              |text                    |text       |NO         |                                                                  |
|19        |ops         |provider_coaches_runtime_checklist|5               |priority_rank              |integer                 |int4       |NO         |                                                                  |
|19        |ops         |provider_coaches_runtime_checklist|6               |check_scope                |text                    |text       |NO         |                                                                  |
|19        |ops         |provider_coaches_runtime_checklist|7               |check_status               |text                    |text       |NO         |'pending'::text                                                   |
|19        |ops         |provider_coaches_runtime_checklist|8               |test_note                  |text                    |text       |YES        |                                                                  |
|19        |ops         |provider_coaches_runtime_checklist|9               |next_step                  |text                    |text       |YES        |                                                                  |
|19        |ops         |provider_coaches_runtime_checklist|10              |created_at                 |timestamp with time zone|timestamptz|NO         |now()                                                             |
|19        |ops         |provider_coaches_runtime_checklist|11              |updated_at                 |timestamp with time zone|timestamptz|NO         |now()                                                             |
