|provider    |external_team_id|team_name                 |country_name            |external_league_id|season|
|api_football|604             |Maccabi Tel Aviv          |Israel                  |383               |2022  |
|api_football|1490            |Madagascar                |Madagascar              |10                |2024  |
|api_football|1495            |Malawi                    |Malawi                  |10                |2024  |
|api_football|11037           |Malawi U20                |Malawi                  |10                |2024  |
|api_football|1538            |Malaysia                  |Malaysia                |10                |2024  |
|api_football|10945           |Malaysia U23              |Malaysia                |10                |2024  |
|api_football|1549            |Maldives                  |Maldives                |10                |2024  |
|api_football|1500            |Mali                      |Mali                    |10                |2024  |
|api_football|20551           |Mali U23                  |Mali                    |10                |2024  |
|api_football|375             |Malmo FF                  |Sweden                  |113               |2022  |
|api_football|1112            |Malta                     |Malta                   |10                |2024  |
|api_football|10372           |Malta U19                 |Malta                   |10                |2024  |
|api_football|8208            |Malta U21                 |Malta                   |10                |2024  |
|api_football|9675            |Manresa                   |Spain                   |1000              |2022  |
|api_football|1693            |Mantova                   |Italy                   |138               |2022  |
|api_football|552             |Maribor                   |Slovenia                |373               |2022  |
|api_football|214             |Maritimo                  |Portugal                |94                |2022  |
|api_football|12694           |Martigny Sports           |Switzerland             |796               |2024  |
|api_football|8117            |Martinique                |Martinique              |10                |2024  |
|api_football|4213            |Mash'al                   |Uzbekistan              |1075              |2024  |
|api_football|304             |Matsumoto Yamaga          |Japan                   |100               |2024  |
|api_football|1491            |Mauritania                |Mauritania              |10                |2024  |
|api_football|11038           |Mauritania U20            |France                  |10                |2024  |
|api_football|1497            |Mauritius                 |Mauritius               |10                |2024  |
|api_football|112             |Metz                      |France                  |61                |2024  |
|api_football|19088           |Mexico U20 W              |Mexico                  |1001              |2024  |
|api_football|10178           |Mexico U23                |Mexico                  |10                |2024  |
|api_football|6630            |Meyrin                    |Switzerland             |1005              |2024  |
|api_football|5577            |??mkir                    |Azerbaijan              |420               |2024  |
|api_football|7808            |ML Vitebsk                |Belarus                 |117               |2022  |
|api_football|1114            |Moldova                   |Moldova                 |10                |2024  |
|api_football|10373           |Moldova U19               |Poland                  |10                |2024  |
|api_football|8209            |Moldova U21               |Moldova                 |10                |2024  |
|api_football|5534            |Mongolia                  |Mongolia                |10                |2024  |
|api_football|1424            |Montana                   |Bulgaria                |173               |2022  |
|api_football|1109            |Montenegro                |Montenegro              |10                |2024  |
|api_football|82              |Montpellier               |France                  |61                |2022  |
|api_football|1579            |Monza                     |Italy                   |135               |2022  |
|api_football|21302           |Morocco U17               |Morocco                 |10                |2024  |
|api_football|19072           |Morocco U18               |Morocco                 |10                |2024  |
|api_football|10179           |Morocco U23               |Morocco                 |10                |2024  |
|api_football|14562           |Motor Lublin              |Poland                  |109               |2022  |
|api_football|1512            |Mozambique                |Mozambique              |10                |2024  |
|api_football|10140           |M?rida AD                 |Spain                   |1006              |2024  |
|api_football|1556            |Myanmar                   |Myanmar                 |10                |2024  |
|api_football|203             |NAC Breda                 |Netherlands             |88                |2022  |
|api_football|4376            |Nafta                     |Slovenia                |374               |2022  |
|api_football|1493            |Namibia                   |Namibia                 |10                |2024  |
|api_football|7135            |Nara Club                 |Japan                   |100               |2024  |
|api_football|5271            |Navalcarnero              |Spain                   |1000              |2022  |
|api_football|2270            |Neftchi Baku              |Azerbaijan              |420               |2024  |
|api_football|1545            |Nepal                     |Nepal                   |10                |2024  |
|api_football|8211            |Netherlands U21           |Netherlands             |10                |2024  |
|api_football|5163            |New Caledonia             |New-Caledonia           |10                |2024  |
|api_football|5164            |Nicaragua                 |Nicaragua               |10                |2024  |
|api_football|1505            |Niger                     |Niger                   |10                |2024  |
|api_football|19              |Nigeria                   |Nigeria                 |10                |2024  |
|api_football|1337            |Northampton               |England                 |42                |2022  |
|api_football|771             |Northern Ireland          |Northern-Ireland        |10                |2024  |
|api_football|8213            |Northern Ireland U21      |Northern-Ireland        |10                |2024  |
|api_football|1561            |North Korea               |North-Korea             |10                |2024  |
|api_football|21472           |North Macedonia U18       |Macedonia               |10                |2024  |
|api_football|10342           |Norway U19                |Norway                  |10                |2024  |
|api_football|8214            |Norway U21                |Norway                  |10                |2024  |
|api_football|71              |Norwich                   |England                 |40                |2022  |
|api_football|3488            |Odra Opole                |Poland                  |107               |2022  |
|api_football|1124            |OFI                       |Greece                  |197               |2022  |
|api_football|1241            |OJC Rosmalen              |Netherlands             |1004              |2024  |
|api_football|677             |Olimpija Ljubljana        |Slovenia                |373               |2022  |
|api_football|23309           |Olimpik-Mobiuz            |Uzbekistan                    |1075              |2024  |
|api_football|9403            |Olot                      |Spain                         |143               |2024  |
|api_football|553             |Olympiakos Piraeus        |Greece                        |197               |2022  |
|api_football|1552            |Oman                      |Oman                          |10                |2024  |
|api_football|313             |Omiya Ardija              |Japan                         |100               |2024  |
|api_football|9404            |Orihuela                  |Spain                         |143               |2024  |
|api_football|19043           |Orion                     |Netherlands                   |1004              |2024  |
|api_football|7138            |Osaka                     |Japan                         |100               |2024  |
|api_football|376             |Ostersunds FK             |Sweden                        |114               |2022  |
|api_football|9612            |Ourense CF                |Spain                         |143               |2024  |
|api_football|718             |Oviedo                    |Spain                         |143               |2024  |
|api_football|234             |Pacos Ferreira            |Portugal                      |94                |2022  |
|api_football|870             |Padova                    |Italy                         |138               |2022  |
|api_football|3419            |PAEEK                     |Cyprus                        |319               |2022  |
|api_football|1562            |Palestine                 |Palestine                     |10                |2024  |
|api_football|21369           |Panama W U20              |Panama                        |1001              |2024  |
|api_football|617             |Panathinaikos             |Greece                        |197               |2022  |
|api_football|949             |Panetolikos               |Greece                        |197               |2022  |
|api_football|619             |PAOK                      |Greece                        |197               |2022  |
|api_football|8175            |Papua New Guinea          |Papua-New-Guinea              |10                |2024  |
|api_football|22925           |Paraguay U23              |Paraguay                      |10                |2024  |
|api_football|901             |Partick                   |Scotland                      |180               |2022  |
|api_football|950             |PAS Giannina              |Greece                        |197               |2022  |
|api_football|193             |PEC Zwolle                |Netherlands                   |88                |2024  |
|api_football|30              |Peru                      |Peru                          |10                |2024  |
|api_football|525             |Pescara                   |Italy                         |943               |2022  |
|api_football|6777            |Peterhead                 |Scotland                      |184               |2024  |
|api_football|1555            |Philippines               |Philippines                   |10                |2024  |
|api_football|872             |Piacenza                  |Italy                         |138               |2022  |
|api_football|15329           |?pila                     |Spain                         |455               |2024  |
