|sort_order|table_name                        |constraint_name                                    |constraint_type|column_name      |foreign_table_schema|foreign_table_name                |foreign_column_name|
|18        |api_football_teams                |api_football_teams_pkey                            |PRIMARY KEY    |season           |staging             |api_football_teams                |season             |
|18        |api_football_teams                |api_football_teams_pkey                            |PRIMARY KEY    |season           |staging             |api_football_teams                |team_id            |
|18        |api_football_teams                |api_football_teams_pkey                            |PRIMARY KEY    |season           |staging             |api_football_teams                |league_id          |
|18        |api_football_teams                |api_football_teams_pkey                            |PRIMARY KEY    |team_id          |staging             |api_football_teams                |run_id             |
|18        |api_football_teams                |api_football_teams_pkey                            |PRIMARY KEY    |team_id          |staging             |api_football_teams                |team_id            |
|18        |api_football_teams                |api_football_teams_pkey                            |PRIMARY KEY    |team_id          |staging             |api_football_teams                |season             |
|18        |api_football_teams                |api_football_teams_pkey                            |PRIMARY KEY    |team_id          |staging             |api_football_teams                |league_id          |
|19        |api_football_fixtures             |api_football_fixtures_pkey                         |PRIMARY KEY    |run_id           |staging             |api_football_fixtures             |fixture_id         |
|19        |api_football_fixtures             |api_football_fixtures_pkey                         |PRIMARY KEY    |run_id           |staging             |api_football_fixtures             |season             |
|19        |api_football_fixtures             |api_football_fixtures_pkey                         |PRIMARY KEY    |run_id           |staging             |api_football_fixtures             |league_id          |
|19        |api_football_fixtures             |api_football_fixtures_pkey                         |PRIMARY KEY    |run_id           |staging             |api_football_fixtures             |run_id             |
|19        |api_football_fixtures             |api_football_fixtures_pkey                         |PRIMARY KEY    |league_id        |staging             |api_football_fixtures             |run_id             |
|19        |api_football_fixtures             |api_football_fixtures_pkey                         |PRIMARY KEY    |league_id        |staging             |api_football_fixtures             |league_id          |
|19        |api_football_fixtures             |api_football_fixtures_pkey                         |PRIMARY KEY    |league_id        |staging             |api_football_fixtures             |season             |
|19        |api_football_fixtures             |api_football_fixtures_pkey                         |PRIMARY KEY    |league_id        |staging             |api_football_fixtures             |fixture_id         |
|19        |api_football_fixtures             |api_football_fixtures_pkey                         |PRIMARY KEY    |season           |staging             |api_football_fixtures             |season             |
|19        |api_football_fixtures             |api_football_fixtures_pkey                         |PRIMARY KEY    |season           |staging             |api_football_fixtures             |league_id          |
|19        |api_football_fixtures             |api_football_fixtures_pkey                         |PRIMARY KEY    |season           |staging             |api_football_fixtures             |run_id             |
|19        |api_football_fixtures             |api_football_fixtures_pkey                         |PRIMARY KEY    |season           |staging             |api_football_fixtures             |fixture_id         |
|19        |api_football_fixtures             |api_football_fixtures_pkey                         |PRIMARY KEY    |fixture_id       |staging             |api_football_fixtures             |league_id          |
|19        |api_football_fixtures             |api_football_fixtures_pkey                         |PRIMARY KEY    |fixture_id       |staging             |api_football_fixtures             |season             |
|19        |api_football_fixtures             |api_football_fixtures_pkey                         |PRIMARY KEY    |fixture_id       |staging             |api_football_fixtures             |fixture_id         |
|19        |api_football_fixtures             |api_football_fixtures_pkey                         |PRIMARY KEY    |fixture_id       |staging             |api_football_fixtures             |run_id             |
|20        |api_football_leagues              |api_football_leagues_pkey                          |PRIMARY KEY    |run_id           |staging             |api_football_leagues              |run_id             |
|20        |api_football_leagues              |api_football_leagues_pkey                          |PRIMARY KEY    |run_id           |staging             |api_football_leagues              |league_id          |
|20        |api_football_leagues              |api_football_leagues_pkey                          |PRIMARY KEY    |league_id        |staging             |api_football_leagues              |run_id             |
|20        |api_football_leagues              |api_football_leagues_pkey                          |PRIMARY KEY    |league_id        |staging             |api_football_leagues              |league_id          |
