|status_bucket         |provider    |external_team_id|team_name               |candidate_count|candidate_team_ids|candidate_team_names|
|NO_EXACT_MATCH        |api_football|10372           |Malta U19               |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|8208            |Malta U21               |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|8117            |Martinique              |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|4213            |Mash'al                 |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|304             |Matsumoto Yamaga        |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|1491            |Mauritania              |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|11038           |Mauritania U20          |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|1497            |Mauritius               |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|19088           |Mexico U20 W            |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|10178           |Mexico U23              |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|6630            |Meyrin                  |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|5577            |??mkir                  |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|1114            |Moldova                 |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|10373           |Moldova U19             |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|8209            |Moldova U21             |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|5534            |Mongolia                |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|1109            |Montenegro              |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|21302           |Morocco U17             |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|19072           |Morocco U18             |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|10179           |Morocco U23             |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|1512            |Mozambique              |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|10140           |M?rida AD               |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|1556            |Myanmar                 |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|1493            |Namibia                 |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|7135            |Nara Club               |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|1545            |Nepal                   |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|8211            |Netherlands U21         |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|5163            |New Caledonia           |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|5164            |Nicaragua               |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|1505            |Niger                   |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|19              |Nigeria                 |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|771             |Northern Ireland        |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|8213            |Northern Ireland U21    |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|1561            |North Korea             |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|21472           |North Macedonia U18     |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|10342           |Norway U19              |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|8214            |Norway U21              |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|1241            |OJC Rosmalen            |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|23309           |Olimpik-Mobiuz          |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|1552            |Oman                    |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|313             |Omiya Ardija            |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|19043           |Orion                   |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|7138            |Osaka                   |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|1562            |Palestine               |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|21369           |Panama W U20            |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|8175            |Papua New Guinea        |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|22925           |Paraguay U23            |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|30              |Peru                    |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|6777            |Peterhead               |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|1555            |Philippines             |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|15329           |?pila                   |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|24634           |Poortugaal              |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|19073           |Portugal U18            |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|10299           |Portugal U20            |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|5539            |Puerto Rico             |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|21370           |Puerto Rico W U20       |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|10954           |Qatar U23               |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|5275            |Real Murcia             |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|9585            |Real Sociedad II        |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|776             |Rep. Of Ireland         |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|21422           |RKAVV                   |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|19266           |Roosendaal              |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|4               |Russia                  |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|1514            |Rwanda                  |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|25318           |Safa Baku               |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|1115            |San Marino              |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|10955           |Saudi Arabia U23        |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|4222            |Shortan                 |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|1499            |Sierra Leone            |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|1546            |Singapore               |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|3903            |SJC Noordwijk           |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|8223            |Slovakia U21            |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|5165            |Solomon Islands         |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|8224            |Spain U21               |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|6781            |Spartans                |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|5166            |Sri Lanka               |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|1239            |Staphorst               |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|4669            |Stirling Albion         |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|5536            |St. Kitts and Nevis     |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|6785            |Stranraer               |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|5541            |St. Vincent / Grenadines|0              |                  |                    |
|NO_EXACT_MATCH        |api_football|1510            |Sudan                   |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|8171            |Suriname                |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|8225            |Sweden U21              |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|1565            |Syria                   |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|21059           |Syria U20               |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|1536            |Tajikistan              |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|10959           |Tajikistan U23          |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|1489            |Tanzania                |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|10409           |Tegevajaro Miyazaki     |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|1564            |Thailand                |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|1534            |Togo                    |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|5168            |Trinidad and Tobago     |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|777             |T?rkiye                 |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|22930           |Tunisia U17             |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|11049           |Tunisia U20             |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|19075           |Turkey U18              |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|8227            |Turkey U21              |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|1539            |Turkmenistan            |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|1519            |Uganda                  |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|8228            |Ukraine U21             |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|1563            |United Arab Emirates    |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|19091           |United States U20 W     |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|17883           |United States U23       |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|2384            |USA                     |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|10963           |Uzbekistan U23          |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|5170            |Vanuatu                 |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|2379            |Venezuela               |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|1542            |Vietnam                 |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|10964           |Vietnam U23             |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|9336            |Viktoria Aschaffenburg  |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|767             |Wales                   |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|21481           |Wales U18               |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|8229            |Wales U21               |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|21644           |XerxesDZB (Zat)         |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|16381           |Xorazm                  |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|1550            |Yemen                   |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|6652            |YF Juventus             |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|4327            |YSCC                    |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|1507            |Zambia                  |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|10316           |Zambia U20              |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|1522            |Zimbabwe                |0              |                  |                    |
|NO_EXACT_MATCH        |api_football|16198           |Zimbabwe U20            |0              |                  |                    |
