|league_id|provider     |provider_league_id|created_at                   |updated_at                   |
|22,570   |api_hockey   |260               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,571   |api_hockey   |249               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,572   |api_hockey   |3                 |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,573   |api_hockey   |120               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,574   |api_hockey   |109               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,575   |api_hockey   |253               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,576   |api_hockey   |48                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,577   |api_hockey   |1                 |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,578   |api_hockey   |205               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,579   |api_hockey   |92                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,580   |api_hockey   |157               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,581   |api_hockey   |196               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,582   |api_hockey   |174               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,583   |api_hockey   |158               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,584   |api_hockey   |256               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,585   |api_hockey   |189               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,586   |api_hockey   |90                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,587   |api_hockey   |28                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,588   |api_hockey   |93                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,589   |api_hockey   |204               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,590   |api_hockey   |123               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,591   |api_hockey   |135               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,592   |api_hockey   |240               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,593   |api_hockey   |227               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,594   |api_hockey   |100               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,595   |api_hockey   |62                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,596   |api_hockey   |66                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,597   |api_hockey   |70                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,598   |api_hockey   |97                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,599   |api_hockey   |24                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,600   |api_hockey   |129               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,601   |api_hockey   |115               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,602   |api_hockey   |267               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,603   |api_hockey   |119               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,604   |api_hockey   |81                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,605   |api_hockey   |216               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,606   |api_hockey   |73                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,607   |api_hockey   |264               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,608   |api_hockey   |17                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,609   |api_hockey   |58                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,610   |api_hockey   |44                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,611   |api_hockey   |223               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,612   |api_hockey   |105               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,613   |api_hockey   |271               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,614   |api_hockey   |128               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,615   |api_hockey   |113               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,616   |api_hockey   |244               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,617   |api_hockey   |263               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,618   |api_hockey   |26                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,619   |api_hockey   |235               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,620   |api_hockey   |254               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,621   |api_hockey   |32                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,622   |api_hockey   |233               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,623   |api_hockey   |261               |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,624   |api_hockey   |46                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,625   |api_hockey   |16                |2026-03-01 14:31:52.248 +0100|2026-03-01 14:31:52.248 +0100|
|22,041   |api_football |1195              |2026-03-02 21:45:27.474 +0100|2026-03-02 21:45:27.474 +0100|
|20,978   |api_football |362               |2026-03-02 21:45:27.474 +0100|2026-03-02 21:45:27.474 +0100|
|20,913   |api_football |313               |2026-03-02 21:45:27.474 +0100|2026-03-02 21:45:27.474 +0100|
|21,426   |api_football |357               |2026-02-27 22:00:06.788 +0100|2026-03-02 21:45:27.474 +0100|
|21,231   |api_football |374               |2026-02-27 22:00:06.788 +0100|2026-03-02 21:45:27.474 +0100|
|21,075   |api_football |235               |2026-03-02 21:45:27.474 +0100|2026-03-02 21:45:27.474 +0100|
|21,172   |api_football |506               |2026-02-27 22:00:06.788 +0100|2026-03-02 21:45:27.474 +0100|
|21,146   |api_football |393               |2026-03-02 21:45:27.474 +0100|2026-03-02 21:45:27.474 +0100|
|20,970   |api_football |311               |2026-03-02 21:45:27.474 +0100|2026-03-02 21:45:27.474 +0100|
|21,064   |api_football |103               |2026-03-02 21:45:27.474 +0100|2026-03-02 21:45:27.474 +0100|
|20,937   |api_football |388               |2026-03-02 21:45:27.474 +0100|2026-03-02 21:45:27.474 +0100|
|20,997   |api_football |244               |2026-03-02 21:45:27.474 +0100|2026-03-02 21:45:27.474 +0100|
|20,971   |api_football |310               |2026-03-02 21:45:27.474 +0100|2026-03-02 21:45:27.474 +0100|
|20,930   |api_football |110               |2026-02-27 22:00:06.788 +0100|2026-03-02 21:45:27.474 +0100|
|21,189   |api_football |372               |2026-03-02 21:45:27.474 +0100|2026-03-02 21:45:27.474 +0100|
|21,022   |api_football |389               |2026-03-02 21:45:27.474 +0100|2026-03-02 21:45:27.474 +0100|
|21,179   |api_football |407               |2026-02-27 22:00:06.788 +0100|2026-03-02 21:45:27.474 +0100|
|21,839   |api_football |946               |2026-03-02 21:45:27.474 +0100|2026-03-02 21:45:27.474 +0100|
|21,242   |api_football |172               |2026-02-27 22:00:06.788 +0100|2026-03-02 21:45:27.474 +0100|
|21,230   |api_football |373               |2026-02-27 22:00:06.788 +0100|2026-03-02 21:45:27.474 +0100|
|21,154   |api_football |404               |2026-03-02 21:45:27.474 +0100|2026-03-02 21:45:27.474 +0100|
|21,140   |api_football |315               |2026-03-02 21:45:27.474 +0100|2026-03-02 21:45:27.474 +0100|
|21,067   |api_football |113               |2026-03-02 21:45:27.474 +0100|2026-03-02 21:45:27.474 +0100|
|20,977   |api_football |361               |2026-03-02 21:45:27.474 +0100|2026-03-02 21:45:27.474 +0100|
|21,260   |api_football |356               |2026-03-02 21:45:27.474 +0100|2026-03-02 21:45:27.474 +0100|
|21,008   |api_football |343               |2026-03-02 21:45:27.474 +0100|2026-03-02 21:45:27.474 +0100|
|20,868   |api_football |261               |2026-03-02 21:45:27.474 +0100|2026-03-02 21:45:27.474 +0100|
|20,974   |api_football |364               |2026-03-02 21:45:27.474 +0100|2026-03-02 21:45:27.474 +0100|
|21,147   |api_football |394               |2026-03-02 21:45:27.474 +0100|2026-03-02 21:45:27.474 +0100|
|20,953   |api_football |328               |2026-03-02 21:45:27.474 +0100|2026-03-02 21:45:27.474 +0100|
|20,955   |api_football |326               |2026-03-02 21:45:27.474 +0100|2026-03-02 21:45:27.474 +0100|
|20,885   |api_football |334               |2026-03-02 21:45:27.474 +0100|2026-03-02 21:45:27.474 +0100|
|20,861   |api_football |180               |2026-02-27 22:00:06.788 +0100|2026-03-02 21:45:27.474 +0100|
|21,258   |api_football |346               |2026-03-02 21:45:27.474 +0100|2026-03-02 21:45:27.474 +0100|
|21,180   |api_football |408               |2026-02-27 22:00:06.788 +0100|2026-03-02 21:45:27.474 +0100|
|20,926   |api_football |419               |2026-03-02 21:45:27.474 +0100|2026-03-02 21:45:27.474 +0100|
|21,141   |api_football |371               |2026-03-02 21:45:27.474 +0100|2026-03-02 21:45:27.474 +0100|
|20,996   |api_football |245               |2026-03-02 21:45:27.474 +0100|2026-03-02 21:45:27.474 +0100|
|20,912   |api_football |312               |2026-03-02 21:45:27.474 +0100|2026-03-02 21:45:27.474 +0100|
|21,009   |api_football |342               |2026-03-02 21:45:27.474 +0100|2026-03-02 21:45:27.474 +0100|
|21,097   |api_football |165               |2026-03-02 21:45:27.474 +0100|2026-03-02 21:45:27.474 +0100|
|21,112   |api_football |286               |2026-03-02 21:45:27.474 +0100|2026-03-02 21:45:27.474 +0100|
|21,096   |api_football |236               |2026-03-02 21:45:27.474 +0100|2026-03-02 21:45:27.474 +0100|
|21,013   |api_football |117               |2026-03-02 21:45:27.474 +0100|2026-03-02 21:45:27.474 +0100|
|21,034   |api_football |327               |2026-03-02 21:45:27.474 +0100|2026-03-02 21:45:27.474 +0100|
|20,925   |api_football |418               |2026-03-02 21:45:27.474 +0100|2026-03-02 21:45:27.474 +0100|
|20,892   |api_football |203               |2026-03-02 21:45:27.474 +0100|2026-03-02 21:45:27.474 +0100|
|21,100   |api_football |114               |2026-03-02 21:45:27.474 +0100|2026-03-02 21:45:27.474 +0100|
|21,145   |api_football |392               |2026-03-02 21:45:27.474 +0100|2026-03-02 21:45:27.474 +0100|
|20,975   |api_football |365               |2026-03-02 21:45:27.474 +0100|2026-03-02 21:45:27.474 +0100|
|21,113   |api_football |287               |2026-03-02 21:45:27.474 +0100|2026-03-02 21:45:27.474 +0100|
|21,099   |api_football |104               |2026-03-02 21:45:27.474 +0100|2026-03-02 21:45:27.474 +0100|
|21,437   |api_football |395               |2026-03-02 21:45:27.474 +0100|2026-03-02 21:45:27.474 +0100|
|21,278   |api_football |664               |2026-03-02 21:45:27.474 +0100|2026-03-02 21:45:27.474 +0100|
|21,257   |api_football |345               |2026-03-02 21:45:27.474 +0100|2026-03-02 21:45:27.474 +0100|
|20,886   |api_football |333               |2026-03-02 21:45:27.474 +0100|2026-03-02 21:45:27.474 +0100|
|21,012   |api_football |116               |2026-03-02 21:45:27.474 +0100|2026-03-02 21:45:27.474 +0100|
|20,954   |api_football |329               |2026-03-02 21:45:27.474 +0100|2026-03-02 21:45:27.474 +0100|
|21,392   |api_football |494               |2026-02-27 22:00:06.788 +0100|2026-03-02 21:45:27.474 +0100|
|21,427   |api_football |358               |2026-02-27 22:00:06.788 +0100|2026-03-02 21:45:27.474 +0100|
|21,250   |api_football |318               |2026-02-27 22:00:06.788 +0100|2026-03-02 21:45:27.474 +0100|
|21,246   |api_football |111               |2026-02-27 22:00:06.788 +0100|2026-03-02 21:45:27.474 +0100|
|21,251   |api_football |319               |2026-02-27 22:00:06.788 +0100|2026-03-02 21:45:27.474 +0100|
|21,256   |api_football |332               |2026-02-27 22:00:06.788 +0100|2026-03-02 21:45:27.474 +0100|
|21,073   |api_football |207               |2026-03-02 21:45:27.474 +0100|2026-03-02 21:45:27.474 +0100|
|21,069   |api_football |164               |2026-03-02 21:45:27.474 +0100|2026-03-02 21:45:27.474 +0100|
|21,259   |api_football |355               |2026-03-02 21:45:27.474 +0100|2026-03-02 21:45:27.474 +0100|
|21,241   |api_football |106               |2026-02-28 13:37:36.912 +0100|2026-03-02 21:45:27.474 +0100|
|21,812   |api_football |1000              |2026-02-28 13:37:36.912 +0100|2026-02-28 13:37:36.912 +0100|
|21,308   |api_football |348               |2026-02-28 13:37:36.912 +0100|2026-02-28 13:37:36.912 +0100|
|20,851   |api_football |62                |2026-02-28 13:37:36.912 +0100|2026-03-02 21:45:27.474 +0100|
|21,101   |api_football |208               |2026-02-28 13:37:36.912 +0100|2026-03-02 21:45:27.474 +0100|
|21,770   |api_football |976               |2026-02-28 13:37:36.912 +0100|2026-02-28 13:37:36.912 +0100|
|20,964   |api_football |80                |2026-02-28 13:37:36.912 +0100|2026-02-28 13:37:36.912 +0100|
|21,819   |api_football |1010              |2026-02-28 13:37:36.912 +0100|2026-02-28 13:37:36.912 +0100|
|21,255   |api_football |107               |2026-02-28 13:37:36.912 +0100|2026-03-02 21:45:27.474 +0100|
|21,430   |api_football |518               |2026-02-28 13:37:36.912 +0100|2026-02-28 13:37:36.912 +0100|
|20,871   |api_football |40                |2026-02-26 21:11:29.073 +0100|2026-03-02 21:45:27.474 +0100|
|20,849   |api_football |88                |2026-02-26 21:11:29.073 +0100|2026-03-02 21:45:27.474 +0100|
|20,859   |api_football |140               |2026-02-26 21:11:29.073 +0100|2026-03-02 21:45:27.474 +0100|
|21,085   |api_football |211               |2026-02-27 22:00:06.788 +0100|2026-02-27 22:45:54.535 +0100|
|21,142   |api_football |382               |2026-02-27 22:00:06.788 +0100|2026-02-27 22:45:54.535 +0100|
|21,882   |api_football |1034              |2026-02-28 13:37:36.912 +0100|2026-02-28 13:37:36.912 +0100|
|20,877   |api_football |42                |2026-02-27 22:00:06.788 +0100|2026-03-02 21:45:27.474 +0100|
|20,940   |api_football |120               |2026-02-27 22:00:06.788 +0100|2026-03-02 21:45:27.474 +0100|
|21,111   |api_football |284               |2026-02-27 22:00:06.788 +0100|2026-03-02 21:45:27.474 +0100|
|20,948   |api_football |271               |2026-02-27 22:00:06.788 +0100|2026-03-02 21:45:27.474 +0100|
