|id |provider             |sport_code|entity             |coverage_status|is_enabled|provider_priority|merge_priority|fetch_priority|quality_rating|availability_scope|free_plan_supported|paid_plan_supported|expected_depth|is_primary_source|is_fallback_source|is_merge_source|source_endpoint |target_table                     |worker_script                     |notes                                         |limitations                                                                                   |next_action                                                                           |created_at                   |updated_at                   |
|35 |api_field_hockey     |FH        |leagues            |tech_ready     |true      |1                |1             |10            |medium        |limited_free      |true               |true               |basic         |true             |false             |true           |leagues         |staging.stg_provider_leagues     |                                  |Field hockey leagues                          |Multisport provider vhodný hlavně pro základní skeleton dat.                                  |Po PRO prioritně stáhnout leagues/teams/fixtures a teprve potom testovat další entity.|2026-03-31 10:27:42.743 +0200|2026-03-31 10:47:34.899 +0200|
|38 |api_american_football|AFB       |leagues            |tech_ready     |true      |1                |1             |10            |medium        |limited_free      |true               |true               |basic         |true             |false             |true           |leagues         |staging.stg_provider_leagues     |                                  |American football leagues                     |Multisport provider vhodný hlavně pro základní skeleton dat.                                  |Po PRO prioritně stáhnout leagues/teams/fixtures a teprve potom testovat další entity.|2026-03-31 10:27:42.743 +0200|2026-03-31 10:47:34.899 +0200|
|39 |api_american_football|AFB       |teams              |tech_ready     |true      |1                |1             |20            |medium        |limited_free      |true               |true               |basic         |true             |false             |true           |teams           |staging.stg_provider_teams       |                                  |American football teams                       |Multisport provider vhodný hlavně pro základní skeleton dat.                                  |Po PRO prioritně stáhnout leagues/teams/fixtures a teprve potom testovat další entity.|2026-03-31 10:27:42.743 +0200|2026-03-31 10:47:34.899 +0200|
|40 |api_american_football|AFB       |fixtures           |tech_ready     |true      |1                |1             |30            |medium        |limited_free      |true               |true               |basic         |true             |false             |true           |fixtures        |staging.stg_provider_fixtures    |                                  |American football fixtures                    |Multisport provider vhodný hlavně pro základní skeleton dat.                                  |Po PRO prioritně stáhnout leagues/teams/fixtures a teprve potom testovat další entity.|2026-03-31 10:27:42.743 +0200|2026-03-31 10:47:34.899 +0200|
|46 |api_basketball       |BK        |odds               |planned        |true      |1                |1             |70            |low           |limited_free      |true               |true               |basic         |true             |false             |true           |                |                                 |                                  |Basketball odds                               |Odds/players/coaches jsou zatím slabé nebo neověřené.                                         |Neřešit jako první harvest v PRO režimu; nejdřív základní data.                       |2026-03-31 10:27:42.743 +0200|2026-03-31 10:47:34.909 +0200|
|47 |api_basketball       |BK        |players            |planned        |true      |1                |1             |50            |low           |limited_free      |true               |true               |basic         |true             |false             |true           |                |                                 |                                  |Basketball players                            |Odds/players/coaches jsou zatím slabé nebo neověřené.                                         |Neřešit jako první harvest v PRO režimu; nejdřív základní data.                       |2026-03-31 10:27:42.743 +0200|2026-03-31 10:47:34.909 +0200|
|48 |api_basketball       |BK        |coaches            |planned        |true      |1                |1             |60            |low           |limited_free      |true               |true               |basic         |true             |false             |true           |                |                                 |                                  |Basketball coaches                            |Odds/players/coaches jsou zatím slabé nebo neověřené.                                         |Neřešit jako první harvest v PRO režimu; nejdřív základní data.                       |2026-03-31 10:27:42.743 +0200|2026-03-31 10:47:34.909 +0200|
|49 |api_sport            |BK        |odds               |planned        |true      |1                |1             |70            |low           |limited_free      |true               |true               |basic         |true             |false             |true           |                |                                 |                                  |Basketball odds                               |Odds/players/coaches jsou zatím slabé nebo neověřené.                                         |Neřešit jako první harvest v PRO režimu; nejdřív základní data.                       |2026-03-31 10:27:42.743 +0200|2026-03-31 10:47:34.909 +0200|
|50 |api_sport            |BK        |players            |planned        |true      |1                |1             |50            |low           |limited_free      |true               |true               |basic         |true             |false             |true           |                |                                 |                                  |Basketball players                            |Odds/players/coaches jsou zatím slabé nebo neověřené.                                         |Neřešit jako první harvest v PRO režimu; nejdřív základní data.                       |2026-03-31 10:27:42.743 +0200|2026-03-31 10:47:34.909 +0200|
|51 |api_sport            |BK        |coaches            |planned        |true      |1                |1             |60            |low           |limited_free      |true               |true               |basic         |true             |false             |true           |                |                                 |                                  |Basketball coaches                            |Odds/players/coaches jsou zatím slabé nebo neověřené.                                         |Neřešit jako první harvest v PRO režimu; nejdřív základní data.                       |2026-03-31 10:27:42.743 +0200|2026-03-31 10:47:34.909 +0200|
|62 |api_volleyball       |VB        |odds               |planned        |true      |1                |1             |70            |low           |limited_free      |true               |true               |basic         |true             |false             |true           |                |                                 |                                  |Volleyball odds                               |Odds/players/coaches jsou zatím slabé nebo neověřené.                                         |Neřešit jako první harvest v PRO režimu; nejdřív základní data.                       |2026-03-31 10:27:42.743 +0200|2026-03-31 10:47:34.909 +0200|
|63 |api_volleyball       |VB        |players            |planned        |true      |1                |1             |50            |low           |limited_free      |true               |true               |basic         |true             |false             |true           |                |                                 |                                  |Volleyball players                            |Odds/players/coaches jsou zatím slabé nebo neověřené.                                         |Neřešit jako první harvest v PRO režimu; nejdřív základní data.                       |2026-03-31 10:27:42.743 +0200|2026-03-31 10:47:34.909 +0200|
|64 |api_volleyball       |VB        |coaches            |planned        |true      |1                |1             |60            |low           |limited_free      |true               |true               |basic         |true             |false             |true           |                |                                 |                                  |Volleyball coaches                            |Odds/players/coaches jsou zatím slabé nebo neověřené.                                         |Neřešit jako první harvest v PRO režimu; nejdřív základní data.                       |2026-03-31 10:27:42.743 +0200|2026-03-31 10:47:34.909 +0200|
|65 |api_handball         |HB        |odds               |planned        |true      |1                |1             |70            |low           |limited_free      |true               |true               |basic         |true             |false             |true           |                |                                 |                                  |Handball odds                                 |Odds/players/coaches jsou zatím slabé nebo neověřené.                                         |Neřešit jako první harvest v PRO režimu; nejdřív základní data.                       |2026-03-31 10:27:42.743 +0200|2026-03-31 10:47:34.909 +0200|
|66 |api_handball         |HB        |players            |planned        |true      |1                |1             |50            |low           |limited_free      |true               |true               |basic         |true             |false             |true           |                |                                 |                                  |Handball players                              |Odds/players/coaches jsou zatím slabé nebo neověřené.                                         |Neřešit jako první harvest v PRO režimu; nejdřív základní data.                       |2026-03-31 10:27:42.743 +0200|2026-03-31 10:47:34.909 +0200|
|67 |api_handball         |HB        |coaches            |planned        |true      |1                |1             |60            |low           |limited_free      |true               |true               |basic         |true             |false             |true           |                |                                 |                                  |Handball coaches                              |Odds/players/coaches jsou zatím slabé nebo neověřené.                                         |Neřešit jako první harvest v PRO režimu; nejdřív základní data.                       |2026-03-31 10:27:42.743 +0200|2026-03-31 10:47:34.909 +0200|
|68 |api_baseball         |BSB       |odds               |planned        |true      |1                |1             |70            |low           |limited_free      |true               |true               |basic         |true             |false             |true           |                |                                 |                                  |Baseball odds                                 |Odds/players/coaches jsou zatím slabé nebo neověřené.                                         |Neřešit jako první harvest v PRO režimu; nejdřív základní data.                       |2026-03-31 10:27:42.743 +0200|2026-03-31 10:47:34.909 +0200|
|69 |api_baseball         |BSB       |players            |planned        |true      |1                |1             |50            |low           |limited_free      |true               |true               |basic         |true             |false             |true           |                |                                 |                                  |Baseball players                              |Odds/players/coaches jsou zatím slabé nebo neověřené.                                         |Neřešit jako první harvest v PRO režimu; nejdřív základní data.                       |2026-03-31 10:27:42.743 +0200|2026-03-31 10:47:34.909 +0200|
|70 |api_baseball         |BSB       |coaches            |planned        |true      |1                |1             |60            |low           |limited_free      |true               |true               |basic         |true             |false             |true           |                |                                 |                                  |Baseball coaches                              |Odds/players/coaches jsou zatím slabé nebo neověřené.                                         |Neřešit jako první harvest v PRO režimu; nejdřív základní data.                       |2026-03-31 10:27:42.743 +0200|2026-03-31 10:47:34.909 +0200|
|71 |api_rugby            |RGB       |odds               |planned        |true      |1                |1             |70            |low           |limited_free      |true               |true               |basic         |true             |false             |true           |                |                                 |                                  |Rugby odds                                    |Odds/players/coaches jsou zatím slabé nebo neověřené.                                         |Neřešit jako první harvest v PRO režimu; nejdřív základní data.                       |2026-03-31 10:27:42.743 +0200|2026-03-31 10:47:34.909 +0200|
|72 |api_rugby            |RGB       |players            |planned        |true      |1                |1             |50            |low           |limited_free      |true               |true               |basic         |true             |false             |true           |                |                                 |                                  |Rugby players                                 |Odds/players/coaches jsou zatím slabé nebo neověřené.                                         |Neřešit jako první harvest v PRO režimu; nejdřív základní data.                       |2026-03-31 10:27:42.743 +0200|2026-03-31 10:47:34.909 +0200|
|73 |api_rugby            |RGB       |coaches            |planned        |true      |1                |1             |60            |low           |limited_free      |true               |true               |basic         |true             |false             |true           |                |                                 |                                  |Rugby coaches                                 |Odds/players/coaches jsou zatím slabé nebo neověřené.                                         |Neřešit jako první harvest v PRO režimu; nejdřív základní data.                       |2026-03-31 10:27:42.743 +0200|2026-03-31 10:47:34.909 +0200|
|74 |api_cricket          |CK        |odds               |planned        |true      |1                |1             |70            |low           |limited_free      |true               |true               |basic         |true             |false             |true           |                |                                 |                                  |Cricket odds                                  |Odds/players/coaches jsou zatím slabé nebo neověřené.                                         |Neřešit jako první harvest v PRO režimu; nejdřív základní data.                       |2026-03-31 10:27:42.743 +0200|2026-03-31 10:47:34.909 +0200|
|75 |api_cricket          |CK        |players            |planned        |true      |1                |1             |50            |low           |limited_free      |true               |true               |basic         |true             |false             |true           |                |                                 |                                  |Cricket players                               |Odds/players/coaches jsou zatím slabé nebo neověřené.                                         |Neřešit jako první harvest v PRO režimu; nejdřív základní data.                       |2026-03-31 10:27:42.743 +0200|2026-03-31 10:47:34.909 +0200|
|76 |api_cricket          |CK        |coaches            |planned        |true      |1                |1             |60            |low           |limited_free      |true               |true               |basic         |true             |false             |true           |                |                                 |                                  |Cricket coaches                               |Odds/players/coaches jsou zatím slabé nebo neověřené.                                         |Neřešit jako první harvest v PRO režimu; nejdřív základní data.                       |2026-03-31 10:27:42.743 +0200|2026-03-31 10:47:34.909 +0200|
|77 |api_field_hockey     |FH        |odds               |planned        |true      |1                |1             |70            |low           |limited_free      |true               |true               |basic         |true             |false             |true           |                |                                 |                                  |Field hockey odds                             |Odds/players/coaches jsou zatím slabé nebo neověřené.                                         |Neřešit jako první harvest v PRO režimu; nejdřív základní data.                       |2026-03-31 10:27:42.743 +0200|2026-03-31 10:47:34.909 +0200|
|78 |api_field_hockey     |FH        |players            |planned        |true      |1                |1             |50            |low           |limited_free      |true               |true               |basic         |true             |false             |true           |                |                                 |                                  |Field hockey players                          |Odds/players/coaches jsou zatím slabé nebo neověřené.                                         |Neřešit jako první harvest v PRO režimu; nejdřív základní data.                       |2026-03-31 10:27:42.743 +0200|2026-03-31 10:47:34.909 +0200|
|79 |api_field_hockey     |FH        |coaches            |planned        |true      |1                |1             |60            |low           |limited_free      |true               |true               |basic         |true             |false             |true           |                |                                 |                                  |Field hockey coaches                          |Odds/players/coaches jsou zatím slabé nebo neověřené.                                         |Neřešit jako první harvest v PRO režimu; nejdřív základní data.                       |2026-03-31 10:27:42.743 +0200|2026-03-31 10:47:34.909 +0200|
|80 |api_american_football|AFB       |odds               |planned        |true      |1                |1             |70            |low           |limited_free      |true               |true               |basic         |true             |false             |true           |                |                                 |                                  |American football odds                        |Odds/players/coaches jsou zatím slabé nebo neověřené.                                         |Neřešit jako první harvest v PRO režimu; nejdřív základní data.                       |2026-03-31 10:27:42.743 +0200|2026-03-31 10:47:34.909 +0200|
|81 |api_american_football|AFB       |players            |planned        |true      |1                |1             |50            |low           |limited_free      |true               |true               |basic         |true             |false             |true           |                |                                 |                                  |American football players                     |Odds/players/coaches jsou zatím slabé nebo neověřené.                                         |Neřešit jako první harvest v PRO režimu; nejdřív základní data.                       |2026-03-31 10:27:42.743 +0200|2026-03-31 10:47:34.909 +0200|
|82 |api_american_football|AFB       |coaches            |planned        |true      |1                |1             |60            |low           |limited_free      |true               |true               |basic         |true             |false             |true           |                |                                 |                                  |American football coaches                     |Odds/players/coaches jsou zatím slabé nebo neověřené.                                         |Neřešit jako první harvest v PRO režimu; nejdřív základní data.                       |2026-03-31 10:27:42.743 +0200|2026-03-31 10:47:34.909 +0200|
|87 |api_esports          |ESP       |odds               |planned        |true      |50               |50            |50            |unknown       |paid_only         |false              |true               |unknown       |false            |true              |true           |                |                                 |                                  |Esports odds                                  |Budoucí provider placeholder. Vyžaduje ověření coverage a ceny.                               |Později validovat business vhodnost a technickou integraci.                           |2026-03-31 10:27:42.743 +0200|2026-03-31 10:47:34.920 +0200|
|88 |api_darts            |DRT       |leagues            |planned        |true      |50               |50            |50            |unknown       |paid_only         |false              |true               |unknown       |false            |true              |true           |                |                                 |                                  |Darts tournaments                             |Budoucí provider placeholder. Vyžaduje ověření coverage a ceny.                               |Později validovat business vhodnost a technickou integraci.                           |2026-03-31 10:27:42.743 +0200|2026-03-31 10:47:34.920 +0200|
|89 |api_darts            |DRT       |fixtures           |planned        |true      |50               |50            |50            |unknown       |paid_only         |false              |true               |unknown       |false            |true              |true           |                |                                 |                                  |Darts matches                                 |Budoucí provider placeholder. Vyžaduje ověření coverage a ceny.                               |Později validovat business vhodnost a technickou integraci.                           |2026-03-31 10:27:42.743 +0200|2026-03-31 10:47:34.920 +0200|
|90 |api_darts            |DRT       |players            |planned        |true      |50               |50            |50            |unknown       |paid_only         |false              |true               |unknown       |false            |true              |true           |                |                                 |                                  |Darts players                                 |Budoucí provider placeholder. Vyžaduje ověření coverage a ceny.                               |Později validovat business vhodnost a technickou integraci.                           |2026-03-31 10:27:42.743 +0200|2026-03-31 10:47:34.920 +0200|
|91 |api_darts            |DRT       |rankings           |planned        |true      |50               |50            |50            |unknown       |paid_only         |false              |true               |unknown       |false            |true              |true           |                |                                 |                                  |Darts rankings                                |Budoucí provider placeholder. Vyžaduje ověření coverage a ceny.                               |Později validovat business vhodnost a technickou integraci.                           |2026-03-31 10:27:42.743 +0200|2026-03-31 10:47:34.920 +0200|
|92 |api_darts            |DRT       |odds               |planned        |true      |50               |50            |50            |unknown       |paid_only         |false              |true               |unknown       |false            |true              |true           |                |                                 |                                  |Darts odds                                    |Budoucí provider placeholder. Vyžaduje ověření coverage a ceny.                               |Později validovat business vhodnost a technickou integraci.                           |2026-03-31 10:27:42.743 +0200|2026-03-31 10:47:34.920 +0200|
|94 |sportdataapi         |FB        |leagues            |planned        |true      |3                |3             |30            |medium        |paid_only         |false              |true               |extended      |false            |true              |true           |                |                                 |                                  |Budoucí doplňkový provider pro fotbal.        |Nutno otestovat coverage a cenu.                                                              |Později ověřit a porovnat s api_football.                                             |2026-03-31 10:47:34.931 +0200|2026-03-31 10:47:34.931 +0200|
|95 |sportdataapi         |FB        |teams              |planned        |true      |3                |3             |31            |medium        |paid_only         |false              |true               |extended      |false            |true              |true           |                |                                 |                                  |Budoucí doplňkový provider pro fotbal.        |Nutno otestovat coverage a cenu.                                                              |Později ověřit a porovnat s api_football.                                             |2026-03-31 10:47:34.931 +0200|2026-03-31 10:47:34.931 +0200|
|96 |sportdataapi         |FB        |fixtures           |planned        |true      |3                |3             |32            |medium        |paid_only         |false              |true               |extended      |false            |true              |true           |                |                                 |                                  |Budoucí doplňkový provider pro fotbal.        |Nutno otestovat coverage a cenu.                                                              |Později ověřit a porovnat s api_football.                                             |2026-03-31 10:47:34.931 +0200|2026-03-31 10:47:34.931 +0200|
|97 |sportdataapi         |FB        |odds               |planned        |true      |2                |2             |15            |medium        |paid_only         |false              |true               |extended      |false            |true              |true           |                |                                 |                                  |Budoucí odds doplněk pro fotbal.              |Nutno porovnat s TheOdds.                                                                     |Později udělat coverage test.                                                         |2026-03-31 10:47:34.931 +0200|2026-03-31 10:47:34.931 +0200|
|98 |pinnacle             |FB        |odds               |planned        |true      |2                |2             |12            |high          |paid_only         |false              |true               |deep          |false            |true              |true           |                |                                 |                                  |Budoucí sharp odds provider.                  |Vyžaduje samostatnou integraci a účet.                                                        |Později ověřit obchodní a technickou vhodnost.                                        |2026-03-31 10:47:34.931 +0200|2026-03-31 10:47:34.931 +0200|
|99 |betfair              |FB        |odds               |planned        |true      |3                |3             |13            |high          |paid_only         |false              |true               |deep          |false            |true              |true           |                |                                 |                                  |Budoucí exchange odds provider.               |Vyžaduje samostatnou integraci a účet.                                                        |Později ověřit obchodní a technickou vhodnost.                                        |2026-03-31 10:47:34.931 +0200|2026-03-31 10:47:34.931 +0200|
|100|sportradar           |FB        |fixtures           |planned        |true      |5                |5             |50            |high          |paid_only         |false              |true               |deep          |false            |true              |true           |                |                                 |                                  |Enterprise provider placeholder.              |Pravděpodobně drahé enterprise řešení.                                                        |Pouze dlouhodobá budoucnost.                                                          |2026-03-31 10:47:34.931 +0200|2026-03-31 10:47:34.931 +0200|
