|id     |provider    |sport_code|external_fixture_id|external_league_id|season|home_team_external_id|away_team_external_id|fixture_date                 |status_text|home_score|away_score|raw_payload_id|created_at                   |updated_at                   |
|-------|------------|----------|-------------------|------------------|------|---------------------|---------------------|-----------------------------|-----------|----------|----------|--------------|-----------------------------|-----------------------------|
|161,903|api_handball|handball  |176860             |145               |2024  |248                  |314                  |2025-05-25 18:00:00.000 +0200|FT         |25        |32        |506           |2026-04-19 21:34:14.153 +0200|2026-04-19 21:34:14.153 +0200|
|161,902|api_handball|handball  |176859             |145               |2024  |321                  |324                  |2025-05-25 15:00:00.000 +0200|FT         |37        |31        |506           |2026-04-19 21:34:14.153 +0200|2026-04-19 21:34:14.153 +0200|
|161,901|api_handball|handball  |176572             |145               |2024  |321                  |248                  |2025-05-24 18:00:00.000 +0200|FT         |31        |32        |506           |2026-04-19 21:34:14.153 +0200|2026-04-19 21:34:14.153 +0200|
|161,900|api_handball|handball  |176571             |145               |2024  |324                  |314                  |2025-05-24 15:00:00.000 +0200|AET        |34        |35        |506           |2026-04-19 21:34:14.153 +0200|2026-04-19 21:34:14.153 +0200|
|161,897|api_handball|handball  |176050             |145               |2024  |964                  |324                  |2025-04-29 20:45:00.000 +0200|FT         |22        |32        |506           |2026-04-19 21:34:14.153 +0200|2026-04-19 21:34:14.153 +0200|
|161,898|api_handball|handball  |176051             |145               |2024  |314                  |178                  |2025-04-29 20:45:00.000 +0200|FT         |35        |29        |506           |2026-04-19 21:34:14.153 +0200|2026-04-19 21:34:14.153 +0200|
|161,899|api_handball|handball  |176053             |145               |2024  |248                  |778                  |2025-04-29 20:45:00.000 +0200|FT         |35        |32        |506           |2026-04-19 21:34:14.153 +0200|2026-04-19 21:34:14.153 +0200|
|161,896|api_handball|handball  |176052             |145               |2024  |321                  |256                  |2025-04-29 18:45:00.000 +0200|FT         |35        |30        |506           |2026-04-19 21:34:14.153 +0200|2026-04-19 21:34:14.153 +0200|
|161,894|api_handball|handball  |176047             |145               |2024  |256                  |321                  |2025-04-22 20:45:00.000 +0200|FT         |26        |26        |506           |2026-04-19 21:34:14.153 +0200|2026-04-19 21:34:14.153 +0200|
|161,895|api_handball|handball  |176049             |145               |2024  |778                  |248                  |2025-04-22 20:45:00.000 +0200|FT         |29        |30        |506           |2026-04-19 21:34:14.153 +0200|2026-04-19 21:34:14.153 +0200|
|161,892|api_handball|handball  |176046             |145               |2024  |178                  |314                  |2025-04-22 18:45:00.000 +0200|FT         |26        |29        |506           |2026-04-19 21:34:14.153 +0200|2026-04-19 21:34:14.153 +0200|
|161,893|api_handball|handball  |176048             |145               |2024  |324                  |964                  |2025-04-22 18:45:00.000 +0200|FT         |28        |27        |506           |2026-04-19 21:34:14.153 +0200|2026-04-19 21:34:14.153 +0200|
|161,890|api_handball|handball  |175587             |145               |2024  |324                  |339                  |2025-04-01 20:45:00.000 +0200|FT         |29        |25        |506           |2026-04-19 21:34:14.153 +0200|2026-04-19 21:34:14.153 +0200|
|161,891|api_handball|handball  |175588             |145               |2024  |260                  |778                  |2025-04-01 20:45:00.000 +0200|FT         |30        |28        |506           |2026-04-19 21:34:14.153 +0200|2026-04-19 21:34:14.153 +0200|
|161,888|api_handball|handball  |175585             |145               |2024  |178                  |782                  |2025-04-01 18:45:00.000 +0200|FT         |34        |31        |506           |2026-04-19 21:34:14.153 +0200|2026-04-19 21:34:14.153 +0200|
|161,889|api_handball|handball  |175586             |145               |2024  |256                  |1063                 |2025-04-01 18:45:00.000 +0200|FT         |36        |28        |506           |2026-04-19 21:34:14.153 +0200|2026-04-19 21:34:14.153 +0200|
|161,886|api_handball|handball  |175581             |145               |2024  |782                  |178                  |2025-03-25 20:45:00.000 +0100|FT         |33        |31        |506           |2026-04-19 21:34:14.153 +0200|2026-04-19 21:34:14.153 +0200|
|161,887|api_handball|handball  |175584             |145               |2024  |778                  |260                  |2025-03-25 20:45:00.000 +0100|FT         |35        |28        |506           |2026-04-19 21:34:14.153 +0200|2026-04-19 21:34:14.153 +0200|
|161,884|api_handball|handball  |175582             |145               |2024  |339                  |324                  |2025-03-25 18:45:00.000 +0100|FT         |29        |26        |506           |2026-04-19 21:34:14.153 +0200|2026-04-19 21:34:14.153 +0200|
|161,885|api_handball|handball  |175583             |145               |2024  |1063                 |256                  |2025-03-25 18:45:00.000 +0100|FT         |36        |29        |506           |2026-04-19 21:34:14.153 +0200|2026-04-19 21:34:14.153 +0200|
|161,880|api_handball|handball  |174340             |145               |2024  |782                  |964                  |2025-03-04 20:45:00.000 +0100|FT         |33        |30        |506           |2026-04-19 21:34:14.153 +0200|2026-04-19 21:34:14.153 +0200|
|161,881|api_handball|handball  |174341             |145               |2024  |321                  |324                  |2025-03-04 20:45:00.000 +0100|FT         |35        |24        |506           |2026-04-19 21:34:14.153 +0200|2026-04-19 21:34:14.153 +0200|
|161,882|api_handball|handball  |174342             |145               |2024  |256                  |1048                 |2025-03-04 20:45:00.000 +0100|FT         |31        |30        |506           |2026-04-19 21:34:14.153 +0200|2026-04-19 21:34:14.153 +0200|
|161,883|api_handball|handball  |174343             |145               |2024  |899                  |778                  |2025-03-04 20:45:00.000 +0100|FT         |30        |38        |506           |2026-04-19 21:34:14.153 +0200|2026-04-19 21:34:14.153 +0200|
|161,876|api_handball|handball  |174336             |145               |2024  |314                  |339                  |2025-03-04 18:45:00.000 +0100|FT         |32        |30        |506           |2026-04-19 21:34:14.153 +0200|2026-04-19 21:34:14.153 +0200|
|161,877|api_handball|handball  |174337             |145               |2024  |178                  |966                  |2025-03-04 18:45:00.000 +0100|FT         |32        |31        |506           |2026-04-19 21:34:14.153 +0200|2026-04-19 21:34:14.153 +0200|
|161,878|api_handball|handball  |174338             |145               |2024  |1063                 |248                  |2025-03-04 18:45:00.000 +0100|FT         |31        |32        |506           |2026-04-19 21:34:14.153 +0200|2026-04-19 21:34:14.153 +0200|
