change_type,category,relative_path,old_modified_at,new_modified_at,old_size_bytes,new_size_bytes
NEW,scripts,03_generation\011_mm_preview_run.sql\012_mm_generate_run_engine.sql,,2026-02-12 20:11:46,,2145
NEW,scripts,03_generation\011_mm_preview_run.sql\013_mm_generate_tickets_engine.sql,,2026-02-12 10:58:40,,7360
NEW,scripts,03_generation\011_mm_preview_run.sql\014_mm_get_odds_compare.sql,,2026-02-12 21:30:47,,572
NEW,scripts,03_generation\011_mm_preview_run.sql\015_mm_preview_run_bookmaker.sql,,2026-02-12 21:37:29,,4383
NEW,scripts,03_generation\011_mm_preview_run.sql\016_mm_ui_ticket_detail.sql,,2026-02-11 22:00:12,,442
NEW,scripts,03_generation\011_mm_preview_run.sql\017_mm_generate_run_engine_bookmaker.sql,,2026-02-12 21:44:20,,2239
NEW,scripts,03_generation\011_mm_preview_run.sql\018_mm_ui_run_tickets.sql,,2026-02-12 22:03:05,,2151
NEW,scripts,03_generation\011_mm_preview_run.sql\019_mm_ui_run_summary.sql,,2026-02-12 22:10:36,,1043
NEW,scripts,03_generation\011_mm_preview_run.sql\mazání mm_generate_run_engine.sql,,2026-02-12 14:17:22,,56
NEW,scripts,03_generation\011_mm_preview_run.sql\mm_generate_run_engine.sql,,2026-02-12 14:43:26,,104
NEW,scripts,03_generation\011_mm_preview_run.sql\mm_preview_run.sql,,2026-02-12 11:56:38,,39
NEW,scripts,03_generation\020_mm_ui_run_tickets_with_stake.sql\020_mm_ui_run_tickets_with_stake.sql,,2026-02-12 22:18:49,,530
NEW,scripts,03_generation\020_mm_ui_run_tickets_with_stake.sql\021_matches_add_sport_id.sql,,2026-02-15 13:38:52,,604
NEW,scripts,03_generation\020_mm_ui_run_tickets_with_stake.sql\022_matches_indexes_for_history_and_features.sql,,2026-02-15 13:39:49,,645
NEW,scripts,03_generation\020_mm_ui_run_tickets_with_stake.sql\023_mm_build_match_features.sql,,2026-02-15 13:54:37,,5511
NEW,scripts,03_generation\030_upsert_api_football.sql\030_ops_admin.sql,,2026-02-23 23:11:04,,2988
NEW,scripts,03_generation\030_upsert_api_football.sql\031_eu_leagues_api_football_apply_FIXED2.sql,,2026-03-02 22:02:18,,10802
NEW,scripts,03_generation\030_upsert_api_football.sql\031_upsert_leagues_api_football.sql,,2026-03-04 09:28:33,,1416
NEW,scripts,03_generation\030_upsert_api_football.sql\032_upsert_teams_api_football.sql,,2026-03-04 09:29:04,,1310
NEW,scripts,03_generation\030_upsert_api_football.sql\033_upsert_league_teams_api_football.sql,,2026-03-04 09:29:33,,1043
NEW,scripts,03_generation\030_upsert_api_football.sql\034_upsert_matches_api_football.sql,,2026-03-04 09:30:58,,1745
NEW,scripts,03_generation\030_upsert_api_football.sql\035_generate_ingest_targets_football_api_football.sql,,2026-02-27 14:34:42,,1049
NEW,scripts,03_generation\030_upsert_api_football.sql\035_merge_teams_api_football.sql,,2026-02-25 21:11:38,,2003
NEW,scripts,03_generation\030_upsert_api_football.sql\036_create_staging_league_views.sql,,2026-02-27 13:09:47,,961
NEW,scripts,03_generation\030_upsert_api_football.sql\037_cleanup_staging_api_football_leagues.sql,,2026-02-27 14:34:50,,678
NEW,scripts,03_generation\030_upsert_api_football.sql\038_create_ops_league_import_plan.sql,,2026-02-27 14:34:53,,1389
NEW,scripts,03_generation\030_upsert_api_football.sql\039_import_leagues_from_plan_api_football.sql,,2026-02-27 13:35:34,,5675
NEW,scripts,03_generation\031_upsert_api_hockey.sql\031_upsert_leagues_api_hockey.sql,,2026-03-01 14:35:04,,994
NEW,scripts,03_generation\031_upsert_api_hockey.sql\033_upsert_league_teams_api_hockey.sql,,2026-03-01 23:22:35,,548
NEW,scripts,03_generation\036_upsert_league_provider_map.sql,,2026-03-01 14:33:26,,418
NEW,scripts,03_generation\038_update_ops_ingest_targets.sql,,2026-03-02 08:19:54,,1467
NEW,scripts,03_generation\040_staging\006_create_table_staging_players_import.sql,,2026-03-06 14:49:13,,0
NEW,scripts,03_generation\040_staging\007_create_table_staging_player_provider_map_import.sql,,2026-03-06 15:22:29,,0
NEW,scripts,03_generation\040_staging\008_check_player_tables.sql,,2026-03-06 15:48:13,,0
NEW,scripts,03_generation\040_staging\012_alter_staging_players_import_add_context.sql,,2026-03-06 15:54:48,,0
NEW,scripts,03_generation\060_trigger_ops_provider_jobs_updated_at.sql,,2026-03-08 17:55:48,,0
NEW,scripts,03_generation\Script.sql,,2026-03-06 15:21:35,,1215
NEW,scripts,03_generation\api_import_runs.sql,,2026-02-13 23:09:26,,246
NEW,scripts,04_merge\009_merge_players.sql,,2026-03-07 19:51:57,,2661
NEW,scripts,04_merge\010_merge_player_provider_map.sql,,2026-03-06 15:54:24,,0
NEW,scripts,04_merge\england_missing_canonical_apply.sql,,2026-02-22 11:46:03,,1593
NEW,scripts,04_merge\merge_team_engine.sql,,2026-02-22 11:43:11,,2688
NEW,scripts,04_merge\team_provider_map.sql,,2026-02-26 20:58:34,,444
NEW,scripts,05_app\050_views_matches_windows.sql,,2026-03-04 12:39:07,,2229
NEW,scripts,05_app\051_view_leagues_active_week.sql,,2026-03-04 13:11:14,,357
NEW,scripts,05_app\052_views_matches_windows_football_data.sql,,2026-03-04 13:12:00,,1663
NEW,scripts,05_app\053_view_fd_leagues_active_week.sql,,2026-03-04 13:25:44,,363
NEW,scripts,06_views\01_vw_generated_ticket_matches.sql,,2026-03-08 09:39:12,,0
NEW,scripts,06_views\02_vw_ticket_match_results.sql,,2026-03-08 09:39:09,,0
NEW,scripts,06_views\03_vw_ticket_settlement_detail.sql,,2026-03-08 09:39:06,,0
NEW,scripts,06_views\04_vw_ticket_summary.sql,,2026-03-08 09:39:02,,0
NEW,scripts,06_views\05_create_ticket_run_settlements.sql,,2026-03-08 09:53:33,,0
NEW,scripts,06_views\061_v_fd_matches_week.sql,,2026-03-05 11:01:13,,530
NEW,scripts,06_views\06_fn_refresh_ticket_run_settlements.sql,,2026-03-08 09:53:31,,0
NEW,scripts,06_views\07_seed_ops_jobs.sql,,2026-03-08 09:53:28,,0
NEW,scripts,06_views\092_storage_metrics.sql,,2026-03-10 12:34:27,,37
NEW,scripts,06_views\093_sports_import_plan.sql,,2026-03-10 13:25:54,,0
NEW,scripts,06_views\10_vw_data_coverage.sql,,2026-03-08 09:53:29,,0
NEW,scripts,06_views\11_vw_offer_matches.sql,,2026-03-08 11:00:21,,0
NEW,scripts,06_views\12_vw_offer_matches.sql,,2026-03-08 11:56:51,,2331
NEW,scripts,06_views\13_compute_value_bets.sql,,2026-03-08 17:17:12,,0
NEW,scripts,06_views\14_vw_ticket_candidates.sql,,2026-03-09 16:38:38,,0
NEW,scripts,06_views\15_v_best_ticket_candidates_today.sql,,2026-03-09 16:39:57,,0
NEW,scripts,06_views\16_vw_ticket_items.sql,,2026-03-09 16:15:15,,0
NEW,scripts,06_views\17_vw_block_outcome_candidates.sql,,2026-03-09 16:40:54,,0
NEW,scripts,06_views\18_vw_block_sync_signals.sql,,2026-03-09 21:34:25,,0
NEW,scripts,06_views\19_vw_block_candidate_groups.sql,,2026-03-09 21:34:19,,0
NEW,scripts,07_audity\013_check_players_coverage.sql,,2026-03-06 23:33:18,,0
NEW,scripts,07_audity\071_Globální audit.sql,,2026-02-23 10:06:13,,768
NEW,scripts,07_audity\072_enforce_integrity_constraints.sql,,2026-02-22 17:52:00,,1772
NEW,scripts,07_audity\073_global_integrity_audit.sql,,2026-02-22 17:05:12,,5863
NEW,scripts,07_audity\074_audit_api_football_duplicates.sql,,2026-02-23 16:06:26,,528
NEW,scripts,07_audity\075_audit_alias_coverage.sql,,2026-02-23 16:06:28,,312
NEW,scripts,07_audity\076_audit_fixtures_orphans.sq,,2026-02-23 15:56:06,,364
NEW,scripts,07_audity\077_audit_basic.sql,,2026-02-25 21:11:36,,712
NEW,scripts,07_audity\078_audit_player_season_statistics_v1.sql,,2026-03-15 22:19:09,,0
NEW,scripts,07_audity\079_audit_player_season_statistics_report_v1.sql,,2026-03-16 13:56:22,,10051
NEW,scripts,07_audity\080_debug_player_stats_merge_mapping_v1.sql,,2026-03-16 16:05:14,,0
NEW,scripts,07_audity\081_fix_player_season_statistics_merge_v1.sql,,2026-03-16 16:07:27,,0
NEW,scripts,08_kontrola_ligy_vše\080_Kontrola_duplicit.sql,,2026-03-02 08:10:37,,1827
NEW,scripts,08_kontrola_ligy_vše\081_postup_prohlidka_smazani_overeni_zajisteni.sql,,2026-03-02 08:10:32,,1462
NEW,scripts,08_kontrola_ligy_vše\Kontrola_holandsko_1.liga_Eredivisie.sql,,2026-02-23 09:59:40,,2910
NEW,scripts,08_kontrola_ligy_vše\kontrola_nemecko_1.liga_bundesliga.sql,,2026-02-23 09:24:27,,2926
NEW,scripts,08_kontrola_ligy_vše\kontrola_portugalsko_1.liga_Premier League.sql,,2026-02-23 09:39:16,,1944
NEW,scripts,08_kontrola_ligy_vše\kontrola_spanelsko_1.liga_La liga.sql,,2026-02-23 09:25:05,,2298
NEW,scripts,09_run\090_api_football_merge_run.sql,,2026-02-24 15:04:52,,979
NEW,scripts,09_run\091_api_football_merge_run_mode.sql,,2026-02-25 21:11:44,,558
NEW,scripts,09_run\092_post_merge_report.sql,,2026-02-25 21:11:41,,503
NEW,scripts,09_run\093_run_job_create.sql,,2026-02-26 23:04:03,,545
NEW,scripts,09_run\094_run_job_finish.sql,,2026-02-26 22:41:52,,238
NEW,scripts,09_run\096_Hockey\096_hockey_V1.sql,,2026-03-01 23:22:34,,1830
NEW,scripts,09_run\096_Hockey\096_tvorba_hockey_staging_tabulek.sql,,2026-02-28 23:12:38,,1543
NEW,scripts,09_run\096_hockey.sql,,2026-03-01 23:22:36,,1001
NEW,scripts,10_sql\110_unified_staging_base.sql,,2026-03-10 21:53:32,,3365
NEW,scripts,10_sql\111_unified_staging_odds_stats.sql,,2026-03-10 21:49:46,,2908
NEW,scripts,10_sql\113_staging_indexes.sql,,2026-03-10 21:32:58,,0
NEW,scripts,10_sql\sql_players_pipeline_audit_queries.sql,,2026-03-15 09:57:47,,2251
NEW,scripts,11_ops\001_ops_ingest_entity_plan.sql,,2026-03-16 22:54:39,,284
NEW,scripts,11_ops\022_create_ingest_runtime_config.sql,,2026-03-12 22:52:58,,200
NEW,scripts,11_ops\023_seed_ingest_runtime_config_free.sql,,2026-03-13 09:17:16,,0
NEW,scripts,11_ops\024_ops_create_ingest_entity_plan.sql,,2026-03-16 22:50:00,,836
NEW,scripts,11_ops\025_fix_football_maintenance_null_season_to_2024.sql,,2026-03-13 09:37:51,,357
NEW,scripts,11_ops\036_ops_extend_stg_provider_players.sql,,2026-03-15 10:39:54,,1652
NEW,scripts,11_ops\037_ops_insert_new_ingest_entities_players_v1.sql,,2026-03-16 22:20:01,,0
NEW,scripts,11_ops\ops_jobs_unified_ingest_batch.sql,,2026-03-12 22:30:11,,366
NEW,scripts,99_playground\001_počty_future_matches.sql,,2026-03-08 16:58:44,,517
NEW,scripts,99_playground\001_run_tests.sql\preview_run_probability.sql,,2026-02-11 14:19:10,,0
NEW,scripts,99_playground\002_přestavba_matches.sql,,2026-03-08 11:29:42,,5511
NEW,scripts,99_playground\003_kontrola_test.sql,,2026-03-08 17:00:20,,1535
NEW,scripts,99_playground\004_kontrola_data_coverage.sql,,2026-03-08 10:34:46,,721
NEW,scripts,99_playground\091_přehled_targetů.sql,,2026-02-27 22:38:07,,534
NEW,scripts,99_playground\092_přehled_71_lig.sql,,2026-02-27 21:55:47,,2704
NEW,scripts,99_playground\093_prehled_poctu_fotbalovych _lig _v_jednotlivych_statech.sql,,2026-02-27 14:34:26,,1194
NEW,scripts,99_playground\094_Teď jen přepnout season na 2023 pro těch 16 lig.sql,,2026-03-01 23:03:09,,182
NEW,scripts,99_playground\099_kontrola_ingest_planneru.sql,,2026-03-13 21:02:14,,559
NEW,scripts,99_playground\099_kontrola_running_planneru_a_zruseni.sql,,2026-03-13 21:05:14,,410
NEW,scripts,99_playground\099_spouštěcí_běhy_různé_druhy.sql,,2026-02-28 21:50:06,,2272
NEW,scripts,99_playground\099_vrácení_konkrétní_jobu_zpět.sql,,2026-03-15 10:23:58,,293
NEW,scripts,99_playground\blocks_experiments.sql\migrate_Variable.sql,,2026-02-11 09:57:29,,261
NEW,scripts,99_playground\blocks_experiments.sql\migrate_fixed.sql,,2026-02-11 09:57:31,,266
NEW,scripts,99_playground\blocks_experiments.sql\template_block_matches.sql,,2026-02-11 09:26:09,,583
NEW,scripts,99_playground\cleanup_player_season_stats_scope_95_2024_v1.sql,,2026-03-16 21:25:41,,0
NEW,scripts,99_playground\funkce_uprava\upravena_prava_k_tabulkam.sql,,2026-02-16 22:21:49,,283
NEW,scripts,99_playground\test_queries.sql\inventar_funkci_mm.sql,,2026-02-12 11:16:53,,227
NEW,scripts,99_playground\volane_funkce\Kolik_tymu_mam_v_teams_pro_jednotliv_ligy.sql,,2026-02-20 22:00:52,,502
NEW,scripts,99_playground\volane_funkce\Predikce\AWAY value.sql,,2026-02-16 17:09:29,,130
NEW,scripts,99_playground\volane_funkce\Predikce\DRAW value.sql,,2026-02-16 17:09:26,,130
NEW,scripts,99_playground\volane_funkce\Predikce\EDGE_value.sql,,2026-02-16 17:09:34,,71
NEW,scripts,99_playground\volane_funkce\Predikce\HOME value.sql,,2026-02-16 17:09:28,,130
NEW,scripts,99_playground\volane_funkce\Predikce\Kelly_value.sql,,2026-02-16 21:31:16,,170
NEW,scripts,99_playground\volane_funkce\Predikce\Market_odds.sql,,2026-02-16 21:30:27,,133
NEW,scripts,99_playground\volane_funkce\Predikce\run_predictions.sql,,2026-02-16 16:56:24,,64
NEW,scripts,99_playground\volane_funkce\celkova_pocet_zapasu_historie.sql,,2026-02-15 15:37:54,,36
NEW,scripts,99_playground\volane_funkce\league_provider_map.sql,,2026-02-23 17:31:59,,401
NEW,scripts,99_playground\volane_funkce\pocet_zapasu_v_jednotlivych_ligach_historie.sql,,2026-02-15 15:44:14,,153
NEW,scripts,99_playground\volane_funkce\run_Block_kandidat_V1.sql,,2026-02-16 21:30:25,,301
NEW,scripts,99_playground\volane_funkce\run_FAIR_odds_latest.sql,,2026-02-16 16:56:21,,66
NEW,scripts,99_playground\volane_funkce\soubor_dotazu_V5.sql,,2026-02-19 10:11:24,,3418
NEW,scripts,99_playground\volane_funkce\test_bookmaker_odds.sql,,2026-02-12 21:41:21,,165
NEW,scripts,99_playground\volane_funkce\vyvolani_kodu_procedury.sql,,2026-02-12 21:36:43,,77
NEW,scripts,99_playground\volane_funkce\výkon.sql,,2026-02-11 12:38:52,,45
NEW,scripts,99_reports\99_MATCHMATRIX DAILY STATUS.sql,,2026-03-03 21:28:46,,1217
NEW,scripts,99_reports\99_block_outcome_candidate.sql,,2026-03-09 21:31:34,,297
NEW,scripts,99_reports\99_ingest_behy_pocet_ zapasu_v_DB.sql,,2026-03-04 09:27:41,,600
NEW,scripts,99_reports\99_kolik mapování máš pro api_football.sql,,2026-03-03 23:13:12,,769
NEW,scripts,99_reports\99_vw_match_feed_for_user.sql,,2026-03-08 17:36:41,,160
NEW,scripts,99_reports\Script-3.sql,,2026-03-08 23:21:11,,1350
NEW,scripts,99_reports\Script-4.sql,,2026-03-09 21:43:34,,872
NEW,scripts,99_reports\mm_api_football_backfill_status.sql,,2026-03-04 11:12:20,,3802
NEW,scripts,MatchMatrix.sql,,2026-03-07 23:39:09,,8545
NEW,scripts,Script.sql,,2026-03-12 22:31:22,,79
NEW,scripts,ingest\001_daily_ingest_healthcheck.sql,,2026-03-09 15:45:04,,0
NEW,scripts,ingest\football_data_pull.py,,2026-02-13 13:14:10,,4905
NEW,scripts,ingest\run_football_data.bat,,2026-02-13 13:14:17,,791
NEW,workers,__pycache__\run_player_profiles_public_merge_v1.cpython-314.pyc,,2026-03-15 20:31:11,,7880
NEW,workers,build_ingest_planner_jobs.py,,2026-03-13 15:34:43,,9524
NEW,workers,build_player_enrichment_jobs.py,,2026-03-15 14:11:08,,2983
NEW,workers,extract_teams_from_fixtures.py,,2026-03-13 09:05:40,,5988
NEW,workers,extract_teams_from_fixtures_v2.py,,2026-03-14 22:26:29,,2917
NEW,workers,legacy_to_staging_bridge_report.txt,,2026-03-10 22:24:17,,6414
NEW,workers,pull_api_football_players_v4.py,,2026-03-16 17:32:19,,18877
NEW,workers,run_audit_player_season_statistics_report_docker_v1.ps1,,2026-03-16 14:09:09,,1706
NEW,workers,run_audit_player_season_statistics_report_v1.ps1,,2026-03-16 13:49:42,,2513
NEW,workers,run_full_ingest_pipeline.py,,2026-03-10 22:07:54,,1877
NEW,workers,run_ingest_cycle_v1.py,,2026-03-13 20:25:13,,6735
NEW,workers,run_ingest_cycle_v2.py,,2026-03-13 20:35:51,,18857
NEW,workers,run_ingest_cycle_v3.py,,2026-03-14 23:07:08,,21100
NEW,workers,run_ingest_planner_jobs.py,,2026-03-13 22:19:20,,18593
NEW,workers,run_legacy_to_staging_bridge.py,,2026-03-10 22:23:13,,4228
NEW,workers,run_legacy_to_staging_bridge_v2.py,,2026-03-10 22:44:10,,9258
NEW,workers,run_legacy_to_staging_odds_bridge.py,,2026-03-11 08:55:11,,2332
NEW,workers,run_multisport_scheduler.py,,2026-03-10 17:46:10,,3162
NEW,workers,run_multisport_scheduler_v2.py,,2026-03-10 20:06:45,,4174
NEW,workers,run_multisport_scheduler_v3.py,,2026-03-10 20:39:50,,4448
NEW,workers,run_multisport_scheduler_v4.py,,2026-03-11 22:41:13,,3681
NEW,workers,run_payload_parser.py,,2026-03-10 22:02:21,,7845
NEW,workers,run_player_match_statistics_public_merge_v1.py,,2026-03-15 21:13:02,,18548
NEW,workers,run_player_profiles_public_merge_v1.py,,2026-03-15 20:57:08,,20929
NEW,workers,run_player_season_statistics_public_merge_v1.py,,2026-03-15 22:18:01,,12325
NEW,workers,run_player_season_statistics_stage_parser_v1.py,,2026-03-15 22:08:13,,13788
NEW,workers,run_players_bridge_v1.py,,2026-03-11 12:34:07,,1419
NEW,workers,run_players_bridge_v2.py,,2026-03-15 09:01:10,,8312
NEW,workers,run_players_bridge_v3.py,,2026-03-15 11:13:42,,9523
NEW,workers,run_players_bridge_v4.py,,2026-03-15 11:16:42,,9827
NEW,workers,run_players_public_merge_v1.py,,2026-03-15 12:44:29,,13805
NEW,workers,run_players_public_merge_v2.py,,2026-03-15 12:49:17,,14732
NEW,workers,run_players_season_stats_bridge_v1.py,,2026-03-16 21:16:08,,22179
NEW,workers,run_players_season_stats_bridge_v2.py,,2026-03-16 21:19:49,,22426
NEW,workers,run_players_season_stats_bridge_v3.py,,2026-03-16 21:34:55,,20878
NEW,workers,run_scheduler_queue_executor.py,,2026-03-10 20:46:14,,3150
NEW,workers,run_scheduler_queue_executor_v2.py,,2026-03-10 21:22:43,,6710
NEW,workers,run_unified_staging_to_public_merge_v1.py,,2026-03-11 10:15:16,,20643
NEW,workers,run_unified_staging_to_public_merge_v2.py,,2026-03-13 21:29:00,,24955
NEW,workers,run_unified_staging_to_public_merge_v3.py,,2026-03-14 21:55:53,,27010
NEW,workers,test_db_connection.py,,2026-03-15 08:53:08,,423
