team_name,count,leagues
Boca Juniors,1,soccer_conmebol_copa_libertadores
Czech Republic,1,soccer_fifa_world_cup
Deportes Tolima,1,soccer_conmebol_copa_libertadores
DR Congo,1,soccer_fifa_world_cup
Estudiantes La Plata,1,soccer_conmebol_copa_libertadores
Independiente del Valle,1,soccer_conmebol_copa_libertadores
Independiente Rivadavia,1,soccer_conmebol_copa_libertadores
Iraq,1,soccer_fifa_world_cup
Lanus,1,soccer_conmebol_copa_libertadores
