|run_id                |league_id|season|fixture_id|kickoff                      |status|home_team_id|home_team_name|away_team_id|away_team_name|ext_match_check          |identity_check            |
|20,260,416,220,857,378|100      |2,024 |1,167,082 |2024-07-14 12:00:00.000 +0200|FT    |10,075      |              |300         |              |NOT_FOUND_BY_EXT_MATCH_ID|NOT_FOUND_BY_SAME_IDENTITY|
|20,260,416,220,857,378|100      |2,024 |1,167,085 |2024-07-20 11:00:00.000 +0200|FT    |300         |              |4,326       |              |NOT_FOUND_BY_EXT_MATCH_ID|NOT_FOUND_BY_SAME_IDENTITY|
|20,260,416,220,857,378|100      |2,024 |1,167,088 |2024-07-20 11:00:00.000 +0200|FT    |805         |              |304         |              |NOT_FOUND_BY_EXT_MATCH_ID|NOT_FOUND_BY_SAME_IDENTITY|
|20,260,416,220,857,378|100      |2,024 |1,167,086 |2024-07-20 11:00:00.000 +0200|FT    |4,314       |              |297         |              |NOT_FOUND_BY_EXT_MATCH_ID|NOT_FOUND_BY_SAME_IDENTITY|
|20,260,416,220,857,378|100      |2,024 |1,167,083 |2024-07-20 11:00:00.000 +0200|FT    |4,318       |              |10,409      |              |NOT_FOUND_BY_EXT_MATCH_ID|NOT_FOUND_BY_SAME_IDENTITY|
|20,260,416,220,857,378|100      |2,024 |1,167,084 |2024-07-20 11:00:00.000 +0200|FT    |4,323       |              |10,075      |              |NOT_FOUND_BY_EXT_MATCH_ID|NOT_FOUND_BY_SAME_IDENTITY|
|20,260,416,220,857,378|100      |2,024 |1,167,087 |2024-07-20 11:00:00.000 +0200|FT    |7,138       |              |313         |              |NOT_FOUND_BY_EXT_MATCH_ID|NOT_FOUND_BY_SAME_IDENTITY|
|20,260,416,220,857,378|100      |2,024 |1,167,089 |2024-07-20 12:00:00.000 +0200|FT    |4,319       |              |4,327       |              |NOT_FOUND_BY_EXT_MATCH_ID|NOT_FOUND_BY_SAME_IDENTITY|
|20,260,416,220,857,378|100      |2,024 |1,167,091 |2024-07-21 11:00:00.000 +0200|FT    |317         |              |4,324       |              |NOT_FOUND_BY_EXT_MATCH_ID|NOT_FOUND_BY_SAME_IDENTITY|
|20,260,416,220,857,378|100      |2,024 |1,167,092 |2024-07-21 11:00:00.000 +0200|FT    |2,235       |              |7,135       |              |NOT_FOUND_BY_EXT_MATCH_ID|NOT_FOUND_BY_SAME_IDENTITY|
|20,260,416,220,857,378|100      |2,024 |1,167,090 |2024-07-21 11:00:00.000 +0200|FT    |4,321       |              |4,322       |              |NOT_FOUND_BY_EXT_MATCH_ID|NOT_FOUND_BY_SAME_IDENTITY|
|20,260,416,220,857,378|100      |2,024 |1,167,095 |2024-07-27 11:00:00.000 +0200|FT    |4,322       |              |4,323       |              |NOT_FOUND_BY_EXT_MATCH_ID|NOT_FOUND_BY_SAME_IDENTITY|
|20,260,416,220,857,378|100      |2,024 |1,167,094 |2024-07-27 11:00:00.000 +0200|FT    |4,324       |              |300         |              |NOT_FOUND_BY_EXT_MATCH_ID|NOT_FOUND_BY_SAME_IDENTITY|
|20,260,416,220,857,378|100      |2,024 |1,167,093 |2024-07-27 11:00:00.000 +0200|FT    |4,327       |              |4,326       |              |NOT_FOUND_BY_EXT_MATCH_ID|NOT_FOUND_BY_SAME_IDENTITY|
|20,260,416,220,857,378|100      |2,024 |1,167,097 |2024-07-27 11:00:00.000 +0200|FT    |7,135       |              |4,314       |              |NOT_FOUND_BY_EXT_MATCH_ID|NOT_FOUND_BY_SAME_IDENTITY|
|20,260,416,220,857,378|100      |2,024 |1,167,096 |2024-07-27 11:00:00.000 +0200|FT    |7,138       |              |317         |              |NOT_FOUND_BY_EXT_MATCH_ID|NOT_FOUND_BY_SAME_IDENTITY|
|20,260,416,220,857,378|100      |2,024 |1,167,099 |2024-07-27 12:00:00.000 +0200|FT    |10,075      |              |4,321       |              |NOT_FOUND_BY_EXT_MATCH_ID|NOT_FOUND_BY_SAME_IDENTITY|
|20,260,416,220,857,378|100      |2,024 |1,167,098 |2024-07-27 12:00:00.000 +0200|FT    |304         |              |4,318       |              |NOT_FOUND_BY_EXT_MATCH_ID|NOT_FOUND_BY_SAME_IDENTITY|
|20,260,416,220,857,378|100      |2,024 |1,167,101 |2024-07-27 12:00:00.000 +0200|FT    |2,235       |              |805         |              |NOT_FOUND_BY_EXT_MATCH_ID|NOT_FOUND_BY_SAME_IDENTITY|
|20,260,416,220,857,378|100      |2,024 |1,167,100 |2024-07-27 12:00:00.000 +0200|FT    |10,409      |              |313         |              |NOT_FOUND_BY_EXT_MATCH_ID|NOT_FOUND_BY_SAME_IDENTITY|
|20,260,416,220,857,378|100      |2,024 |1,167,102 |2024-07-28 12:00:00.000 +0200|FT    |297         |              |4,319       |              |NOT_FOUND_BY_EXT_MATCH_ID|NOT_FOUND_BY_SAME_IDENTITY|
|20,260,416,220,857,378|100      |2,024 |1,167,108 |2024-08-17 11:00:00.000 +0200|FT    |805         |              |4,322       |              |NOT_FOUND_BY_EXT_MATCH_ID|NOT_FOUND_BY_SAME_IDENTITY|
|20,260,416,220,857,378|100      |2,024 |1,167,105 |2024-08-17 11:00:00.000 +0200|FT    |4,318       |              |2,235       |              |NOT_FOUND_BY_EXT_MATCH_ID|NOT_FOUND_BY_SAME_IDENTITY|
|20,260,416,220,857,378|100      |2,024 |1,167,104 |2024-08-17 11:00:00.000 +0200|FT    |4,321       |              |4,314       |              |NOT_FOUND_BY_EXT_MATCH_ID|NOT_FOUND_BY_SAME_IDENTITY|
|20,260,416,220,857,378|100      |2,024 |1,167,107 |2024-08-17 11:00:00.000 +0200|FT    |4,323       |              |10,409      |              |NOT_FOUND_BY_EXT_MATCH_ID|NOT_FOUND_BY_SAME_IDENTITY|
|20,260,416,220,857,378|100      |2,024 |1,167,103 |2024-08-17 11:00:00.000 +0200|FT    |4,326       |              |297         |              |NOT_FOUND_BY_EXT_MATCH_ID|NOT_FOUND_BY_SAME_IDENTITY|
|20,260,416,220,857,378|100      |2,024 |1,167,106 |2024-08-17 11:00:00.000 +0200|FT    |4,327       |              |317         |              |NOT_FOUND_BY_EXT_MATCH_ID|NOT_FOUND_BY_SAME_IDENTITY|
|20,260,416,220,857,378|100      |2,024 |1,167,110 |2024-08-17 12:00:00.000 +0200|FT    |304         |              |4,324       |              |NOT_FOUND_BY_EXT_MATCH_ID|NOT_FOUND_BY_SAME_IDENTITY|
|20,260,416,220,857,378|100      |2,024 |1,167,109 |2024-08-17 12:00:00.000 +0200|FT    |313         |              |300         |              |NOT_FOUND_BY_EXT_MATCH_ID|NOT_FOUND_BY_SAME_IDENTITY|
|20,260,416,220,857,378|100      |2,024 |1,167,111 |2024-08-17 12:00:00.000 +0200|FT    |4,319       |              |7,135       |              |NOT_FOUND_BY_EXT_MATCH_ID|NOT_FOUND_BY_SAME_IDENTITY|
|20,260,416,220,857,378|100      |2,024 |1,167,112 |2024-08-17 12:00:00.000 +0200|FT    |10,075      |              |7,138       |              |NOT_FOUND_BY_EXT_MATCH_ID|NOT_FOUND_BY_SAME_IDENTITY|
|20,260,416,220,857,378|100      |2,024 |1,167,116 |2024-08-24 11:00:00.000 +0200|FT    |300         |              |2,235       |              |NOT_FOUND_BY_EXT_MATCH_ID|NOT_FOUND_BY_SAME_IDENTITY|
|20,260,416,220,857,378|100      |2,024 |1,167,117 |2024-08-24 11:00:00.000 +0200|FT    |4,314       |              |10,075      |              |NOT_FOUND_BY_EXT_MATCH_ID|NOT_FOUND_BY_SAME_IDENTITY|
|20,260,416,220,857,378|100      |2,024 |1,167,115 |2024-08-24 11:00:00.000 +0200|FT    |4,322       |              |304         |              |NOT_FOUND_BY_EXT_MATCH_ID|NOT_FOUND_BY_SAME_IDENTITY|
|20,260,416,220,857,378|100      |2,024 |1,167,113 |2024-08-24 11:00:00.000 +0200|FT    |4,326       |              |4,324       |              |NOT_FOUND_BY_EXT_MATCH_ID|NOT_FOUND_BY_SAME_IDENTITY|
