"id","sport_id","name","country","ext_source","ext_league_id","ext_csv_code","theodds_key","enabled_theodds","country_id","tier","is_cup","is_international","created_at","updated_at"
6,1,Premier League,England,football_data,"2021",E0,soccer_epl,true,22,1,false,false,2026-02-24 17:24:37.011 +0100,2026-02-24 17:24:37.011 +0100
20854,1,Serie A,Brazil,api_football,"71",,,false,,,false,false,2026-02-27 11:57:43.471 +0100,2026-02-27 11:57:43.471 +0100
20855,1,Premier League,England,api_football,"39",,,false,,,false,false,2026-02-27 11:57:43.471 +0100,2026-02-27 11:57:43.471 +0100
20856,1,Bundesliga,Germany,api_football,"78",,,false,,,false,false,2026-02-27 11:57:43.471 +0100,2026-02-27 11:57:43.471 +0100
20857,1,Serie A,Italy,api_football,"135",,,false,,,false,false,2026-02-27 11:57:43.471 +0100,2026-02-27 11:57:43.471 +0100
20858,1,Primeira Liga,Portugal,api_football,"94",,,false,,,false,false,2026-02-27 11:57:43.471 +0100,2026-02-27 11:57:43.471 +0100
20859,1,La Liga,Spain,api_football,"140",,,false,,,false,false,2026-02-27 11:57:43.471 +0100,2026-02-27 11:57:43.471 +0100
20860,1,Premiership,Scotland,api_football,"179",,,false,,,false,false,2026-02-27 11:57:43.471 +0100,2026-02-27 11:57:43.471 +0100
20861,1,Championship,Scotland,api_football,"180",,,false,,,false,false,2026-02-27 11:57:43.471 +0100,2026-02-27 11:57:43.471 +0100
20862,1,World Cup,World,api_football,"1",,,false,,,false,false,2026-02-27 11:57:43.471 +0100,2026-02-27 11:57:43.471 +0100
20863,1,Asian Games,World,api_football,"803",,,false,,,false,false,2026-02-27 11:57:43.471 +0100,2026-02-27 11:57:43.471 +0100
20864,1,FA Cup,England,api_football,"45",,,false,,,false,false,2026-02-27 11:57:43.471 +0100,2026-02-27 11:57:43.471 +0100
20865,1,Super Cup,Georgia,api_football,"530",,,false,,,false,false,2026-02-27 11:57:43.471 +0100,2026-02-27 11:57:43.471 +0100
20866,1,Caribbean Cup,World,api_football,"804",,,false,,,false,false,2026-02-27 11:57:43.471 +0100,2026-02-27 11:57:43.471 +0100
20867,1,Premier League,Lebanon,api_football,"390",,,false,,,false,false,2026-02-27 11:57:43.471 +0100,2026-02-27 11:57:43.471 +0100
20868,1,National Division,Luxembourg,api_football,"261",,,false,,,false,false,2026-02-27 11:57:43.471 +0100,2026-02-27 11:57:43.471 +0100
