|canonical_country|canonical_league_name|team_id|name                    |ext_source  |ext_team_id|
|Netherlands      |Eredivisie           |12,165 |De Graafschap           |api_football|199        |
|Netherlands      |Eredivisie           |12,181 |Den Bosch               |api_football|421        |
|Netherlands      |Eredivisie           |12,174 |Dordrecht               |api_football|409        |
|Netherlands      |Eredivisie           |13,306 |Emmen                   |api_football|208        |
|Netherlands      |Eredivisie           |13,365 |Excelsior               |api_football|196        |
|Netherlands      |Eredivisie           |12,405 |FC Eindhoven            |api_football|422        |
|Netherlands      |Eredivisie           |12,604 |FC Volendam             |api_football|416        |
|Netherlands      |Eredivisie           |12,172 |Feyenoord               |api_football|209        |
|Netherlands      |Eredivisie           |12,169 |Fortuna Sittard         |api_football|205        |
|Netherlands      |Eredivisie           |12,175 |GO Ahead Eagles         |api_football|410        |
|Netherlands      |Eredivisie           |12,167 |Groningen               |api_football|202        |
|Netherlands      |Eredivisie           |12,173 |Heerenveen              |api_football|210        |
|Netherlands      |Eredivisie           |12,170 |Heracles                |api_football|206        |
|Netherlands      |Eredivisie           |13,329 |MVV                     |api_football|412        |
|Netherlands      |Eredivisie           |12,168 |NAC Breda               |api_football|203        |
|Netherlands      |Eredivisie           |12,176 |NEC Nijmegen            |api_football|413        |
|Netherlands      |Eredivisie           |12,160 |PEC Zwolle              |api_football|193        |
|Netherlands      |Eredivisie           |12,163 |PSV Eindhoven           |api_football|197        |
|Netherlands      |Eredivisie           |12,921 |Roda                    |api_football|414        |
|Netherlands      |Eredivisie           |12,182 |Sparta Rotterdam        |api_football|426        |
|Netherlands      |Eredivisie           |12,183 |Telstar                 |api_football|427        |
|Netherlands      |Eredivisie           |12,177 |Twente                  |api_football|415        |
|Netherlands      |Eredivisie           |12,171 |Utrecht                 |api_football|207        |
|Netherlands      |Eredivisie           |13,027 |Vitesse                 |api_football|200        |
|Netherlands      |Eredivisie           |12,738 |VVV Venlo               |api_football|204        |
|Netherlands      |Eredivisie           |12,178 |Waalwijk                |api_football|417        |
|Netherlands      |Eredivisie           |12,162 |Willem II               |api_football|195        |
|Portugal         |Primeira Liga        |12,153 |Arouca                  |api_football|240        |
|Portugal         |Primeira Liga        |12,159 |AVS                     |api_football|21595      |
|Portugal         |Primeira Liga        |12,141 |Benfica                 |api_football|211        |
|Portugal         |Primeira Liga        |12,145 |Boavista                |api_football|222        |
|Portugal         |Primeira Liga        |12,157 |Casa Pia                |api_football|4716       |
|Portugal         |Primeira Liga        |13,956 |Chaves                  |api_football|223        |
|Portugal         |Primeira Liga        |12,151 |Estoril                 |api_football|230        |
|Portugal         |Primeira Liga        |12,158 |Estrela                 |api_football|15130      |
|Portugal         |Primeira Liga        |12,154 |Famalicao               |api_football|242        |
|Portugal         |Primeira Liga        |12,152 |Farense                 |api_football|231        |
|Portugal         |Primeira Liga        |12,142 |FC Porto                |api_football|212        |
|Portugal         |Primeira Liga        |12,155 |GIL Vicente             |api_football|762        |
|Portugal         |Primeira Liga        |12,146 |Guimaraes               |api_football|224        |
|Portugal         |Primeira Liga        |14,641 |Maritimo                |api_football|214        |
|Portugal         |Primeira Liga        |12,143 |Moreirense              |api_football|215        |
|Portugal         |Primeira Liga        |12,147 |Nacional                |api_football|225        |
|Portugal         |Primeira Liga        |14,073 |Pacos Ferreira          |api_football|234        |
|Portugal         |Primeira Liga        |14,036 |Portimonense            |api_football|216        |
|Portugal         |Primeira Liga        |12,148 |Rio Ave                 |api_football|226        |
|Portugal         |Primeira Liga        |12,149 |Santa Clara             |api_football|227        |
|Portugal         |Primeira Liga        |12,144 |SC Braga                |api_football|217        |
|Portugal         |Primeira Liga        |12,150 |Sporting CP             |api_football|228        |
|Portugal         |Primeira Liga        |12,156 |Vizela                  |api_football|810        |
