|table_name|constraint_name|constraint_type|column_name|foreign_table_schema|foreign_table_name|foreign_column_name|
|sport_dimension_rules|uq_sport_dimension_rules|UNIQUE|sport_code|ops|sport_dimension_rules|sport_code|
|sport_entity_rules|106567_311409_10_not_null|CHECK|||||
|sport_entity_rules|106567_311409_11_not_null|CHECK|||||
|sport_entity_rules|106567_311409_16_not_null|CHECK|||||
|sport_entity_rules|106567_311409_17_not_null|CHECK|||||
|sport_entity_rules|106567_311409_1_not_null|CHECK|||||
|sport_entity_rules|106567_311409_2_not_null|CHECK|||||
|sport_entity_rules|106567_311409_3_not_null|CHECK|||||
|sport_entity_rules|106567_311409_4_not_null|CHECK|||||
|sport_entity_rules|106567_311409_5_not_null|CHECK|||||
|sport_entity_rules|106567_311409_7_not_null|CHECK|||||
|sport_entity_rules|106567_311409_8_not_null|CHECK|||||
|sport_entity_rules|106567_311409_9_not_null|CHECK|||||
|sport_entity_rules|fk_ops_sport_entity_rules_sport|FOREIGN KEY|sport_code||||
|sport_entity_rules|sport_entity_rules_pkey|PRIMARY KEY|id|ops|sport_entity_rules|id|
|sport_entity_rules|uq_ops_sport_entity_rules|UNIQUE|sport_code|ops|sport_entity_rules|sport_code|
|sport_entity_rules|uq_ops_sport_entity_rules|UNIQUE|sport_code|ops|sport_entity_rules|entity|
|sport_entity_rules|uq_ops_sport_entity_rules|UNIQUE|entity|ops|sport_entity_rules|sport_code|
|sport_entity_rules|uq_ops_sport_entity_rules|UNIQUE|entity|ops|sport_entity_rules|entity|
|sports_import_plan|106567_221210_10_not_null|CHECK|||||
|sports_import_plan|106567_221210_11_not_null|CHECK|||||
|sports_import_plan|106567_221210_12_not_null|CHECK|||||
|sports_import_plan|106567_221210_14_not_null|CHECK|||||
|sports_import_plan|106567_221210_15_not_null|CHECK|||||
|sports_import_plan|106567_221210_1_not_null|CHECK|||||
|sports_import_plan|106567_221210_2_not_null|CHECK|||||
|sports_import_plan|106567_221210_3_not_null|CHECK|||||
|sports_import_plan|106567_221210_4_not_null|CHECK|||||
|sports_import_plan|106567_221210_5_not_null|CHECK|||||
|sports_import_plan|106567_221210_6_not_null|CHECK|||||
|sports_import_plan|106567_221210_7_not_null|CHECK|||||
|sports_import_plan|106567_221210_8_not_null|CHECK|||||
|sports_import_plan|106567_221210_9_not_null|CHECK|||||
|sports_import_plan|sports_import_plan_pkey|PRIMARY KEY|id|ops|sports_import_plan|id|
|sports_import_plan|sports_import_plan_sport_code_key|UNIQUE|sport_code|ops|sports_import_plan|sport_code|
|worker_locks|106567_254028_1_not_null|CHECK|||||
|worker_locks|106567_254028_7_not_null|CHECK|||||
|worker_locks|106567_254028_8_not_null|CHECK|||||
|worker_locks|worker_locks_pkey|PRIMARY KEY|lock_name|ops|worker_locks|lock_name|
