|table_schema|table_name|ordinal_position|column_name|data_type|udt_name|is_nullable|column_default|
|ops|v_fb_api_expansion_ingest_jobs|6|season|text|text|YES||
|ops|v_fb_api_expansion_ingest_jobs|7|target_enabled|boolean|bool|YES||
|ops|v_fb_api_expansion_ingest_jobs|8|tier|integer|int4|YES||
|ops|v_fb_api_expansion_ingest_jobs|9|fixtures_days_back|integer|int4|YES||
|ops|v_fb_api_expansion_ingest_jobs|10|fixtures_days_forward|integer|int4|YES||
|ops|v_fb_api_expansion_ingest_jobs|11|odds_days_forward|integer|int4|YES||
|ops|v_fb_api_expansion_ingest_jobs|12|max_requests_per_run|integer|int4|YES||
|ops|v_fb_api_expansion_ingest_jobs|13|notes|text|text|YES||
|ops|v_fb_api_expansion_ingest_jobs|14|run_group|text|text|YES||
|ops|v_fb_api_expansion_ingest_jobs|15|entity|text|text|YES||
|ops|v_fb_api_expansion_ingest_jobs|16|priority|integer|int4|YES||
|ops|v_fb_api_expansion_ingest_jobs|17|entity_enabled|boolean|bool|YES||
|ops|v_fb_api_expansion_ingest_jobs_test_mode|1|ingest_target_id|bigint|int8|YES||
|ops|v_fb_api_expansion_ingest_jobs_test_mode|2|sport_code|text|text|YES||
|ops|v_fb_api_expansion_ingest_jobs_test_mode|3|canonical_league_id|bigint|int8|YES||
|ops|v_fb_api_expansion_ingest_jobs_test_mode|4|provider|text|text|YES||
|ops|v_fb_api_expansion_ingest_jobs_test_mode|5|provider_league_id|text|text|YES||
|ops|v_fb_api_expansion_ingest_jobs_test_mode|6|season|text|text|YES||
|ops|v_fb_api_expansion_ingest_jobs_test_mode|7|target_enabled|boolean|bool|YES||
|ops|v_fb_api_expansion_ingest_jobs_test_mode|8|tier|integer|int4|YES||
|ops|v_fb_api_expansion_ingest_jobs_test_mode|9|fixtures_days_back|integer|int4|YES||
|ops|v_fb_api_expansion_ingest_jobs_test_mode|10|fixtures_days_forward|integer|int4|YES||
|ops|v_fb_api_expansion_ingest_jobs_test_mode|11|odds_days_forward|integer|int4|YES||
|ops|v_fb_api_expansion_ingest_jobs_test_mode|12|max_requests_per_run|integer|int4|YES||
|ops|v_fb_api_expansion_ingest_jobs_test_mode|13|notes|text|text|YES||
|ops|v_fb_api_expansion_ingest_jobs_test_mode|14|run_group|text|text|YES||
|ops|v_fb_api_expansion_ingest_jobs_test_mode|15|entity|text|text|YES||
|ops|v_fb_api_expansion_ingest_jobs_test_mode|16|priority|integer|int4|YES||
|ops|v_fb_api_expansion_ingest_jobs_test_mode|17|entity_enabled|boolean|bool|YES||
|ops|v_fb_api_expansion_ingest_jobs_test_mode|18|effective_season|text|text|YES||
|ops|v_fb_eu_ingest_jobs|1|ingest_target_id|bigint|int8|YES||
|ops|v_fb_eu_ingest_jobs|2|sport_code|text|text|YES||
|ops|v_fb_eu_ingest_jobs|3|canonical_league_id|bigint|int8|YES||
|ops|v_fb_eu_ingest_jobs|4|provider|text|text|YES||
|ops|v_fb_eu_ingest_jobs|5|provider_league_id|text|text|YES||
|ops|v_fb_eu_ingest_jobs|6|season|text|text|YES||
|ops|v_fb_eu_ingest_jobs|7|target_enabled|boolean|bool|YES||
|ops|v_fb_eu_ingest_jobs|8|tier|integer|int4|YES||
|ops|v_fb_eu_ingest_jobs|9|fixtures_days_back|integer|int4|YES||
|ops|v_fb_eu_ingest_jobs|10|fixtures_days_forward|integer|int4|YES||
|ops|v_fb_eu_ingest_jobs|11|odds_days_forward|integer|int4|YES||
|ops|v_fb_eu_ingest_jobs|12|max_requests_per_run|integer|int4|YES||
|ops|v_fb_eu_ingest_jobs|13|notes|text|text|YES||
|ops|v_fb_eu_ingest_jobs|14|run_group|text|text|YES||
|ops|v_fb_eu_ingest_jobs|15|entity|text|text|YES||
|ops|v_fb_eu_ingest_jobs|16|priority|integer|int4|YES||
|ops|v_fb_eu_ingest_jobs|17|entity_enabled|boolean|bool|YES||
|ops|v_fb_eu_ingest_jobs_test_mode|1|ingest_target_id|bigint|int8|YES||
|ops|v_fb_eu_ingest_jobs_test_mode|2|sport_code|text|text|YES||
|ops|v_fb_eu_ingest_jobs_test_mode|3|canonical_league_id|bigint|int8|YES||
|ops|v_fb_eu_ingest_jobs_test_mode|4|provider|text|text|YES||
|ops|v_fb_eu_ingest_jobs_test_mode|5|provider_league_id|text|text|YES||
|ops|v_fb_eu_ingest_jobs_test_mode|6|season|text|text|YES||
|ops|v_fb_eu_ingest_jobs_test_mode|7|target_enabled|boolean|bool|YES||
|ops|v_fb_eu_ingest_jobs_test_mode|8|tier|integer|int4|YES||
|ops|v_fb_eu_ingest_jobs_test_mode|9|fixtures_days_back|integer|int4|YES||
|ops|v_fb_eu_ingest_jobs_test_mode|10|fixtures_days_forward|integer|int4|YES||
|ops|v_fb_eu_ingest_jobs_test_mode|11|odds_days_forward|integer|int4|YES||
|ops|v_fb_eu_ingest_jobs_test_mode|12|max_requests_per_run|integer|int4|YES||
|ops|v_fb_eu_ingest_jobs_test_mode|13|notes|text|text|YES||
|ops|v_fb_eu_ingest_jobs_test_mode|14|run_group|text|text|YES||
|ops|v_fb_eu_ingest_jobs_test_mode|15|entity|text|text|YES||
|ops|v_fb_eu_ingest_jobs_test_mode|16|priority|integer|int4|YES||
|ops|v_fb_eu_ingest_jobs_test_mode|17|entity_enabled|boolean|bool|YES||
|ops|v_fb_eu_ingest_jobs_test_mode|18|effective_season|text|text|YES||
|ops|v_fb_fd_core_ingest_jobs|1|ingest_target_id|bigint|int8|YES||
|ops|v_fb_fd_core_ingest_jobs|2|sport_code|text|text|YES||
|ops|v_fb_fd_core_ingest_jobs|3|canonical_league_id|bigint|int8|YES||
|ops|v_fb_fd_core_ingest_jobs|4|provider|text|text|YES||
|ops|v_fb_fd_core_ingest_jobs|5|provider_league_id|text|text|YES||
|ops|v_fb_fd_core_ingest_jobs|6|season|text|text|YES||
|ops|v_fb_fd_core_ingest_jobs|7|target_enabled|boolean|bool|YES||
|ops|v_fb_fd_core_ingest_jobs|8|tier|integer|int4|YES||
|ops|v_fb_fd_core_ingest_jobs|9|fixtures_days_back|integer|int4|YES||
|ops|v_fb_fd_core_ingest_jobs|10|fixtures_days_forward|integer|int4|YES||
|ops|v_fb_fd_core_ingest_jobs|11|odds_days_forward|integer|int4|YES||
|ops|v_fb_fd_core_ingest_jobs|12|max_requests_per_run|integer|int4|YES||
|ops|v_fb_fd_core_ingest_jobs|13|notes|text|text|YES||
|ops|v_fb_fd_core_ingest_jobs|14|run_group|text|text|YES||
|ops|v_fb_fd_core_ingest_jobs|15|entity|text|text|YES||
|ops|v_fb_fd_core_ingest_jobs|16|priority|integer|int4|YES||
|ops|v_fb_fd_core_ingest_jobs|17|entity_enabled|boolean|bool|YES||
|ops|v_fb_fd_core_ingest_jobs_test_mode|1|ingest_target_id|bigint|int8|YES||
|ops|v_fb_fd_core_ingest_jobs_test_mode|2|sport_code|text|text|YES||
|ops|v_fb_fd_core_ingest_jobs_test_mode|3|canonical_league_id|bigint|int8|YES||
|ops|v_fb_fd_core_ingest_jobs_test_mode|4|provider|text|text|YES||
|ops|v_fb_fd_core_ingest_jobs_test_mode|5|provider_league_id|text|text|YES||
|ops|v_fb_fd_core_ingest_jobs_test_mode|6|season|text|text|YES||
|ops|v_fb_fd_core_ingest_jobs_test_mode|7|target_enabled|boolean|bool|YES||
|ops|v_fb_fd_core_ingest_jobs_test_mode|8|tier|integer|int4|YES||
|ops|v_fb_fd_core_ingest_jobs_test_mode|9|fixtures_days_back|integer|int4|YES||
|ops|v_fb_fd_core_ingest_jobs_test_mode|10|fixtures_days_forward|integer|int4|YES||
|ops|v_fb_fd_core_ingest_jobs_test_mode|11|odds_days_forward|integer|int4|YES||
|ops|v_fb_fd_core_ingest_jobs_test_mode|12|max_requests_per_run|integer|int4|YES||
|ops|v_fb_fd_core_ingest_jobs_test_mode|13|notes|text|text|YES||
|ops|v_fb_fd_core_ingest_jobs_test_mode|14|run_group|text|text|YES||
|ops|v_fb_fd_core_ingest_jobs_test_mode|15|entity|text|text|YES||
|ops|v_fb_fd_core_ingest_jobs_test_mode|16|priority|integer|int4|YES||
|ops|v_fb_fd_core_ingest_jobs_test_mode|17|entity_enabled|boolean|bool|YES||
|ops|v_fb_fd_core_ingest_jobs_test_mode|18|effective_season|text|text|YES||
|ops|v_fb_job_catalog|1|layer|text|text|YES||
|ops|v_fb_job_catalog|2|layer_order|integer|int4|YES||
|ops|v_fb_job_catalog|3|provider|text|text|YES||
|ops|v_fb_job_catalog|4|sport_code|text|text|YES||
|ops|v_fb_job_catalog|5|run_group|text|text|YES||
|ops|v_fb_job_catalog|6|entity|text|text|YES||
|ops|v_fb_job_catalog|7|entity_order|integer|int4|YES||
|ops|v_fb_job_catalog|8|job_code|text|text|YES||
|ops|v_fb_job_catalog|9|target_count|bigint|int8|YES||
|ops|v_fb_job_catalog|10|planned_requests|bigint|int8|YES||
|ops|v_fb_job_catalog|11|min_effective_season|text|text|YES||
|ops|v_fb_job_catalog|12|max_effective_season|text|text|YES||
|ops|v_fb_provider_reality|1|provider|text|text|YES||
|ops|v_fb_provider_reality|2|sport_code|text|text|YES||
|ops|v_fb_provider_reality|3|entity|text|text|YES||
|ops|v_fb_provider_reality|4|coverage_status|text|text|YES||
|ops|v_fb_provider_reality|5|is_enabled|boolean|bool|YES||
|ops|v_fb_provider_reality|6|is_primary_source|boolean|bool|YES||
|ops|v_fb_provider_reality|7|is_fallback_source|boolean|bool|YES||
|ops|v_fb_provider_reality|8|free_plan_supported|boolean|bool|YES||
|ops|v_fb_provider_reality|9|paid_plan_supported|boolean|bool|YES||
|ops|v_fb_provider_reality|10|provider_priority|integer|int4|YES||
|ops|v_fb_provider_reality|11|fetch_priority|integer|int4|YES||
|ops|v_fb_provider_reality|12|merge_priority|integer|int4|YES||
|ops|v_fb_provider_reality|13|source_endpoint|text|text|YES||
|ops|v_fb_provider_reality|14|worker_script|text|text|YES||
|ops|v_fb_provider_reality|15|target_table|text|text|YES||
|ops|v_fb_provider_reality|16|notes|text|text|YES||
|ops|v_fb_provider_reality|17|limitations|text|text|YES||
|ops|v_fb_provider_reality|18|next_action|text|text|YES||
|ops|v_fb_test_execution_order|1|execution_order|bigint|int8|YES||
|ops|v_fb_test_execution_order|2|layer|text|text|YES||
|ops|v_fb_test_execution_order|3|provider|text|text|YES||
|ops|v_fb_test_execution_order|4|sport_code|text|text|YES||
|ops|v_fb_test_execution_order|5|run_group|text|text|YES||
|ops|v_fb_test_execution_order|6|entity|text|text|YES||
|ops|v_fb_test_execution_order|7|effective_season|text|text|YES||
|ops|v_fb_test_execution_order|8|ingest_target_id|bigint|int8|YES||
|ops|v_fb_test_execution_order|9|canonical_league_id|bigint|int8|YES||
|ops|v_fb_test_execution_order|10|provider_league_id|text|text|YES||
|ops|v_fb_test_execution_order|11|max_requests_per_run|integer|int4|YES||
|ops|v_fb_test_execution_order|12|fixtures_days_back|integer|int4|YES||
|ops|v_fb_test_execution_order|13|fixtures_days_forward|integer|int4|YES||
|ops|v_fb_test_execution_order|14|notes|text|text|YES||
|ops|v_fb_test_mode_all_layers|1|layer|text|text|YES||
|ops|v_fb_test_mode_all_layers|2|provider|text|text|YES||
|ops|v_fb_test_mode_all_layers|3|sport_code|text|text|YES||
|ops|v_fb_test_mode_all_layers|4|run_group|text|text|YES||
|ops|v_fb_test_mode_all_layers|5|entity|text|text|YES||
|ops|v_fb_test_mode_all_layers|6|effective_season|text|text|YES||
|ops|v_fb_test_mode_all_layers|7|ingest_target_id|bigint|int8|YES||
|ops|v_fb_test_mode_all_layers|8|canonical_league_id|bigint|int8|YES||
|ops|v_fb_test_mode_all_layers|9|provider_league_id|text|text|YES||
|ops|v_fb_test_mode_all_layers|10|max_requests_per_run|integer|int4|YES||
|ops|v_fb_test_mode_all_layers|11|fixtures_days_back|integer|int4|YES||
|ops|v_fb_test_mode_all_layers|12|fixtures_days_forward|integer|int4|YES||
|ops|v_fb_test_mode_all_layers|13|notes|text|text|YES||
|ops|v_fb_test_mode_orchestrator|1|layer|text|text|YES||
|ops|v_fb_test_mode_orchestrator|2|provider|text|text|YES||
|ops|v_fb_test_mode_orchestrator|3|sport_code|text|text|YES||
|ops|v_fb_test_mode_orchestrator|4|run_group|text|text|YES||
|ops|v_fb_test_mode_orchestrator|5|entity|text|text|YES||
|ops|v_fb_test_mode_orchestrator|6|effective_season|text|text|YES||
|ops|v_fb_test_mode_orchestrator|7|ingest_target_id|bigint|int8|YES||
|ops|v_fb_test_mode_orchestrator|8|canonical_league_id|bigint|int8|YES||
|ops|v_fb_test_mode_orchestrator|9|provider_league_id|text|text|YES||
|ops|v_fb_test_mode_orchestrator|10|max_requests_per_run|integer|int4|YES||
|ops|v_fb_test_mode_orchestrator|11|fixtures_days_back|integer|int4|YES||
|ops|v_fb_test_mode_orchestrator|12|fixtures_days_forward|integer|int4|YES||
|ops|v_fb_test_mode_orchestrator|13|notes|text|text|YES||
|ops|v_fb_test_phase1|1|execution_order|bigint|int8|YES||
|ops|v_fb_test_phase1|2|layer|text|text|YES||
|ops|v_fb_test_phase1|3|provider|text|text|YES||
|ops|v_fb_test_phase1|4|sport_code|text|text|YES||
|ops|v_fb_test_phase1|5|run_group|text|text|YES||
|ops|v_fb_test_phase1|6|entity|text|text|YES||
|ops|v_fb_test_phase1|7|effective_season|text|text|YES||
|ops|v_fb_test_phase1|8|ingest_target_id|bigint|int8|YES||
|ops|v_fb_test_phase1|9|canonical_league_id|bigint|int8|YES||
|ops|v_fb_test_phase1|10|provider_league_id|text|text|YES||
|ops|v_fb_test_phase1|11|max_requests_per_run|integer|int4|YES||
|ops|v_fb_test_phase1|12|fixtures_days_back|integer|int4|YES||
|ops|v_fb_test_phase1|13|fixtures_days_forward|integer|int4|YES||
|ops|v_fb_test_phase1|14|notes|text|text|YES||
|ops|v_harvest_e2e_control|1|provider|text|text|YES||
|ops|v_harvest_e2e_control|2|sport_code|text|text|YES||
|ops|v_harvest_e2e_control|3|sport_name|text|text|YES||
|ops|v_harvest_e2e_control|4|entity|text|text|YES||
|ops|v_harvest_e2e_control|5|run_group|text|text|YES||
|ops|v_harvest_e2e_control|6|entity_plan_enabled|boolean|bool|YES||
|ops|v_harvest_e2e_control|7|coverage_enabled|boolean|bool|YES||
|ops|v_harvest_e2e_control|8|targets_enabled|bigint|int8|YES||
|ops|v_harvest_e2e_control|9|targets_total|bigint|int8|YES||
|ops|v_harvest_e2e_control|10|coverage_status|text|text|YES||
|ops|v_harvest_e2e_control|11|provider_priority|integer|int4|YES||
|ops|v_harvest_e2e_control|12|fetch_priority|integer|int4|YES||
|ops|v_harvest_e2e_control|13|merge_priority|integer|int4|YES||
|ops|v_harvest_e2e_control|14|quality_rating|text|text|YES||
|ops|v_harvest_e2e_control|15|availability_scope|text|text|YES||
|ops|v_harvest_e2e_control|16|free_plan_supported|boolean|bool|YES||
|ops|v_harvest_e2e_control|17|paid_plan_supported|boolean|bool|YES||
|ops|v_harvest_e2e_control|18|is_primary_source|boolean|bool|YES||
|ops|v_harvest_e2e_control|19|is_fallback_source|boolean|bool|YES||
|ops|v_harvest_e2e_control|20|pending_cnt|bigint|int8|YES||
|ops|v_harvest_e2e_control|21|running_cnt|bigint|int8|YES||
|ops|v_harvest_e2e_control|22|done_cnt|bigint|int8|YES||
|ops|v_harvest_e2e_control|23|error_cnt|bigint|int8|YES||
|ops|v_harvest_e2e_control|24|planner_last_update|timestamp with time zone|timestamptz|YES||
|ops|v_harvest_e2e_control|25|active_accounts|bigint|int8|YES||
|ops|v_harvest_e2e_control|26|max_plan_code|text|text|YES||
|ops|v_harvest_e2e_control|27|provider_sport_enabled|boolean|bool|YES||
|ops|v_harvest_e2e_control|28|supports_leagues|boolean|bool|YES||
|ops|v_harvest_e2e_control|29|supports_teams|boolean|bool|YES||
|ops|v_harvest_e2e_control|30|supports_fixtures|boolean|bool|YES||
|ops|v_harvest_e2e_control|31|supports_players|boolean|bool|YES||
|ops|v_harvest_e2e_control|32|supports_player_stats|boolean|bool|YES||
|ops|v_harvest_e2e_control|33|supports_odds|boolean|bool|YES||
|ops|v_harvest_e2e_control|34|supports_coaches|boolean|bool|YES||
|ops|v_harvest_e2e_control|35|supports_standings|boolean|bool|YES||
|ops|v_harvest_e2e_control|36|ingest_mode|text|text|YES||
|ops|v_harvest_e2e_control|37|scope_type|text|text|YES||
|ops|v_harvest_e2e_control|38|requires_league|boolean|bool|YES||
|ops|v_harvest_e2e_control|39|requires_season|boolean|bool|YES||
|ops|v_harvest_e2e_control|40|worker_script|text|text|YES||
|ops|v_harvest_e2e_control|41|source_endpoint|text|text|YES||
|ops|v_harvest_e2e_control|42|target_table|text|text|YES||
|ops|v_harvest_e2e_control|43|notes|text|text|YES||
|ops|v_harvest_e2e_control|44|limitations|text|text|YES||
|ops|v_harvest_e2e_control|45|next_action|text|text|YES||
|ops|v_harvest_e2e_control|46|harvest_status|text|text|YES||
|ops|v_harvest_e2e_control|47|harvest_rank|integer|int4|YES||
|ops|v_harvest_e2e_control|48|active_worker_locks|bigint|int8|YES||
|ops|v_ingest_overview|1|provider|text|text|YES||
|ops|v_ingest_overview|2|sport_code|text|text|YES||
|ops|v_ingest_overview|3|sport_name|text|text|YES||
|ops|v_ingest_overview|4|entity|text|text|YES||
|ops|v_ingest_overview|5|priority|integer|int4|YES||
|ops|v_ingest_overview|6|enabled|boolean|bool|YES||
|ops|v_ingest_overview|7|default_run_group|text|text|YES||
|ops|v_ingest_overview|8|requires_season|boolean|bool|YES||
|ops|v_ingest_overview|9|requires_league|boolean|bool|YES||
|ops|v_ingest_overview|10|requires_team|boolean|bool|YES||
|ops|v_ingest_overview|11|requires_player|boolean|bool|YES||
|ops|v_ingest_overview|12|requires_match|boolean|bool|YES||
|ops|v_ingest_overview|13|supports_leagues|boolean|bool|YES||
|ops|v_ingest_overview|14|supports_teams|boolean|bool|YES||
|ops|v_ingest_overview|15|supports_fixtures|boolean|bool|YES||
|ops|v_ingest_overview|16|supports_players|boolean|bool|YES||
|ops|v_ingest_overview|17|supports_player_stats|boolean|bool|YES||
|ops|v_ingest_overview|18|supports_odds|boolean|bool|YES||
|ops|v_ingest_overview|19|supports_coaches|boolean|bool|YES||
|ops|v_ingest_overview|20|entity_model|text|text|YES||
|ops|v_ingest_overview|21|uses_teams|boolean|bool|YES||
|ops|v_ingest_overview|22|uses_players|boolean|bool|YES||
|ops|v_ingest_overview|23|uses_coaches|boolean|bool|YES||
|ops|v_ingest_overview|24|uses_rankings|boolean|bool|YES||
|ops|v_ingest_planner_queue|1|id|bigint|int8|YES||
|ops|v_ingest_planner_queue|2|provider|text|text|YES||
|ops|v_ingest_planner_queue|3|sport_code|text|text|YES||
|ops|v_ingest_planner_queue|4|entity|text|text|YES||
|ops|v_ingest_planner_queue|5|provider_league_id|text|text|YES||
|ops|v_ingest_planner_queue|6|season|text|text|YES||
|ops|v_ingest_planner_queue|7|run_group|text|text|YES||
|ops|v_ingest_planner_queue|8|priority|integer|int4|YES||
|ops|v_ingest_planner_queue|9|status|text|text|YES||
|ops|v_ingest_planner_queue|10|attempts|integer|int4|YES||
|ops|v_ingest_planner_queue|11|last_attempt|timestamp with time zone|timestamptz|YES||
|ops|v_ingest_planner_queue|12|next_run|timestamp with time zone|timestamptz|YES||
|ops|v_ingest_planner_queue|13|created_at|timestamp with time zone|timestamptz|YES||
|ops|v_ingest_planner_queue|14|updated_at|timestamp with time zone|timestamptz|YES||
|ops|v_ingest_planner_queue|15|is_ready_now|boolean|bool|YES||
|ops|v_ingest_planner_status|1|provider|text|text|YES||
|ops|v_ingest_planner_status|2|sport_code|text|text|YES||
|ops|v_ingest_planner_status|3|entity|text|text|YES||
|ops|v_ingest_planner_status|4|run_group|text|text|YES||
|ops|v_ingest_planner_status|5|status|text|text|YES||
|ops|v_ingest_planner_status|6|jobs_count|integer|int4|YES||
|ops|v_ingest_planner_status|7|min_priority|integer|int4|YES||
|ops|v_ingest_planner_status|8|max_priority|integer|int4|YES||
|ops|v_ingest_planner_status|9|next_run_min|timestamp with time zone|timestamptz|YES||
|ops|v_ingest_planner_status|10|next_run_max|timestamp with time zone|timestamptz|YES||
|ops|v_ingest_planner_status|11|last_updated_at|timestamp with time zone|timestamptz|YES||
|ops|v_job_runs_recent|1|id|bigint|int8|YES||
|ops|v_job_runs_recent|2|job_code|text|text|YES||
|ops|v_job_runs_recent|3|started_at|timestamp with time zone|timestamptz|YES||
|ops|v_job_runs_recent|4|finished_at|timestamp with time zone|timestamptz|YES||
|ops|v_job_runs_recent|5|status|text|text|YES||
|ops|v_job_runs_recent|6|message|text|text|YES||
|ops|v_job_runs_recent|7|rows_affected|bigint|int8|YES||
|ops|v_job_runs_recent|8|duration_sec|integer|int4|YES||
|ops|v_job_runs_recent|9|params|jsonb|jsonb|YES||
|ops|v_job_runs_recent|10|details|jsonb|jsonb|YES||
|ops|v_job_runs_recent|11|created_at|timestamp with time zone|timestamptz|YES||
|ops|v_ops_bk_core_full_job_catalog|1|provider|text|text|YES||
|ops|v_ops_bk_core_full_job_catalog|2|sport_code|text|text|YES||
|ops|v_ops_bk_core_full_job_catalog|3|run_group|text|text|YES||
|ops|v_ops_bk_core_full_job_catalog|4|entity|text|text|YES||
|ops|v_ops_bk_core_full_job_catalog|5|entity_order|integer|int4|YES||
|ops|v_ops_bk_core_full_job_catalog|6|target_count|bigint|int8|YES||
|ops|v_ops_bk_core_full_job_catalog|7|planned_requests|bigint|int8|YES||
|ops|v_ops_bk_core_full_job_catalog|8|job_code|text|text|YES||
|ops|v_ops_bk_core_runnable_jobs|1|provider|text|text|YES||
|ops|v_ops_bk_core_runnable_jobs|2|sport_code|text|text|YES||
|ops|v_ops_bk_core_runnable_jobs|3|run_group|text|text|YES||
|ops|v_ops_bk_core_runnable_jobs|4|entity|text|text|YES||
|ops|v_ops_bk_core_runnable_jobs|5|entity_order|integer|int4|YES||
|ops|v_ops_bk_core_runnable_jobs|6|target_count|bigint|int8|YES||
|ops|v_ops_bk_core_runnable_jobs|7|planned_requests|bigint|int8|YES||
|ops|v_ops_bk_core_runnable_jobs|8|job_code|text|text|YES||
|ops|v_ops_bk_core_runnable_jobs|9|ingest_mode|text|text|YES||
|ops|v_ops_bk_core_runnable_jobs|10|enabled|boolean|bool|YES||
|ops|v_ops_bk_core_runnable_jobs|11|priority|integer|int4|YES||
|ops|v_ops_bk_core_runnable_jobs|12|batch_size|integer|int4|YES||
|ops|v_ops_bk_core_runnable_jobs|13|max_requests_per_run|integer|int4|YES||
|ops|v_ops_bk_core_runnable_jobs|14|retry_limit|integer|int4|YES||
|ops|v_ops_bk_core_runnable_jobs|15|cooldown_seconds|integer|int4|YES||
|ops|v_ops_bk_core_runnable_jobs|16|days_back|integer|int4|YES||
|ops|v_ops_bk_core_runnable_jobs|17|days_forward|integer|int4|YES||
|ops|v_ops_bk_top_full_job_catalog|1|provider|text|text|YES||
|ops|v_ops_bk_top_full_job_catalog|2|sport_code|text|text|YES||
|ops|v_ops_bk_top_full_job_catalog|3|run_group|text|text|YES||
|ops|v_ops_bk_top_full_job_catalog|4|entity|text|text|YES||
|ops|v_ops_bk_top_full_job_catalog|5|entity_order|integer|int4|YES||
|ops|v_ops_bk_top_full_job_catalog|6|target_count|bigint|int8|YES||
|ops|v_ops_bk_top_full_job_catalog|7|planned_requests|bigint|int8|YES||
|ops|v_ops_bk_top_full_job_catalog|8|job_code|text|text|YES||
|ops|v_ops_bk_top_runnable_jobs|1|provider|text|text|YES||
|ops|v_ops_bk_top_runnable_jobs|2|sport_code|text|text|YES||
|ops|v_ops_bk_top_runnable_jobs|3|run_group|text|text|YES||
|ops|v_ops_bk_top_runnable_jobs|4|entity|text|text|YES||
|ops|v_ops_bk_top_runnable_jobs|5|entity_order|integer|int4|YES||
|ops|v_ops_bk_top_runnable_jobs|6|target_count|bigint|int8|YES||
|ops|v_ops_bk_top_runnable_jobs|7|planned_requests|bigint|int8|YES||
|ops|v_ops_bk_top_runnable_jobs|8|job_code|text|text|YES||
|ops|v_ops_bk_top_runnable_jobs|9|ingest_mode|text|text|YES||
|ops|v_ops_bk_top_runnable_jobs|10|enabled|boolean|bool|YES||
|ops|v_ops_bk_top_runnable_jobs|11|priority|integer|int4|YES||
|ops|v_ops_bk_top_runnable_jobs|12|batch_size|integer|int4|YES||
|ops|v_ops_bk_top_runnable_jobs|13|max_requests_per_run|integer|int4|YES||
|ops|v_ops_bk_top_runnable_jobs|14|retry_limit|integer|int4|YES||
|ops|v_ops_bk_top_runnable_jobs|15|cooldown_seconds|integer|int4|YES||
|ops|v_ops_bk_top_runnable_jobs|16|days_back|integer|int4|YES||
|ops|v_ops_bk_top_runnable_jobs|17|days_forward|integer|int4|YES||
|ops|v_ops_dashboard_by_provider|1|provider|text|text|YES||
|ops|v_ops_dashboard_by_provider|2|total_rows|integer|int4|YES||
|ops|v_ops_dashboard_by_provider|3|run_now_rows|integer|int4|YES||
|ops|v_ops_dashboard_by_provider|4|validate_rows|integer|int4|YES||
|ops|v_ops_dashboard_by_provider|5|monitor_rows|integer|int4|YES||
|ops|v_ops_dashboard_by_provider|6|review_rows|integer|int4|YES||
|ops|v_ops_dashboard_by_provider|7|wait_plan_rows|integer|int4|YES||
|ops|v_ops_dashboard_by_provider|8|blocked_rows|integer|int4|YES||
|ops|v_ops_dashboard_by_provider|9|can_run_rows|integer|int4|YES||
|ops|v_ops_dashboard_by_provider|10|cannot_run_rows|integer|int4|YES||
|ops|v_ops_dashboard_by_provider|11|pending_total|bigint|int8|YES||
|ops|v_ops_dashboard_by_provider|12|running_total|bigint|int8|YES||
|ops|v_ops_dashboard_by_provider|13|done_total|bigint|int8|YES||
|ops|v_ops_dashboard_by_provider|14|error_total|bigint|int8|YES||
|ops|v_ops_dashboard_by_provider|15|skipped_total|bigint|int8|YES||
|ops|v_ops_dashboard_by_provider|16|total_targets_sum|bigint|int8|YES||
|ops|v_ops_dashboard_by_provider|17|enabled_targets_sum|bigint|int8|YES||
|ops|v_ops_dashboard_by_provider|18|pct_run_now|numeric|numeric|YES||
|ops|v_ops_dashboard_by_provider|19|pct_can_run|numeric|numeric|YES||
|ops|v_ops_dashboard_by_provider|20|pct_enabled_targets|numeric|numeric|YES||
|ops|v_ops_dashboard_by_sport|1|sport_code|text|text|YES||
|ops|v_ops_dashboard_by_sport|2|total_rows|integer|int4|YES||
|ops|v_ops_dashboard_by_sport|3|run_now_rows|integer|int4|YES||
|ops|v_ops_dashboard_by_sport|4|validate_rows|integer|int4|YES||
|ops|v_ops_dashboard_by_sport|5|monitor_rows|integer|int4|YES||
|ops|v_ops_dashboard_by_sport|6|review_rows|integer|int4|YES||
|ops|v_ops_dashboard_by_sport|7|wait_plan_rows|integer|int4|YES||
|ops|v_ops_dashboard_by_sport|8|blocked_rows|integer|int4|YES||
|ops|v_ops_dashboard_by_sport|9|can_run_rows|integer|int4|YES||
|ops|v_ops_dashboard_by_sport|10|cannot_run_rows|integer|int4|YES||
|ops|v_ops_dashboard_by_sport|11|pending_total|bigint|int8|YES||
|ops|v_ops_dashboard_by_sport|12|running_total|bigint|int8|YES||
|ops|v_ops_dashboard_by_sport|13|done_total|bigint|int8|YES||
|ops|v_ops_dashboard_by_sport|14|error_total|bigint|int8|YES||
|ops|v_ops_dashboard_by_sport|15|skipped_total|bigint|int8|YES||
|ops|v_ops_dashboard_by_sport|16|total_targets_sum|bigint|int8|YES||
|ops|v_ops_dashboard_by_sport|17|enabled_targets_sum|bigint|int8|YES||
|ops|v_ops_dashboard_by_sport|18|pct_run_now|numeric|numeric|YES||
|ops|v_ops_dashboard_by_sport|19|pct_can_run|numeric|numeric|YES||
