|id   |provider        |sport_code|entity  |provider_league_id|season|run_group           |priority|status |attempts|last_attempt                 |next_run                     |created_at                   |updated_at                   |
|1,186|api_hockey      |HK        |coaches |257               |      |HK_TOP              |2,060   |pending|0       |                             |2026-03-21 15:17:24.251 +0100|2026-03-21 15:17:24.251 +0100|2026-03-21 15:17:24.251 +0100|
|1,187|api_hockey      |HK        |leagues |207               |      |HK_TOP              |2,010   |pending|0       |                             |2026-03-21 15:17:24.251 +0100|2026-03-21 15:17:24.251 +0100|2026-03-21 15:17:24.251 +0100|
|1,028|api_mma         |MMA       |leagues |                  |      |                    |10      |error  |1       |2026-03-22 09:35:41.577 +0100|                             |2026-03-20 10:56:49.510 +0100|2026-03-22 09:35:41.772 +0100|
|1,033|api_darts       |DRT       |leagues |                  |      |                    |10      |error  |1       |2026-03-22 09:35:41.797 +0100|                             |2026-03-20 10:56:49.510 +0100|2026-03-22 09:35:42.000 +0100|
|1,229|api_football    |FB        |odds    |173               |2022  |FB_API_EXPANSION    |20      |skipped|0       |                             |2026-03-22 11:55:26.056 +0100|2026-03-22 11:55:26.056 +0100|2026-03-23 16:10:34.126 +0100|
|1,231|api_football    |FB        |teams   |179               |2022  |FB_API_EXPANSION    |20      |pending|0       |                             |2026-03-22 11:55:26.056 +0100|2026-03-22 11:55:26.056 +0100|2026-03-22 11:55:26.056 +0100|
|1,235|api_football    |FB        |teams   |180               |2022  |FB_API_EXPANSION    |20      |pending|0       |                             |2026-03-22 11:55:26.056 +0100|2026-03-22 11:55:26.056 +0100|2026-03-22 11:55:26.056 +0100|
|1,232|api_football    |FB        |fixtures|179               |2022  |FB_API_EXPANSION    |20      |done   |1       |2026-03-23 13:48:07.584 +0100|                             |2026-03-22 11:55:26.056 +0100|2026-03-23 13:49:04.194 +0100|
|1,234|api_football    |FB        |players |179               |2022  |FB_API_EXPANSION    |20      |done   |1       |2026-03-22 13:38:57.959 +0100|                             |2026-03-22 11:55:26.056 +0100|2026-03-22 13:39:16.657 +0100|
|1,236|api_football    |FB        |fixtures|180               |2022  |FB_API_EXPANSION    |20      |done   |1       |2026-03-23 13:49:04.220 +0100|                             |2026-03-22 11:55:26.056 +0100|2026-03-23 13:49:49.668 +0100|
|1,153|api_hockey      |HK        |fixtures|230               |      |HK_TOP              |2,030   |done   |1       |2026-03-31 12:29:02.671 +0200|                             |2026-03-21 15:17:24.251 +0100|2026-03-31 12:29:04.058 +0200|
