|id   |sport_code|canonical_league_id|provider    |provider_league_id|season|enabled|tier|run_group|notes                                                                                                                                                     |
|-----|----------|-------------------|------------|------------------|------|-------|----|---------|----------------------------------------------------------------------------------------------------------------------------------------------------------|
|4,910|HB        |24,954             |api_handball|122               |2024  |true   |3   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
|4,911|HB        |25,024             |api_handball|123               |2024  |true   |3   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
|4,912|HB        |25,004             |api_handball|124               |2024  |true   |3   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
|4,913|HB        |25,008             |api_handball|125               |2024  |true   |3   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
|4,914|HB        |25,001             |api_handball|126               |2024  |true   |3   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
|4,915|HB        |25,053             |api_handball|127               |2024  |true   |3   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
|4,916|HB        |24,945             |api_handball|128               |2024  |true   |3   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
|4,917|HB        |25,078             |api_handball|129               |2024  |true   |3   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
|4,919|HB        |24,884             |api_handball|130               |2024  |true   |3   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
|4,872|HB        |24,881             |api_handball|131               |2024  |true   |1   |HB_CORE  |HB smoke test: Champions League (api_handball league_id=131) | canonical league fixed to public.leagues.id=24881 | fixtures date window enabled (±30 days)|
|4,920|HB        |24,919             |api_handball|132               |2024  |true   |2   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
|4,921|HB        |25,065             |api_handball|133               |2024  |true   |2   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
|4,922|HB        |24,951             |api_handball|134               |2024  |true   |2   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
|4,923|HB        |24,905             |api_handball|135               |2024  |true   |2   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
|4,924|HB        |24,936             |api_handball|136               |2024  |true   |2   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
|4,925|HB        |25,047             |api_handball|137               |2024  |true   |2   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
|4,926|HB        |24,939             |api_handball|138               |2024  |true   |2   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
|4,927|HB        |25,033             |api_handball|139               |2024  |true   |2   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
|4,929|HB        |24,937             |api_handball|140               |2024  |true   |2   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
|4,930|HB        |24,889             |api_handball|141               |2024  |true   |2   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
|4,931|HB        |25,017             |api_handball|142               |2024  |true   |2   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
|4,932|HB        |24,947             |api_handball|143               |2024  |true   |2   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
|4,933|HB        |25,077             |api_handball|144               |2024  |true   |2   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
|4,882|HB        |24,882             |api_handball|145               |2024  |true   |1   |HB_CORE  |HB extension: EHF European League (api_handball league_id=145) | fixtures date window enabled (±30 days)                                                  |
|4,934|HB        |24,926             |api_handball|146               |2024  |true   |2   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
|4,935|HB        |24,999             |api_handball|147               |2024  |true   |2   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
|4,936|HB        |25,042             |api_handball|148               |2024  |true   |2   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
|4,937|HB        |25,031             |api_handball|149               |2024  |true   |2   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
|4,939|HB        |24,901             |api_handball|150               |2024  |true   |2   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
|4,940|HB        |25,002             |api_handball|151               |2024  |true   |2   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
|4,941|HB        |25,005             |api_handball|152               |2024  |true   |2   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
|4,942|HB        |25,058             |api_handball|153               |2024  |true   |2   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
|4,943|HB        |25,072             |api_handball|154               |2024  |true   |2   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
|4,944|HB        |24,930             |api_handball|155               |2024  |true   |2   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
|4,945|HB        |24,904             |api_handball|156               |2024  |true   |2   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
|4,946|HB        |24,988             |api_handball|157               |2024  |true   |2   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
|4,947|HB        |25,034             |api_handball|158               |2024  |true   |2   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
|4,948|HB        |25,068             |api_handball|159               |2024  |true   |2   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
|4,950|HB        |24,895             |api_handball|160               |2024  |true   |2   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
|4,951|HB        |25,090             |api_handball|161               |2024  |true   |2   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
|4,952|HB        |24,986             |api_handball|162               |2024  |true   |2   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
|4,953|HB        |25,044             |api_handball|163               |2024  |true   |2   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
|4,954|HB        |24,960             |api_handball|164               |2024  |true   |2   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
|4,955|HB        |25,045             |api_handball|165               |2024  |true   |2   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
|4,956|HB        |24,896             |api_handball|166               |2024  |true   |2   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
|4,957|HB        |25,011             |api_handball|167               |2024  |true   |2   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
|4,958|HB        |25,050             |api_handball|168               |2024  |true   |2   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
|4,959|HB        |25,035             |api_handball|169               |2024  |true   |2   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
|4,961|HB        |25,012             |api_handball|170               |2024  |true   |2   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
|4,962|HB        |24,959             |api_handball|171               |2024  |true   |2   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
|4,963|HB        |24,917             |api_handball|172               |2024  |true   |2   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
|4,964|HB        |24,973             |api_handball|173               |2024  |true   |2   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
|4,965|HB        |25,015             |api_handball|174               |2024  |true   |2   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
|4,966|HB        |25,013             |api_handball|175               |2024  |true   |2   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
|4,967|HB        |24,956             |api_handball|176               |2024  |true   |2   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
|4,968|HB        |24,907             |api_handball|177               |2024  |true   |2   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
|4,969|HB        |24,957             |api_handball|178               |2024  |true   |2   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
|4,970|HB        |25,084             |api_handball|179               |2024  |true   |2   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
|4,972|HB        |24,903             |api_handball|180               |2024  |true   |2   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
|4,973|HB        |25,038             |api_handball|181               |2024  |true   |2   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
|4,974|HB        |24,992             |api_handball|182               |2024  |true   |2   |HB_CORE  |HB full scope after leagues unblock | auto-expanded from public.league_provider_map                                                                       |
