|league_id|league_name                      |teams_in_league|total_players_in_league|avg_players_per_team|
|24,670   |Boris Yeltsin Cup Women                      |0              |0                      |0                   |
|21,252   |Botola 2                                     |0              |0                      |0                   |
|21,072   |Botola Pro                                   |0              |0                      |0                   |
|23,707   |Brasileiro de Aspirantes                     |0              |0                      |0                   |
|21,592   |Brasileiro de Aspirantes                     |0              |0                      |0                   |
|24,095   |Brasileiro U17                               |0              |0                      |0                   |
|21,981   |Brasileiro U17                               |0              |0                      |0                   |
|23,706   |Brasileiro U20 A                             |0              |0                      |0                   |
|21,591   |Brasileiro U20 A                             |0              |0                      |0                   |
|24,145   |Brasileiro U20 B                             |0              |0                      |0                   |
|22,031   |Brasileiro U20 B                             |0              |0                      |0                   |
|21,088   |Brasileiro Women                             |0              |0                      |0                   |
|21,472   |Brasiliense                                  |0              |0                      |0                   |
|23,587   |Brasiliense                                  |0              |0                      |0                   |
|24,108   |Brasiliense B                                |0              |0                      |0                   |
|21,994   |Brasiliense B                                |0              |0                      |0                   |
|21,948   |Brasiliense U20                              |0              |0                      |0                   |
|24,058   |Brasiliense U20                              |0              |0                      |0                   |
|20,920   |Brisbane Premier League                      |0              |0                      |0                   |
|23,257   |BSN                                          |0              |0                      |0                   |
|24,513   |Bulgaria Cup                                 |0              |0                      |0                   |
|24,602   |Bulgaria Cup Women                           |0              |0                      |0                   |
|23,039   |Bulgarian Cup                                |0              |0                      |0                   |
|20,924   |Bundesliga                                   |14             |0                      |0                   |
|27       |Bundesliga                                   |29             |0                      |0                   |
|20,856   |Bundesliga                                   |25             |0                      |0                   |
|21,822   |CAC Games                                    |0              |0                      |0                   |
|23,936   |CAC Games                                    |0              |0                      |0                   |
|21,860   |CAFA Nations Cup                             |0              |0                      |0                   |
|23,972   |CAFA Nations Cup                             |0              |0                      |0                   |
|21,449   |CAF Champions League                         |0              |0                      |0                   |
|21,194   |CAF Confederation Cup                        |0              |0                      |0                   |
|21,859   |CAF Cup of Nations - U17                     |0              |0                      |0                   |
|23,971   |CAF Cup of Nations - U17                     |0              |0                      |0                   |
|21,433   |CAF Super Cup                                |0              |0                      |0                   |
|23,574   |CAF Super Cup                                |0              |0                      |0                   |
|21,863   |CAF U23 Cup of Nations                       |0              |0                      |0                   |
|23,975   |CAF U23 Cup of Nations                       |0              |0                      |0                   |
|24,131   |CAF Women's Champions League                 |0              |0                      |0                   |
|22,018   |CAF Women's Champions League                 |0              |0                      |0                   |
|21,867   |Calcutta Premier Division                    |0              |0                      |0                   |
|23,979   |Calcutta Premier Division                    |0              |0                      |0                   |
|23,340   |California Classic                           |0              |0                      |0                   |
|21,691   |Campe?n de Campeones                         |0              |0                      |0                   |
|4        |Campeonato Brasileiro Série A                |45             |0                      |0                   |
|21,369   |Campeonato de Portugal Prio - Group A        |0              |0                      |0                   |
|23,517   |Campeonato de Portugal Prio - Group A        |0              |0                      |0                   |
|21,370   |Campeonato de Portugal Prio - Group B        |0              |0                      |0                   |
|23,518   |Campeonato de Portugal Prio - Group B        |0              |0                      |0                   |
|21,371   |Campeonato de Portugal Prio - Group C        |0              |0                      |0                   |
|23,519   |Campeonato de Portugal Prio - Group C        |0              |0                      |0                   |
|21,372   |Campeonato de Portugal Prio - Group D        |0              |0                      |0                   |
|23,520   |Campeonato de Portugal Prio - Group D        |0              |0                      |0                   |
|23,646   |Campeonato de Portugal Prio - Group E        |0              |0                      |0                   |
|21,530   |Campeonato de Portugal Prio - Group E        |0              |0                      |0                   |
|21,531   |Campeonato de Portugal Prio - Group F        |0              |0                      |0                   |
|23,647   |Campeonato de Portugal Prio - Group F        |0              |0                      |0                   |
|23,648   |Campeonato de Portugal Prio - Group G        |0              |0                      |0                   |
|21,532   |Campeonato de Portugal Prio - Group G        |0              |0                      |0                   |
|23,649   |Campeonato de Portugal Prio - Group H        |0              |0                      |0                   |
|21,533   |Campeonato de Portugal Prio - Group H        |0              |0                      |0                   |
|23,916   |Campeonato de Portugal Prio - Promotion Round|0              |0                      |0                   |
|21,803   |Campeonato de Portugal Prio - Promotion Round|0              |0                      |0                   |
|24,600   |Campeonato Honda                             |0              |0                      |0                   |
|24,470   |Campeonato Nacional                          |0              |0                      |0                   |
|23,805   |Campeón de Campeones                         |0              |0                      |0                   |
|21,684   |Campeones Cup                                |0              |0                      |0                   |
|23,798   |Campeones Cup                                |0              |0                      |0                   |
|21,154   |Campionato                                   |16             |0                      |0                   |
|23,676   |Campionato Primavera - 1                     |0              |0                      |0                   |
|21,561   |Campionato Primavera - 1                     |0              |0                      |0                   |
|21,562   |Campionato Primavera - 2                     |0              |0                      |0                   |
|23,677   |Campionato Primavera - 2                     |0              |0                      |0                   |
|22,566   |Campionatul National                         |0              |0                      |0                   |
|21,104   |Canadian Championship                        |0              |0                      |0                   |
|23,662   |Canadian Premier League                      |0              |0                      |0                   |
|21,546   |Canadian Premier League                      |0              |0                      |0                   |
|21,184   |Canadian Soccer League                       |0              |0                      |0                   |
|23,066   |Canal Digital Ligaen                         |0              |0                      |0                   |
|21,083   |Capital Territory NPL                        |0              |0                      |0                   |
|21,941   |Capital Territory NPL 2                      |0              |0                      |0                   |
|24,051   |Capital Territory NPL 2                      |0              |0                      |0                   |
|21,473   |Capixaba                                     |0              |0                      |0                   |
|23,588   |Capixaba                                     |0              |0                      |0                   |
|22,022   |Capixaba B                                   |0              |0                      |0                   |
|24,135   |Capixaba B                                   |0              |0                      |0                   |
|23,391   |Caribbean Cup                                |0              |0                      |0                   |
|20,866   |Caribbean Cup                                |0              |0                      |0                   |
|23,599   |Carioca - 1                                  |0              |0                      |0                   |
|21,484   |Carioca - 1                                  |0              |0                      |0                   |
|23,565   |Carioca - 2                                  |0              |0                      |0                   |
|21,416   |Carioca - 2                                  |0              |0                      |0                   |
|23,799   |Carioca A2                                   |0              |0                      |0                   |
|21,685   |Carioca A2                                   |0              |0                      |0                   |
|22,008   |Carioca B2                                   |0              |0                      |0                   |
|24,122   |Carioca B2                                   |0              |0                      |0                   |
|21,954   |Carioca C                                    |0              |0                      |0                   |
|24,064   |Carioca C                                    |0              |0                      |0                   |
|24,070   |Carioca U20                                  |0              |0                      |0                   |
|21,960   |Carioca U20                                  |0              |0                      |0                   |
|22,517   |Carlson Hockey Games                         |0              |0                      |0                   |
|22,520   |Cassovia Hockey Cup                          |0              |0                      |0                   |
|23,581   |Catarinense - 1                              |0              |0                      |0                   |
|21,466   |Catarinense - 1                              |0              |0                      |0                   |
|21,830   |Catarinense - 2                              |0              |0                      |0                   |
|23,942   |Catarinense - 2                              |0              |0                      |0                   |
|24,121   |Catarinense - 3                              |0              |0                      |0                   |
|22,007   |Catarinense - 3                              |0              |0                      |0                   |
|24,040   |Catarinense U20                              |0              |0                      |0                   |
|21,929   |Catarinense U20                              |0              |0                      |0                   |
|23,052   |CBA                                          |0              |0                      |0                   |
|23,053   |CBA Club Cup                                 |0              |0                      |0                   |
|23,035   |CBB                                          |0              |0                      |0                   |
|23,341   |CBI                                          |0              |0                      |0                   |
|23,586   |Cearense - 1                                 |0              |0                      |0                   |
|21,471   |Cearense - 1                                 |0              |0                      |0                   |
|23,564   |Cearense - 2                                 |0              |0                      |0                   |
|21,415   |Cearense - 2                                 |0              |0                      |0                   |
|21,969   |Cearense - 3                                 |0              |0                      |0                   |
|24,079   |Cearense - 3                                 |0              |0                      |0                   |
|21,958   |Cearense U20                                 |0              |0                      |0                   |
|24,068   |Cearense U20                                 |0              |0                      |0                   |
|23,042   |CEBL                                         |0              |0                      |0                   |
|23,816   |CECAFA Club Cup                              |0              |0                      |0                   |
|21,701   |CECAFA Club Cup                              |0              |0                      |0                   |
|23,411   |CECAFA Senior Challenge Cup                  |0              |0                      |0                   |
|21,006   |CECAFA Senior Challenge Cup                  |0              |0                      |0                   |
|24,126   |CECAFA U20 Championship                      |0              |0                      |0                   |
|22,013   |CECAFA U20 Championship                      |0              |0                      |0                   |
|23,642   |Central Youth League                         |0              |0                      |0                   |
|21,526   |Central Youth League                         |0              |0                      |0                   |
|24,545   |CEV Cup                                      |0              |0                      |0                   |
|24,637   |CEV Cup Women                                |0              |0                      |0                   |
|23,084   |CEWL Women                                   |0              |0                      |0                   |
|24,086   |Challenge Cup                                |0              |0                      |0                   |
|24,514   |Challenge Cup                                |0              |0                      |0                   |
|21,455   |Challenge Cup                                |0              |0                      |0                   |
|22,394   |Challenge Cup                                |0              |0                      |0                   |
|21,977   |Challenge Cup                                |0              |0                      |0                   |
|24,671   |Challenge Cup Women                          |0              |0                      |0                   |
|21,101   |Challenge League                             |14             |0                      |0                   |
|21,145   |Challenge League                             |20             |0                      |0                   |
|24,523   |Challenger Cup                               |0              |0                      |0                   |
|24,492   |Challenger Cup Women                         |0              |0                      |0                   |
|21,080   |Challenger Pro League                        |21             |0                      |0                   |
|23,897   |Championnat D1                               |0              |0                      |0                   |
|21,784   |Championnat D1                               |0              |0                      |0                   |
|21,158   |Championnat National                         |0              |0                      |0                   |
|21,911   |Championnat National                         |0              |0                      |0                   |
|24,024   |Championnat National                         |0              |0                      |0                   |
|24,478   |Champions Cup                                |0              |0                      |0                   |
|22,380   |Champions Cup Women                          |0              |0                      |0                   |
|24,445   |Champions Cup Women                          |0              |0                      |0                   |
|21,179   |Championship                                 |18             |0                      |0                   |
|20,861   |Championship                                 |19             |0                      |0                   |
|5        |Championship                                 |44             |0                      |0                   |
|22,599   |Championship                                 |0              |0                      |0                   |
|24,521   |Championship Women                           |0              |0                      |0                   |
|23,199   |Championship Women                           |0              |0                      |0                   |
|23,085   |Champions League                             |0              |0                      |0                   |
|24,465   |Champions League                             |0              |0                      |0                   |
|22,374   |Champions League                             |0              |0                      |0                   |
|23,369   |Champions League Americas                    |0              |0                      |0                   |
|24,535   |Champions League Women                       |0              |0                      |0                   |
|22,463   |Chance Liga                                  |0              |0                      |0                   |
|22,549   |Channel One Cup                              |0              |0                      |0                   |
|21,866   |Charity Shield                               |0              |0                      |0                   |
|23,978   |Charity Shield                               |0              |0                      |0                   |
|24,082   |Chatham Cup                                  |0              |0                      |0                   |
|21,973   |Chatham Cup                                  |0              |0                      |0                   |
|23,452   |China Cup                                    |0              |0                      |0                   |
|21,187   |China Cup                                    |0              |0                      |0                   |
|22,411   |CHL                                          |0              |0                      |0                   |
|23,220   |CIBACOPA                                     |0              |0                      |0                   |
|23,342   |CIT                                          |0              |0                      |0                   |
|21,156   |C-League                                     |0              |0                      |0                   |
|24,675   |Club Friendly                                |0              |0                      |0                   |
|22,578   |Club Friendly                                |0              |0                      |0                   |
|24,680   |Club Friendly Women                          |0              |0                      |0                   |
|24,564   |Club World Championship                      |0              |0                      |0                   |
|24,684   |Club World Championship Women                |0              |0                      |0                   |
|22,586   |Comet Division - Short Hockey                |0              |0                      |0                   |
|23,236   |Commissioners Cup                            |0              |0                      |0                   |
|23,370   |Commonwealth Games                           |0              |0                      |0                   |
|23,371   |Commonwealth Games Women                     |0              |0                      |0                   |
|23,405   |Community Shield                             |0              |0                      |0                   |
|20,979   |Community Shield                             |0              |0                      |0                   |
|21,520   |Community Shield Women                       |0              |0                      |0                   |
|23,636   |Community Shield Women                       |0              |0                      |0                   |
|23,804   |CONCACAF Caribbean Club Championship         |0              |0                      |0                   |
|21,690   |CONCACAF Caribbean Club Championship         |0              |0                      |0                   |
|23,575   |CONCACAF Caribbean Club Shield               |0              |0                      |0                   |
|21,434   |CONCACAF Caribbean Club Shield               |0              |0                      |0                   |
|23,988   |Concacaf Central American Cup                |0              |0                      |0                   |
|21,875   |Concacaf Central American Cup                |0              |0                      |0                   |
|21,163   |CONCACAF Champions League                    |0              |0                      |0                   |
|21,049   |CONCACAF Gold Cup                            |0              |0                      |0                   |
|21,692   |CONCACAF Gold Cup - Qualification            |0              |0                      |0                   |
|23,806   |CONCACAF Gold Cup - Qualification            |0              |0                      |0                   |
|24,090   |CONCACAF Gold Cup - Qualification - Women    |0              |0                      |0                   |
|21,980   |CONCACAF Gold Cup - Qualification - Women    |0              |0                      |0                   |
|21,834   |CONCACAF Gold Cup - Women                    |0              |0                      |0                   |
|24,093   |CONCACAF Gold Cup - Women                    |0              |0                      |0                   |
|21,618   |CONCACAF League                              |0              |0                      |0                   |
|23,731   |CONCACAF League                              |0              |0                      |0                   |
|23,786   |CONCACAF Nations League                      |0              |0                      |0                   |
|21,672   |CONCACAF Nations League                      |0              |0                      |0                   |
|21,263   |CONCACAF Nations League - Qualification      |0              |0                      |0                   |
|23,472   |CONCACAF Nations League - Qualification      |0              |0                      |0                   |
|24,170   |CONCACAF Series                              |0              |0                      |0                   |
|22,054   |CONCACAF Series                              |0              |0                      |0                   |
|23,965   |CONCACAF U17                                 |0              |0                      |0                   |
|21,853   |CONCACAF U17                                 |0              |0                      |0                   |
|21,225   |CONCACAF U20                                 |0              |0                      |0                   |
|23,466   |CONCACAF U20                                 |0              |0                      |0                   |
|24,033   |CONCACAF U20 - Qualification                 |0              |0                      |0                   |
|21,921   |CONCACAF U20 - Qualification                 |0              |0                      |0                   |
|21,989   |CONCACAF W Champions Cup                     |0              |0                      |0                   |
|24,103   |CONCACAF W Champions Cup                     |0              |0                      |0                   |
|21,758   |CONCACAF Women U17                           |0              |0                      |0                   |
|23,874   |CONCACAF Women U17                           |0              |0                      |0                   |
|24,089   |CONCACAF Women U20                           |0              |0                      |0                   |
|21,937   |CONCACAF Women U20                           |0              |0                      |0                   |
|20,850   |Confederations Cup                           |0              |0                      |0                   |
|21,450   |CONMEBOL Libertadores                        |0              |0                      |0                   |
|21,843   |CONMEBOL Libertadores Femenina               |0              |0                      |0                   |
|23,953   |CONMEBOL Libertadores Femenina               |0              |0                      |0                   |
|21,674   |CONMEBOL Libertadores U20                    |0              |0                      |0                   |
|23,788   |CONMEBOL Libertadores U20                    |0              |0                      |0                   |
|24,168   |CONMEBOL Nations League Women                |0              |0                      |0                   |
|22,052   |CONMEBOL Nations League Women                |0              |0                      |0                   |
|24,030   |CONMEBOL - Pre-Olympic Tournament            |0              |0                      |0                   |
|21,918   |CONMEBOL - Pre-Olympic Tournament            |0              |0                      |0                   |
|23,789   |CONMEBOL Recopa                              |0              |0                      |0                   |
|21,675   |CONMEBOL Recopa                              |0              |0                      |0                   |
|21,448   |CONMEBOL Sudamericana                        |0              |0                      |0                   |
|23,969   |CONMEBOL - U17                               |0              |0                      |0                   |
|21,857   |CONMEBOL - U17                               |0              |0                      |0                   |
|24,042   |CONMEBOL - U17 Femenino                      |0              |0                      |0                   |
|21,931   |CONMEBOL - U17 Femenino                      |0              |0                      |0                   |
|21,933   |CONMEBOL U20 Femenino                        |0              |0                      |0                   |
|24,044   |CONMEBOL U20 Femenino                        |0              |0                      |0                   |
|21,759   |CONMEBOL - UEFA Finalissima                  |0              |0                      |0                   |
|23,875   |CONMEBOL - UEFA Finalissima                  |0              |0                      |0                   |
|22,372   |Continental Cup                              |0              |0                      |0                   |
|24,701   |Copa ACLAV                                   |0              |0                      |0                   |
|21,920   |Copa Alagoas                                 |0              |0                      |0                   |
|24,032   |Copa Alagoas                                 |0              |0                      |0                   |
|20,985   |Copa America                                 |0              |0                      |0                   |
|23,887   |Copa America Femenina                        |0              |0                      |0                   |
|21,773   |Copa America Femenina                        |0              |0                      |0                   |
|21,094   |Copa Argentina                               |0              |0                      |0                   |
|21,394   |Copa Bicentenario                            |0              |0                      |0                   |
|23,542   |Copa Bicentenario                            |0              |0                      |0                   |
|23,444   |Copa Centroamericana                         |0              |0                      |0                   |
|21,173   |Copa Centroamericana                         |0              |0                      |0                   |
|21,438   |Copa Chile                                   |0              |0                      |0                   |
|23,046   |Copa Chile                                   |0              |0                      |0                   |
|21,440   |Copa Colombia                                |0              |0                      |0                   |
|21,277   |Copa Constituci?                             |0              |0                      |0                   |
|23,485   |Copa Constitució                             |0              |0                      |0                   |
|21,850   |Copa Costa Rica                              |0              |0                      |0                   |
|23,962   |Copa Costa Rica                              |0              |0                      |0                   |
|21,854   |Copa de la Divisi?n Profesional              |0              |0                      |0                   |
|23,966   |Copa de la División Profesional              |0              |0                      |0                   |
|22,058   |Copa De La Liga Auf                          |0              |0                      |0                   |
|24,175   |Copa De La Liga Auf                          |0              |0                      |0                   |
|23,992   |Copa de la Liga Profesional                  |0              |0                      |0                   |
|21,879   |Copa de la Liga Profesional                  |0              |0                      |0                   |
|21,547   |Copa de la Superliga                         |0              |0                      |0                   |
|23,663   |Copa de la Superliga                         |0              |0                      |0                   |
|24,503   |Copa del Rey                                 |0              |0                      |0                   |
|21,078   |Copa Do Brasil                               |0              |0                      |0                   |
|24,142   |Copa do Brasil U17                           |0              |0                      |0                   |
|22,028   |Copa do Brasil U17                           |0              |0                      |0                   |
|21,478   |Copa do Brasil U20                           |0              |0                      |0                   |
|23,593   |Copa do Brasil U20                           |0              |0                      |0                   |
|21,474   |Copa do Nordeste                             |0              |0                      |0                   |
|23,589   |Copa do Nordeste                             |0              |0                      |0                   |
|23,879   |Copa Ecuador                                 |0              |0                      |0                   |
|21,763   |Copa Ecuador                                 |0              |0                      |0                   |
|24,056   |Copa Espírito Santo                          |0              |0                      |0                   |
|21,946   |Copa Esp?rito Santo                          |0              |0                      |0                   |
|22,019   |Copa Fares Lopes                             |0              |0                      |0                   |
|24,132   |Copa Fares Lopes                             |0              |0                      |0                   |
|21,587   |Copa Federacion                              |0              |0                      |0                   |
|23,702   |Copa Federacion                              |0              |0                      |0                   |
|22,012   |Copa Ga?cha                                  |0              |0                      |0                   |
|24,125   |Copa Gaúcha                                  |0              |0                      |0                   |
|24,146   |Copa Grão Pará                               |0              |0                      |0                   |
|22,032   |Copa Gr?o Par?                               |0              |0                      |0                   |
|22,024   |Copa LDF                                     |0              |0                      |0                   |
|24,137   |Copa LDF                                     |0              |0                      |0                   |
|31       |Copa Libertadores                            |19             |0                      |0                   |
|23,047   |Copa LNB                                     |0              |0                      |0                   |
|24,653   |Copa Master                                  |0              |0                      |0                   |
|21,447   |Copa MX                                      |0              |0                      |0                   |
|24,552   |Copa Nacional Women                          |0              |0                      |0                   |
|22,009   |Copa Nicaragua                               |0              |0                      |0                   |
|24,149   |Copa Nicaragua                               |0              |0                      |0                   |
|23,541   |Copa Paraguay                                |0              |0                      |0                   |
|21,393   |Copa Paraguay                                |0              |0                      |0                   |
|23,834   |Copa Paulino Alcantara                       |0              |0                      |0                   |
|21,718   |Copa Paulino Alcantara                       |0              |0                      |0                   |
|23,708   |Copa Paulista                                |0              |0                      |0                   |
|21,593   |Copa Paulista                                |0              |0                      |0                   |
|21,395   |Copa Per?                                    |0              |0                      |0                   |
|23,543   |Copa Perú                                    |0              |0                      |0                   |
|23,630   |Copa por México                              |0              |0                      |0                   |
|21,514   |Copa por M?xico                              |0              |0                      |0                   |
|22,064   |Copa Presidente                              |0              |0                      |0                   |
|24,181   |Copa Presidente                              |0              |0                      |0                   |
|23,995   |Copa Rio                                     |0              |0                      |0                   |
|21,883   |Copa Rio                                     |0              |0                      |0                   |
|24,043   |Copa Rio U20                                 |0              |0                      |0                   |
|21,932   |Copa Rio U20                                 |0              |0                      |0                   |
|21,884   |Copa Santa Catarina                          |0              |0                      |0                   |
|23,996   |Copa Santa Catarina                          |0              |0                      |0                   |
|21,778   |Copa Uruguay                                 |0              |0                      |0                   |
|23,891   |Copa Uruguay                                 |0              |0                      |0                   |
|24,069   |Copa Venezuela                               |0              |0                      |0                   |
|21,959   |Copa Venezuela                               |0              |0                      |0                   |
|21,666   |Copa Verde                                   |0              |0                      |0                   |
|23,780   |Copa Verde                                   |0              |0                      |0                   |
|21,390   |Coppa                                        |0              |0                      |0                   |
|23,537   |Coppa                                        |0              |0                      |0                   |
|21,071   |Coppa Italia                                 |0              |0                      |0                   |
|24,456   |Coppa Italia A1                              |0              |0                      |0                   |
|24,543   |Coppa Italia A1 Women                        |0              |0                      |0                   |
|24,679   |Coppa Italia A2-A3                           |0              |0                      |0                   |
|24,698   |Coppa Italia A2 Women                        |0              |0                      |0                   |
|23,675   |Coppa Italia Primavera                       |0              |0                      |0                   |
|21,560   |Coppa Italia Primavera                       |0              |0                      |0                   |
|21,699   |Coppa Italia Serie C                         |60             |0                      |0                   |
|23,814   |Coppa Italia Serie C                         |0              |0                      |0                   |
|23,833   |Coppa Italia Serie D                         |0              |0                      |0                   |
|21,717   |Coppa Italia Serie D                         |0              |0                      |0                   |
|23,184   |Coppa Italia Women                           |0              |0                      |0                   |
|21,976   |Coppa Italia Women                           |0              |0                      |0                   |
|24,085   |Coppa Italia Women                           |0              |0                      |0                   |
|21,582   |Coppa Titano                                 |0              |0                      |0                   |
|23,696   |Coppa Titano                                 |0              |0                      |0                   |
|21,679   |COSAFA Cup                                   |0              |0                      |0                   |
|23,807   |COSAFA Cup                                   |0              |0                      |0                   |
|23,732   |COSAFA U20 Championship                      |0              |0                      |0                   |
|21,619   |COSAFA U20 Championship                      |0              |0                      |0                   |
|23,946   |COTIF Tournament                             |0              |0                      |0                   |
|21,835   |COTIF Tournament                             |0              |0                      |0                   |
|24,599   |Coupe de France                              |0              |0                      |0                   |
|20,900   |Coupe de France                              |0              |0                      |0                   |
|24,457   |Coupe de France Women                        |0              |0                      |0                   |
|21,660   |Coupe de la Ligue                            |0              |0                      |0                   |
|23,775   |Coupe de la Ligue                            |0              |0                      |0                   |
|20,901   |Coupe de la Ligue                            |0              |0                      |0                   |
|23,429   |Coupe Nationale                              |0              |0                      |0                   |
|21,123   |Coupe Nationale                              |0              |0                      |0                   |
|23,057   |Croatian Cup                                 |0              |0                      |0                   |
|23,453   |Crown Prince Cup                             |0              |0                      |0                   |
|23,769   |Crown Prince Cup                             |0              |0                      |0                   |
|21,654   |Crown Prince Cup                             |0              |0                      |0                   |
|21,188   |Crown Prince Cup                             |0              |0                      |0                   |
|19,001   |CSGO                                         |0              |0                      |0                   |
|23,699   |Cup                                          |0              |0                      |0                   |
|21,139   |Cup                                          |0              |0                      |0                   |
|21,267   |Cup                                          |0              |0                      |0                   |
|23,625   |Cup                                          |0              |0                      |0                   |
|23,626   |Cup                                          |0              |0                      |0                   |
|21,563   |Cup                                          |0              |0                      |0                   |
|21,565   |Cup                                          |0              |0                      |0                   |
|23,629   |Cup                                          |0              |0                      |0                   |
|21,574   |Cup                                          |0              |0                      |0                   |
|21,279   |Cup                                          |0              |0                      |0                   |
|21,576   |Cup                                          |0              |0                      |0                   |
|23,645   |Cup                                          |0              |0                      |0                   |
|21,585   |Cup                                          |0              |0                      |0                   |
|23,678   |Cup                                          |0              |0                      |0                   |
|21,529   |Cup                                          |0              |0                      |0                   |
|23,680   |Cup                                          |0              |0                      |0                   |
|23,689   |Cup                                          |0              |0                      |0                   |
