|league_id|league_name                      |teams_in_league|total_players_in_league|avg_players_per_team|
|20,936   |League                                        |0              |0                      |0                   |
|23,885   |League 1 Ontario                              |0              |0                      |0                   |
|21,771   |League 1 Ontario                              |0              |0                      |0                   |
|21,719   |League Cup                                    |0              |0                      |0                   |
|24,161   |League Cup                                    |0              |0                      |0                   |
|21,589   |League Cup                                    |0              |0                      |0                   |
|23,447   |League Cup                                    |0              |0                      |0                   |
|22,568   |League Cup                                    |0              |0                      |0                   |
|23,835   |League Cup                                    |0              |0                      |0                   |
|23,837   |League Cup                                    |0              |0                      |0                   |
|23,459   |League Cup                                    |0              |0                      |0                   |
|21,443   |League Cup                                    |0              |0                      |0                   |
|23,704   |League Cup                                    |0              |0                      |0                   |
|21,751   |League Cup                                    |0              |0                      |0                   |
|23,865   |League Cup                                    |0              |0                      |0                   |
|22,603   |League Cup                                    |0              |0                      |0                   |
|21,199   |League Cup                                    |0              |0                      |0                   |
|24,594   |League Cup                                    |0              |0                      |0                   |
|20,874   |League Cup                                    |0              |0                      |0                   |
|21,445   |League Cup                                    |0              |0                      |0                   |
|21,176   |League Cup                                    |0              |0                      |0                   |
|21,027   |League Cup                                    |0              |0                      |0                   |
|23,413   |League Cup                                    |0              |0                      |0                   |
|22,045   |League Cup                                    |0              |0                      |0                   |
|21,205   |League Cup                                    |0              |0                      |0                   |
|23,175   |League Cup                                    |0              |0                      |0                   |
|21,721   |League Cup                                    |0              |0                      |0                   |
|20,889   |League Cup                                    |0              |0                      |0                   |
|21,082   |League One                                    |0              |0                      |0                   |
|21,045   |League One                                    |0              |0                      |0                   |
|21,273   |Leagues Cup                                   |0              |0                      |0                   |
|23,481   |Leagues Cup                                   |0              |0                      |0                   |
|23,890   |League Two                                    |0              |0                      |0                   |
|21,777   |League Two                                    |0              |0                      |0                   |
|21,046   |League Two                                    |0              |0                      |0                   |
|23,186   |Lega A                                        |0              |0                      |0                   |
|23,187   |Lega A - Super Cup                            |0              |0                      |0                   |
|21,610   |LFA First Division                            |0              |0                      |0                   |
|23,725   |LFA First Division                            |0              |0                      |0                   |
|23,144   |LFB Super Cup Women                           |0              |0                      |0                   |
|23,145   |LFB W                                         |0              |0                      |0                   |
|23,249   |LFB Women                                     |0              |0                      |0                   |
|21,222   |L?gmanssteypid                                |0              |0                      |0                   |
|23,032   |Libobasquet                                   |0              |0                      |0                   |
|22,482   |Lietuvos Cempionatas                          |0              |0                      |0                   |
|24,484   |Liga                                          |0              |0                      |0                   |
|21,437   |Liga 1                                        |6              |0                      |0                   |
|21,185   |Liga 1                                        |0              |0                      |0                   |
|21,581   |Liga 1 Feminin                                |0              |0                      |0                   |
|23,695   |Liga 1 Feminin                                |0              |0                      |0                   |
|21,436   |Liga 2                                        |0              |0                      |0                   |
|24,062   |Liga 3                                        |0              |0                      |0                   |
|23,812   |Liga 3                                        |0              |0                      |0                   |
|21,952   |Liga 3                                        |0              |0                      |0                   |
|22,975   |Liga A                                        |0              |0                      |0                   |
|21,171   |Liga Alef                                     |0              |0                      |0                   |
|23,442   |Liga Alef                                     |0              |0                      |0                   |
|24,694   |Liga A Women                                  |0              |0                      |0                   |
|21,245   |Liga de Ascenso                               |0              |0                      |0                   |
|21,103   |Liga de Expansi?n MX                          |0              |0                      |0                   |
|24,157   |Liga E Pare                                   |0              |0                      |0                   |
|22,041   |Liga E Pare                                   |0              |0                      |0                   |
|21,568   |Liga Femenina                                 |0              |0                      |0                   |
|23,683   |Liga Femenina                                 |0              |0                      |0                   |
|23,296   |Liga Femenina W                               |0              |0                      |0                   |
|22,976   |Liga Femenina Women                           |0              |0                      |0                   |
|21,818   |Liga III - Play-offs                          |0              |0                      |0                   |
|23,932   |Liga III - Play-offs                          |0              |0                      |0                   |
|23,743   |Liga III - Serie 1                            |0              |0                      |0                   |
|21,628   |Liga III - Serie 1                            |0              |0                      |0                   |
|21,637   |Liga III - Serie 10                           |0              |0                      |0                   |
|23,752   |Liga III - Serie 10                           |0              |0                      |0                   |
|21,629   |Liga III - Serie 2                            |0              |0                      |0                   |
|23,744   |Liga III - Serie 2                            |0              |0                      |0                   |
|21,630   |Liga III - Serie 3                            |0              |0                      |0                   |
|23,745   |Liga III - Serie 3                            |0              |0                      |0                   |
|23,746   |Liga III - Serie 4                            |0              |0                      |0                   |
|21,631   |Liga III - Serie 4                            |0              |0                      |0                   |
|21,632   |Liga III - Serie 5                            |0              |0                      |0                   |
|23,747   |Liga III - Serie 5                            |0              |0                      |0                   |
|23,748   |Liga III - Serie 6                            |0              |0                      |0                   |
|21,633   |Liga III - Serie 6                            |0              |0                      |0                   |
|21,634   |Liga III - Serie 7                            |0              |0                      |0                   |
|23,749   |Liga III - Serie 7                            |0              |0                      |0                   |
|21,635   |Liga III - Serie 8                            |0              |0                      |0                   |
|23,750   |Liga III - Serie 8                            |0              |0                      |0                   |
|23,751   |Liga III - Serie 9                            |0              |0                      |0                   |
|21,636   |Liga III - Serie 9                            |0              |0                      |0                   |
|21,142   |Liga Leumit                                   |25             |0                      |0                   |
|23,177   |Liga Leumit                                   |0              |0                      |0                   |
|23,724   |Liga Mayor                                    |0              |0                      |0                   |
|21,609   |Liga Mayor                                    |0              |0                      |0                   |
|21,102   |Liga MX                                       |0              |0                      |0                   |
|23,639   |Liga MX Femenil                               |0              |0                      |0                   |
|21,523   |Liga MX Femenil                               |18             |0                      |0                   |
|24,162   |Liga MX U21                                   |0              |0                      |0                   |
|22,046   |Liga MX U21                                   |0              |0                      |0                   |
|23,302   |Ligan                                         |0              |0                      |0                   |
|20,944   |Liga Nacional                                 |0              |0                      |0                   |
|20,958   |Liga Nacional                                 |0              |0                      |0                   |
|23,260   |Liga National W                               |0              |0                      |0                   |
|21,186   |Liga Paname?a de F?tbol                       |0              |0                      |0                   |
|21,575   |Liga Premier Serie A                          |0              |0                      |0                   |
|23,690   |Liga Premier Serie A                          |0              |0                      |0                   |
|23,819   |Liga Premier Serie B                          |0              |0                      |0                   |
|21,704   |Liga Premier Serie B                          |0              |0                      |0                   |
|23,578   |Liga Primera U20                              |0              |0                      |0                   |
|21,463   |Liga Primera U20                              |0              |0                      |0                   |
|21,003   |Liga Pro                                      |0              |0                      |0                   |
|21,044   |Liga Profesional Argentina                    |0              |0                      |0                   |
|21,004   |Liga Pro Serie B                              |0              |0                      |0                   |
|22,508   |Liga Pro - Short Hockey                       |0              |0                      |0                   |
|23,672   |Liga Revelação U23                            |0              |0                      |0                   |
|21,556   |Liga Revela??o U23                            |0              |0                      |0                   |
|21,143   |Ligat Ha'al                                   |16             |0                      |0                   |
|23,126   |Liga Unike                                    |0              |0                      |0                   |
|23,127   |Liga Unike Women                              |0              |0                      |0                   |
|23,281   |Liga UPC                                      |0              |0                      |0                   |
|23,338   |Liga Uruguaya                                 |0              |0                      |0                   |
|24,578   |Liga Women                                    |0              |0                      |0                   |
|23,419   |Ligi kuu Bara                                 |0              |0                      |0                   |
|21,052   |Ligi kuu Bara                                 |0              |0                      |0                   |
|21,302   |Ligue 1                                       |0              |0                      |0                   |
|21,035   |Ligue 1                                       |0              |0                      |0                   |
|21,667   |Ligue 1                                       |0              |0                      |0                   |
|20,907   |Ligue 1                                       |0              |0                      |0                   |
|20,891   |Ligue 1                                       |0              |0                      |0                   |
|26       |Ligue 1                                       |38             |0                      |0                   |
|23,781   |Ligue 1                                       |0              |0                      |0                   |
|21,301   |Ligue 1                                       |0              |0                      |0                   |
|21,144   |Ligue 1                                       |0              |0                      |0                   |
|21,153   |Ligue 1                                       |0              |0                      |0                   |
|20,908   |Ligue 2                                       |0              |0                      |0                   |
|21,657   |Ligue 2                                       |0              |0                      |0                   |
|23,772   |Ligue 2                                       |0              |0                      |0                   |
|23,146   |Ligue 2 Women                                 |0              |0                      |0                   |
|21,397   |Ligue A                                       |0              |0                      |0                   |
|23,545   |Ligue A                                       |0              |0                      |0                   |
|24,676   |Ligue A                                       |0              |0                      |0                   |
|24,601   |Ligue A Women                                 |0              |0                      |0                   |
|24,534   |Ligue B                                       |0              |0                      |0                   |
|21,025   |Ligue Ha?tienne                               |0              |0                      |0                   |
|22,569   |Ligue Magnus                                  |0              |0                      |0                   |
|22,625   |Liiga                                         |0              |0                      |0                   |
|22,615   |Liiga Women                                   |0              |0                      |0                   |
|23,210   |LKF Cup                                       |0              |0                      |0                   |
|23,211   |LKL                                           |0              |0                      |0                   |
|23,221   |LMBPF Women                                   |0              |0                      |0                   |
|22,373   |LNAH                                          |8              |0                      |0                   |
|23,147   |LNB                                           |0              |0                      |0                   |
|23,235   |LNB                                           |0              |0                      |0                   |
|23,070   |LNB                                           |0              |0                      |0                   |
|23,049   |LNB                                           |0              |0                      |0                   |
|23,050   |LNB 2                                         |0              |0                      |0                   |
|23,222   |LNBP                                          |0              |0                      |0                   |
|23,148   |LNB Super Cup                                 |0              |0                      |0                   |
|22,398   |LNH                                           |0              |0                      |0                   |
|22,624   |LNHH                                          |0              |0                      |0                   |
|24,699   |LNSV                                          |0              |0                      |0                   |
|24,544   |LNSV Women                                    |0              |0                      |0                   |
|23,461   |Løgmanssteypid                                |0              |0                      |0                   |
|24,654   |LOVB Women                                    |0              |0                      |0                   |
|23,358   |LPB                                           |0              |0                      |0                   |
|23,250   |LPB                                           |0              |0                      |0                   |
|24,508   |LVA                                           |0              |0                      |0                   |
|24,572   |LVSM                                          |0              |0                      |0                   |
|23,216   |Macedonian Cup                                |0              |0                      |0                   |
|22,471   |MagentaSport Cup                              |0              |0                      |0                   |
|20,947   |Magyar Kupa                                   |0              |0                      |0                   |
|20,986   |Major League Soccer                           |0              |0                      |0                   |
|23,463   |Malaysia Cup                                  |0              |0                      |0                   |
|21,224   |Malaysia Cup                                  |0              |0                      |0                   |
|23,585   |Maranhense                                    |0              |0                      |0                   |
|21,470   |Maranhense                                    |0              |0                      |0                   |
|24,115   |Maranhense - 2                                |0              |0                      |0                   |
|22,001   |Maranhense - 2                                |0              |0                      |0                   |
|23,604   |Matogrossense                                 |0              |0                      |0                   |
|21,489   |Matogrossense                                 |0              |0                      |0                   |
|21,945   |Matogrossense 2                               |0              |0                      |0                   |
|24,055   |Matogrossense 2                               |0              |0                      |0                   |
|23,728   |Mauritian League                              |0              |0                      |0                   |
|21,615   |Mauritian League                              |0              |0                      |0                   |
|23,881   |Mediterranean Games                           |0              |0                      |0                   |
|21,766   |Mediterranean Games                           |0              |0                      |0                   |
|24,606   |Mediterranean Games                           |0              |0                      |0                   |
|24,648   |Mediterranean Games Women                     |0              |0                      |0                   |
|20,995   |Meistaradeildin                               |0              |0                      |0                   |
|20,954   |Meistriliiga                                  |10             |0                      |0                   |
|24,530   |Meistriliiga Women                            |0              |0                      |0                   |
|22,503   |Memorial Cup                                  |0              |0                      |0                   |
|22,592   |Memorial Cup                                  |0              |0                      |0                   |
|22,402   |Memorial P. Zabojnika                         |0              |0                      |0                   |
|24,515   |Mestaruusliiga                                |0              |0                      |0                   |
|24,622   |Mestaruusliiga Women                          |0              |0                      |0                   |
|22,371   |Mestis                                        |0              |0                      |0                   |
|22,401   |Metal Ligaen                                  |0              |0                      |0                   |
|21,975   |MFL Cup                                       |0              |0                      |0                   |
|24,084   |MFL Cup                                       |0              |0                      |0                   |
|22,381   |MHL                                           |0              |0                      |0                   |
|21,488   |Mineiro - 1                                   |0              |0                      |0                   |
|23,603   |Mineiro - 1                                   |0              |0                      |0                   |
|23,595   |Mineiro - 2                                   |0              |0                      |0                   |
|21,480   |Mineiro - 2                                   |0              |0                      |0                   |
|24,109   |Mineiro - 3                                   |0              |0                      |0                   |
|21,995   |Mineiro - 3                                   |0              |0                      |0                   |
|24,065   |Mineiro U20                                   |0              |0                      |0                   |
|21,955   |Mineiro U20                                   |0              |0                      |0                   |
|22,486   |Minsk Championship                            |0              |0                      |0                   |
|24,506   |Mizunodeild                                   |0              |0                      |0                   |
|24,624   |Mizunodeild Women                             |0              |0                      |0                   |
|14,001   |MLB                                           |0              |0                      |0                   |
|23,813   |MLS All-Star                                  |0              |0                      |0                   |
|21,698   |MLS All-Star                                  |0              |0                      |0                   |
|23,872   |MLS Next Pro                                  |0              |0                      |0                   |
|21,756   |MLS Next Pro                                  |0              |0                      |0                   |
|23,223   |Montenegrin Cup                               |0              |0                      |0                   |
|24,495   |Montreux Masters Women                        |0              |0                      |0                   |
|23,212   |Moteru Lyga W                                 |0              |0                      |0                   |
|22,494   |Mountfield Cup                                |0              |0                      |0                   |
|23,239   |MPBL                                          |0              |0                      |0                   |
|22,612   |MySports League                               |12             |0                      |0                   |
|24,610   |Nacionala Liga                                |0              |0                      |0                   |
|24,688   |Nacionala Liga Women                          |0              |0                      |0                   |
|21,566   |Nacional B                                    |0              |0                      |0                   |
|23,681   |Nacional B                                    |0              |0                      |0                   |
|22,476   |Nagano Cup                                    |0              |0                      |0                   |
|22,512   |Naisten Liiga                                 |0              |0                      |0                   |
|23,849   |Nasjonal U19 Champions League                 |0              |0                      |0                   |
|21,734   |Nasjonal U19 Champions League                 |0              |0                      |0                   |
|20,899   |National 1                                    |0              |0                      |0                   |
|20,902   |National 2 - Group A                          |0              |0                      |0                   |
|20,903   |National 2 - Group B                          |0              |0                      |0                   |
|20,904   |National 2 - Group C                          |0              |0                      |0                   |
|20,950   |National 2 - Group D                          |0              |0                      |0                   |
|23,521   |National 3 - Group A                          |0              |0                      |0                   |
|21,373   |National 3 - Group A                          |0              |0                      |0                   |
|23,522   |National 3 - Group B                          |0              |0                      |0                   |
|21,374   |National 3 - Group B                          |0              |0                      |0                   |
|21,375   |National 3 - Group C                          |0              |0                      |0                   |
|23,523   |National 3 - Group C                          |0              |0                      |0                   |
|23,524   |National 3 - Group D                          |0              |0                      |0                   |
|21,376   |National 3 - Group D                          |0              |0                      |0                   |
|23,525   |National 3 - Group E                          |0              |0                      |0                   |
|21,377   |National 3 - Group E                          |0              |0                      |0                   |
|23,526   |National 3 - Group F                          |0              |0                      |0                   |
|21,378   |National 3 - Group F                          |0              |0                      |0                   |
|21,876   |National 3 - Group G                          |0              |0                      |0                   |
|23,989   |National 3 - Group G                          |0              |0                      |0                   |
|21,379   |National 3 - Group H                          |0              |0                      |0                   |
|23,527   |National 3 - Group H                          |0              |0                      |0                   |
|23,528   |National 3 - Group I                          |0              |0                      |0                   |
|21,380   |National 3 - Group I                          |0              |0                      |0                   |
|23,529   |National 3 - Group J                          |0              |0                      |0                   |
|21,381   |National 3 - Group J                          |0              |0                      |0                   |
|23,530   |National 3 - Group K                          |0              |0                      |0                   |
|21,382   |National 3 - Group K                             |0              |0                      |0                   |
|23,531   |National 3 - Group L                             |0              |0                      |0                   |
|21,384   |National 3 - Group L                             |0              |0                      |0                   |
|21,385   |National 3 - Group M                             |0              |0                      |0                   |
|23,532   |National 3 - Group M                             |0              |0                      |0                   |
|20,868   |National Division                                |22             |0                      |0                   |
|21,031   |National Football League                         |0              |0                      |0                   |
|24,633   |National League                                  |0              |0                      |0                   |
|20,875   |National League                                  |0              |0                      |0                   |
|23,395   |National League                                  |0              |0                      |0                   |
|23,312   |National League                                  |0              |0                      |0                   |
|23,200   |National League                                  |0              |0                      |0                   |
|22,483   |National League                                  |0              |0                      |0                   |
|20,881   |National League                                  |0              |0                      |0                   |
|21,846   |National League - Central                        |0              |0                      |0                   |
|23,958   |National League - Central                        |0              |0                      |0                   |
|24,013   |National League - Championship - Final           |0              |0                      |0                   |
|21,902   |National League - Championship - Final           |0              |0                      |0                   |
|24,123   |National League Cup                              |0              |0                      |0                   |
|22,010   |National League Cup                              |0              |0                      |0                   |
|23,959   |National League - National                       |0              |0                      |0                   |
|21,847   |National League - National                       |0              |0                      |0                   |
|21,315   |National League - North                          |0              |0                      |0                   |
|21,848   |National League - Northern                       |0              |0                      |0                   |
|23,960   |National League - Northern                       |0              |0                      |0                   |
|23,909   |National League - North - Play-offs              |0              |0                      |0                   |
|21,795   |National League - North - Play-offs              |0              |0                      |0                   |
|21,221   |National League - Play-offs                      |0              |0                      |0                   |
|21,316   |National League - South                          |0              |0                      |0                   |
|23,961   |National League - Southern                       |0              |0                      |0                   |
|21,849   |National League - Southern                       |0              |0                      |0                   |
|23,910   |National League - South - Play-offs              |0              |0                      |0                   |
|21,796   |National League - South - Play-offs              |0              |0                      |0                   |
|23,202   |National League Women                            |0              |0                      |0                   |
|24,651   |National League Women                            |0              |0                      |0                   |
|21,234   |National Soccer League                           |0              |0                      |0                   |
|24,577   |Nations League                                   |0              |0                      |0                   |
|24,692   |Nations League Women                             |0              |0                      |0                   |
|23,344   |NBA                                              |0              |0                      |0                   |
|23,349   |NBA Cup                                          |0              |0                      |0                   |
|23,345   |NBA - G League                                   |0              |0                      |0                   |
|23,350   |NBA In-Season Tournament                         |0              |0                      |0                   |
|23,346   |NBA - Las Vegas Summer League                    |0              |0                      |0                   |
|23,351   |NBA Orlando Summer League                        |0              |0                      |0                   |
|23,347   |NBA - Sacramento Summer League                   |0              |0                      |0                   |
|23,352   |NBA Salt Lake City Summer League                 |0              |0                      |0                   |
|23,348   |NBA - Utah Summer League                         |0              |0                      |0                   |
|23,353   |NBA W                                            |0              |0                      |0                   |
|23,037   |NBB                                              |0              |0                      |0                   |
|23,227   |NBB Cup                                          |0              |0                      |0                   |
|24,542   |NB I                                             |0              |0                      |0                   |
|23,167   |NB I A                                           |0              |0                      |0                   |
|23,168   |NB I A W                                         |0              |0                      |0                   |
|23,566   |NB III - Northeast                               |0              |0                      |0                   |
|21,417   |NB III - Northeast                               |0              |0                      |0                   |
|23,568   |NB III - Northwest                               |0              |0                      |0                   |
|21,419   |NB III - Northwest                               |0              |0                      |0                   |
|21,914   |NB III - Promotion Play-offs                     |0              |0                      |0                   |
|24,027   |NB III - Promotion Play-offs                     |0              |0                      |0                   |
|23,982   |NB III - Southeast                               |0              |0                      |0                   |
|21,869   |NB III - Southeast                               |0              |0                      |0                   |
|21,418   |NB III - Southwest                               |0              |0                      |0                   |
|23,567   |NB III - Southwest                               |0              |0                      |0                   |
|24,450   |NB I Women                                       |0              |0                      |0                   |
|23,197   |NBL                                              |0              |0                      |0                   |
|23,044   |NBL                                              |0              |0                      |0                   |
|23,172   |NBL                                              |0              |0                      |0                   |
|23,040   |NBL                                              |0              |0                      |0                   |
|23,230   |NBL                                              |0              |0                      |0                   |
|23,064   |NBL                                              |0              |0                      |0                   |
|23,002   |NBL                                              |0              |0                      |0                   |
|23,276   |NBL                                              |0              |0                      |0                   |
|23,003   |NBL 1                                            |0              |0                      |0                   |
|23,006   |NBL1 Central                                     |0              |0                      |0                   |
|23,007   |NBL1 Central Women                               |0              |0                      |0                   |
|23,008   |NBL1 East                                        |0              |0                      |0                   |
|23,009   |NBL1 East Women                                  |0              |0                      |0                   |
|23,010   |NBL1 North                                       |0              |0                      |0                   |
|23,011   |NBL1 North Women                                 |0              |0                      |0                   |
|23,012   |NBL1 South                                       |0              |0                      |0                   |
|23,013   |NBL1 South Women                                 |0              |0                      |0                   |
|23,004   |NBL 1 W                                          |0              |0                      |0                   |
|23,014   |NBL1 West                                        |0              |0                      |0                   |
|23,015   |NBL1 West Women                                  |0              |0                      |0                   |
|23,326   |NBLT                                             |0              |0                      |0                   |
|23,005   |NBL W                                            |0              |0                      |0                   |
|23,231   |NBL Women                                        |0              |0                      |0                   |
|22,584   |NCAA                                             |0              |0                      |0                   |
|23,354   |NCAA                                             |0              |0                      |0                   |
|23,355   |NCAA Women                                       |0              |0                      |0                   |
|21,422   |New South Wales NPL                              |0              |0                      |0                   |
|23,856   |New South Wales NPL 2                            |0              |0                      |0                   |
|21,742   |New South Wales NPL 2                            |0              |0                      |0                   |
|18,001   |NFL                                              |0              |0                      |0                   |
|22,390   |NHL                                              |0              |0                      |0                   |
|22,613   |NHL 4 Nations Face-Off                           |0              |0                      |0                   |
|23,572   |NISA                                             |0              |0                      |0                   |
|21,431   |NISA                                             |0              |0                      |0                   |
|23,356   |NIT                                              |0              |0                      |0                   |
|23,213   |NKL                                              |0              |0                      |0                   |
|24,526   |NLA                                              |0              |0                      |0                   |
|24,620   |NLA Women                                        |0              |0                      |0                   |
|21,459   |NM Cupen                                         |0              |0                      |0                   |
|22,490   |NMHL                                             |0              |0                      |0                   |
|24,049   |NNSW League 1                                    |0              |0                      |0                   |
|21,939   |NNSW League 1                                    |0              |0                      |0                   |
|21,318   |Non League Div One - Isthmian North              |0              |0                      |0                   |
|21,319   |Non League Div One - Isthmian South Central      |0              |0                      |0                   |
|21,323   |Non League Div One - Isthmian South East         |0              |0                      |0                   |
|23,938   |Non League Div One - Northern East               |0              |0                      |0                   |
|21,825   |Non League Div One - Northern East               |0              |0                      |0                   |
|21,321   |Non League Div One - Northern Midlands           |0              |0                      |0                   |
|21,320   |Non League Div One - Northern West               |0              |0                      |0                   |
|21,797   |Non League Div One - Play-offs                   |0              |0                      |0                   |
|23,911   |Non League Div One - Play-offs                   |0              |0                      |0                   |
|23,939   |Non League Div One - Southern Central            |0              |0                      |0                   |
|21,826   |Non League Div One - Southern Central            |0              |0                      |0                   |
|21,322   |Non League Div One - Southern South              |0              |0                      |0                   |
